"ch_version","name","value"
"19.11.2.7","VERSION_FULL","ClickHouse 19.11.2.7"
"19.11.2.7","VERSION_DESCRIBE","v19.11.2.7-testing"
"19.11.2.7","VERSION_INTEGER","19011002"
"19.11.2.7","VERSION_GITHASH","e316ecc45032199ff75327df6923d953bf38691b"
"19.11.2.7","VERSION_REVISION","54423"
"19.11.2.7","BUILD_DATE","2019-07-16"
"19.11.2.7","SYSTEM","Linux-4.9.151-35"
"19.11.2.7","BUILD_TYPE","RELWITHDEBINFO"
"19.11.2.7","SYSTEM_PROCESSOR","x86_64"
"19.11.2.7","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"19.11.2.7","CMAKE_VERSION","3.10.2"
"19.11.2.7","C_COMPILER","/usr/bin/gcc-8"
"19.11.2.7","C_COMPILER_VERSION","8.3.0"
"19.11.2.7","CXX_COMPILER","/usr/bin/g++-8"
"19.11.2.7","CXX_COMPILER_VERSION","8.3.0"
"19.11.2.7","C_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt -fno-omit-frame-pointer  -Wall  -no-pie -O2 -g -DNDEBUG -O3 "
"19.11.2.7","CXX_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt  -fno-omit-frame-pointer  -Wall  -Wnon-virtual-dtor -no-pie -O2 -g -DNDEBUG -O3 "
"19.11.2.7","LINK_FLAGS"," -fuse-ld=gold -static-libgcc -static-libstdc++ -Wl,--no-undefined"
"19.11.2.7","BUILD_COMPILE_DEFINITIONS",""
"19.11.2.7","BUILD_INCLUDE_DIRECTORIES",""
"19.11.2.7","STATIC","ON"
"19.11.2.7","SPLIT_BINARY",""
"19.11.2.7","USE_EMBEDDED_COMPILER","1"
"19.11.2.7","USE_INTERNAL_MEMCPY","ON"
"19.11.2.7","USE_GLIBC_COMPATIBILITY","ON"
"19.11.2.7","USE_JEMALLOC","1"
"19.11.2.7","USE_TCMALLOC",""
"19.11.2.7","USE_MIMALLOC",""
"19.11.2.7","USE_UNWIND","1"
"19.11.2.7","USE_ICU","1"
"19.11.2.7","USE_H3","1"
"19.11.2.7","USE_MYSQL","1"
"19.11.2.7","USE_RE2_ST","1"
"19.11.2.7","USE_VECTORCLASS",""
"19.11.2.7","USE_LIBGSASL","1"
"19.11.2.7","USE_RDKAFKA","1"
"19.11.2.7","USE_CAPNP","1"
"19.11.2.7","USE_POCO_SQLODBC",""
"19.11.2.7","USE_POCO_DATAODBC","1"
"19.11.2.7","USE_POCO_MONGODB","1"
"19.11.2.7","USE_POCO_NETSSL","1"
"19.11.2.7","USE_BASE64","1"
"19.11.2.7","USE_XXHASH","1"
"19.11.2.7","USE_HDFS","1"
"19.11.2.7","USE_SNAPPY","1"
"19.11.2.7","USE_PARQUET","1"
"19.11.2.7","USE_PROTOBUF","1"
"19.11.2.7","USE_BROTLI","1"
"19.11.2.7","USE_SSL","1"
"19.11.2.7","USE_HYPERSCAN","1"
"19.11.2.7","USE_SIMDJSON","ON"
