"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.5.5.74","Kafka",1,0,0,0,0,0
"20.5.5.74","MySQL",0,0,0,0,0,0
"20.5.5.74","HDFS",0,0,0,0,0,0
"20.5.5.74","S3",0,0,0,0,0,0
"20.5.5.74","MaterializedView",0,0,0,0,0,0
"20.5.5.74","View",0,0,0,0,0,0
"20.5.5.74","JDBC",0,0,0,0,0,0
"20.5.5.74","Join",1,0,0,0,0,0
"20.5.5.74","Set",0,0,0,0,0,0
"20.5.5.74","Dictionary",0,0,0,0,0,0
"20.5.5.74","GenerateRandom",0,0,0,0,0,0
"20.5.5.74","LiveView",0,0,0,0,0,0
"20.5.5.74","MergeTree",1,1,1,1,0,0
"20.5.5.74","Memory",0,0,0,0,0,0
"20.5.5.74","Buffer",0,0,0,0,0,0
"20.5.5.74","URL",0,0,0,0,0,0
"20.5.5.74","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.5.5.74","ReplacingMergeTree",1,1,1,1,0,0
"20.5.5.74","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.5.5.74","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.5.5.74","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.5.5.74","File",0,0,0,0,0,0
"20.5.5.74","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.5.5.74","ReplicatedMergeTree",1,1,1,1,1,1
"20.5.5.74","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.5.5.74","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.5.5.74","SummingMergeTree",1,1,1,1,0,0
"20.5.5.74","Distributed",0,0,0,0,0,0
"20.5.5.74","TinyLog",1,0,0,0,0,0
"20.5.5.74","GraphiteMergeTree",1,1,1,1,0,0
"20.5.5.74","CollapsingMergeTree",1,1,1,1,0,0
"20.5.5.74","Merge",0,0,0,0,0,0
"20.5.5.74","AggregatingMergeTree",1,1,1,1,0,0
"20.5.5.74","ODBC",0,0,0,0,0,0
"20.5.5.74","Null",0,0,0,0,0,0
"20.5.5.74","StripeLog",1,0,0,0,0,0
"20.5.5.74","Log",1,0,0,0,0,0
