"ch_version","name"
"18.5.1","af"
"18.5.1","am"
"18.5.1","ar"
"18.5.1","as"
"18.5.1","az"
"18.5.1","be"
"18.5.1","bg"
"18.5.1","bn"
"18.5.1","bo"
"18.5.1","bs"
"18.5.1","bs_Cyrl"
"18.5.1","ca"
"18.5.1","chr"
"18.5.1","cs"
"18.5.1","cy"
"18.5.1","da"
"18.5.1","de"
"18.5.1","de_AT"
"18.5.1","dsb"
"18.5.1","dz"
"18.5.1","ee"
"18.5.1","el"
"18.5.1","en"
"18.5.1","en_US"
"18.5.1","en_US_POSIX"
"18.5.1","eo"
"18.5.1","es"
"18.5.1","et"
"18.5.1","fa"
"18.5.1","fa_AF"
"18.5.1","fi"
"18.5.1","fil"
"18.5.1","fo"
"18.5.1","fr"
"18.5.1","fr_CA"
"18.5.1","ga"
"18.5.1","gl"
"18.5.1","gu"
"18.5.1","ha"
"18.5.1","haw"
"18.5.1","he"
"18.5.1","hi"
"18.5.1","hr"
"18.5.1","hsb"
"18.5.1","hu"
"18.5.1","hy"
"18.5.1","id"
"18.5.1","ig"
"18.5.1","is"
"18.5.1","it"
"18.5.1","ja"
"18.5.1","ka"
"18.5.1","kk"
"18.5.1","kl"
"18.5.1","km"
"18.5.1","kn"
"18.5.1","ko"
"18.5.1","kok"
"18.5.1","ky"
"18.5.1","lb"
"18.5.1","lkt"
"18.5.1","ln"
"18.5.1","lo"
"18.5.1","lt"
"18.5.1","lv"
"18.5.1","mk"
"18.5.1","ml"
"18.5.1","mn"
"18.5.1","mr"
"18.5.1","ms"
"18.5.1","mt"
"18.5.1","my"
"18.5.1","nb"
"18.5.1","ne"
"18.5.1","nl"
"18.5.1","nn"
"18.5.1","om"
"18.5.1","or"
"18.5.1","pa"
"18.5.1","pl"
"18.5.1","ps"
"18.5.1","pt"
"18.5.1","ro"
"18.5.1","ru"
"18.5.1","se"
"18.5.1","si"
"18.5.1","sk"
"18.5.1","sl"
"18.5.1","smn"
"18.5.1","sq"
"18.5.1","sr"
"18.5.1","sr_Latn"
"18.5.1","sv"
"18.5.1","sw"
"18.5.1","ta"
"18.5.1","te"
"18.5.1","th"
"18.5.1","to"
"18.5.1","tr"
"18.5.1","ug"
"18.5.1","uk"
"18.5.1","ur"
"18.5.1","uz"
"18.5.1","vi"
"18.5.1","wae"
"18.5.1","wo"
"18.5.1","yi"
"18.5.1","yo"
"18.5.1","zh"
"18.5.1","zh_Hant"
"18.5.1","zu"
