"ch_version","name","value"
"26.3.4.11","VERSION_FULL","ClickHouse 26.3.4.11"
"26.3.4.11","VERSION_DESCRIBE","v26.3.4.11-lts"
"26.3.4.11","VERSION_INTEGER","26003004"
"26.3.4.11","VERSION_NAME","ClickHouse"
"26.3.4.11","VERSION_MAJOR","26"
"26.3.4.11","VERSION_MINOR","3"
"26.3.4.11","VERSION_PATCH","4"
"26.3.4.11","VERSION_STRING","26.3.4.11"
"26.3.4.11","VERSION_STRING_SHORT","26.3"
"26.3.4.11","VERSION_OFFICIAL"," (official build)"
"26.3.4.11","SYSTEM","Linux"
"26.3.4.11","VERSION_GITHASH","8186e0e780d10e5c5de5aafb049d418f5c518ddd"
"26.3.4.11","VERSION_REVISION","54511"
"26.3.4.11","BUILD_TYPE","RelWithDebInfo"
"26.3.4.11","SYSTEM_PROCESSOR","x86_64"
"26.3.4.11","CMAKE_VERSION","4.1.2"
"26.3.4.11","C_COMPILER","/usr/local/bin/clang-21"
"26.3.4.11","C_COMPILER_VERSION","21.1.8"
"26.3.4.11","CXX_COMPILER","/usr/bin/clang++-21"
"26.3.4.11","CXX_COMPILER_VERSION","21.1.5"
"26.3.4.11","C_FLAGS"," --gcc-toolchain=./cmake/linux/../../contrib/sysroot/linux-x86_64 -fdiagnostics-color=always  -pipe -march=x86-64-v2 -mpclmul -fasynchronous-unwind-tables -ffile-prefix-map=.=. -ftime-trace -falign-functions=64 -mbranches-within-32B-boundaries -ffp-contract=off  -fdiagnostics-absolute-paths -fxray-instrument -fxray-modes=none -fxray-instrumentation-bundle=function -Wframe-larger-than=65536 -Weverything -Wpedantic -Wno-return-type-c-linkage -Wno-zero-length-array -Wno-c++98-compat-pedantic -Wno-c++20-compat -Wno-sign-conversion -Wno-deprecated-declarations -Wno-disabled-macro-expansion -Wno-documentation-unknown-command -Wno-double-promotion -Wno-exit-time-destructors -Wno-float-equal -Wno-global-constructors -Wno-missing-prototypes -Wno-missing-variable-declarations -Wno-padded -Wno-switch-enum -Wno-undefined-func-template -Wno-unused-template -Wno-weak-template-vtables -Wno-weak-vtables -Wno-thread-safety-negative -Wno-unsafe-buffer-usage -Wno-switch-default -Wno-nrvo -Wno-missing-noreturn -Wno-c2y-extensions -Wno-c23-extensions -O2 -g -DNDEBUG -O3 -g -gdwarf-aranges  -flto=thin -fwhole-program-vtables -fno-pie"
