"ch_version","name","is_aggregate","case_insensitive","alias_to"
"21.3.17.3.altinitystable","aes_encrypt_mysql",0,0,""
"21.3.17.3.altinitystable","decrypt",0,0,""
"21.3.17.3.altinitystable","wordShingleMinHashArg",0,0,""
"21.3.17.3.altinitystable","ngramMinHashArgUTF8",0,0,""
"21.3.17.3.altinitystable","ngramMinHashArgCaseInsensitive",0,0,""
"21.3.17.3.altinitystable","wordShingleMinHashCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","wordShingleMinHashCaseInsensitive",0,0,""
"21.3.17.3.altinitystable","wordShingleMinHash",0,0,""
"21.3.17.3.altinitystable","ngramMinHashCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","wordShingleSimHashCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","wordShingleSimHashUTF8",0,0,""
"21.3.17.3.altinitystable","wordShingleSimHash",0,0,""
"21.3.17.3.altinitystable","ngramSimHashCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","ngramSimHashCaseInsensitive",0,0,""
"21.3.17.3.altinitystable","ngramSimHash",0,0,""
"21.3.17.3.altinitystable","tupleHammingDistance",0,0,""
"21.3.17.3.altinitystable","fromUnixTimestamp64Nano",0,0,""
"21.3.17.3.altinitystable","toUnixTimestamp64Nano",0,0,""
"21.3.17.3.altinitystable","toUnixTimestamp64Micro",0,0,""
"21.3.17.3.altinitystable","yandexConsistentHash",0,0,""
"21.3.17.3.altinitystable","demangle",0,0,""
"21.3.17.3.altinitystable","addressToLine",0,0,""
"21.3.17.3.altinitystable","JSONExtractRaw",0,0,""
"21.3.17.3.altinitystable","JSONExtractKeysAndValues",0,0,""
"21.3.17.3.altinitystable","JSONExtractString",0,0,""
"21.3.17.3.altinitystable","JSONExtractFloat",0,0,""
"21.3.17.3.altinitystable","JSONExtractInt",0,0,""
"21.3.17.3.altinitystable","JSONKey",0,0,""
"21.3.17.3.altinitystable","isZeroOrNull",0,0,""
"21.3.17.3.altinitystable","assumeNotNull",0,0,""
"21.3.17.3.altinitystable","fromUnixTimestamp64Micro",0,0,""
"21.3.17.3.altinitystable","isNotNull",0,0,""
"21.3.17.3.altinitystable","stringToH3",0,0,""
"21.3.17.3.altinitystable","h3IndexesAreNeighbors",0,0,""
"21.3.17.3.altinitystable","h3ToParent",0,0,""
"21.3.17.3.altinitystable","h3GetBaseCell",0,0,""
"21.3.17.3.altinitystable","wordShingleMinHashArgCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","h3GetResolution",0,0,""
"21.3.17.3.altinitystable","h3EdgeLengthM",0,0,""
"21.3.17.3.altinitystable","geoToH3",0,0,""
"21.3.17.3.altinitystable","geohashesInBox",0,0,""
"21.3.17.3.altinitystable","pointInPolygon",0,0,""
"21.3.17.3.altinitystable","greatCircleDistance",0,0,""
"21.3.17.3.altinitystable","sign",0,1,""
"21.3.17.3.altinitystable","atanh",0,0,""
"21.3.17.3.altinitystable","geohashEncode",0,0,""
"21.3.17.3.altinitystable","atan2",0,1,""
"21.3.17.3.altinitystable","acos",0,1,""
"21.3.17.3.altinitystable","h3kRing",0,0,""
"21.3.17.3.altinitystable","asin",0,1,""
"21.3.17.3.altinitystable","sin",0,1,""
"21.3.17.3.altinitystable","lgamma",0,0,""
"21.3.17.3.altinitystable","log2",0,1,""
"21.3.17.3.altinitystable","visitParamExtractFloat",0,0,""
"21.3.17.3.altinitystable","visitParamExtractInt",0,0,""
"21.3.17.3.altinitystable","visitParamHas",0,0,""
"21.3.17.3.altinitystable","sigmoid",0,0,""
"21.3.17.3.altinitystable","cutQueryStringAndFragment",0,0,""
"21.3.17.3.altinitystable","cutToFirstSignificantSubdomainCustom",0,0,""
"21.3.17.3.altinitystable","cutToFirstSignificantSubdomainWithWWW",0,0,""
"21.3.17.3.altinitystable","URLHierarchy",0,0,""
"21.3.17.3.altinitystable","extractURLParameterNames",0,0,""
"21.3.17.3.altinitystable","JSONExtractArrayRaw",0,0,""
"21.3.17.3.altinitystable","extractURLParameters",0,0,""
"21.3.17.3.altinitystable","path",0,0,""
"21.3.17.3.altinitystable","pathFull",0,0,""
"21.3.17.3.altinitystable","port",0,0,""
"21.3.17.3.altinitystable","firstSignificantSubdomainCustom",0,0,""
"21.3.17.3.altinitystable","domain",0,0,""
"21.3.17.3.altinitystable","ngramSearchCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","ngramDistanceCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","ngramDistance",0,0,""
"21.3.17.3.altinitystable","extractAllGroupsHorizontal",0,0,""
"21.3.17.3.altinitystable","extractAllGroupsVertical",0,0,""
"21.3.17.3.altinitystable","multiFuzzyMatchAllIndices",0,0,""
"21.3.17.3.altinitystable","multiFuzzyMatchAnyIndex",0,0,""
"21.3.17.3.altinitystable","toUnixTimestamp64Milli",0,0,""
"21.3.17.3.altinitystable","JSONExtractKeysAndValuesRaw",0,0,""
"21.3.17.3.altinitystable","multiMatchAnyIndex",0,0,""
"21.3.17.3.altinitystable","replaceRegexpAll",0,0,""
"21.3.17.3.altinitystable","replaceOne",0,0,""
"21.3.17.3.altinitystable","extract",0,0,""
"21.3.17.3.altinitystable","notILike",0,0,""
"21.3.17.3.altinitystable","geohashDecode",0,0,""
"21.3.17.3.altinitystable","notLike",0,0,""
"21.3.17.3.altinitystable","countSubstringsCaseInsensitive",0,0,""
"21.3.17.3.altinitystable","hasToken",0,0,""
"21.3.17.3.altinitystable","multiSearchFirstPosition",0,0,""
"21.3.17.3.altinitystable","multiSearchFirstIndexCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","atan",0,1,""
"21.3.17.3.altinitystable","multiSearchFirstIndexCaseInsensitive",0,0,""
"21.3.17.3.altinitystable","JSONHas",0,0,""
"21.3.17.3.altinitystable","multiSearchAnyUTF8",0,0,""
"21.3.17.3.altinitystable","cutURLParameter",0,0,""
"21.3.17.3.altinitystable","multiSearchFirstPositionCaseInsensitive",0,0,""
"21.3.17.3.altinitystable","positionCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","positionCaseInsensitive",0,0,""
"21.3.17.3.altinitystable","positionUTF8",0,0,""
"21.3.17.3.altinitystable","tryBase64Decode",0,0,""
"21.3.17.3.altinitystable","multiSearchAllPositions",0,0,""
"21.3.17.3.altinitystable","FROM_BASE64",0,1,""
"21.3.17.3.altinitystable","replaceRegexpOne",0,0,""
"21.3.17.3.altinitystable","base64Decode",0,0,""
"21.3.17.3.altinitystable","ilike",0,0,""
"21.3.17.3.altinitystable","TO_BASE64",0,1,""
"21.3.17.3.altinitystable","base64Encode",0,0,""
"21.3.17.3.altinitystable","decodeXMLComponent",0,0,""
"21.3.17.3.altinitystable","countMatchesCaseInsensitive",0,0,""
"21.3.17.3.altinitystable","normalizeQuery",0,0,""
"21.3.17.3.altinitystable","erf",0,0,""
"21.3.17.3.altinitystable","trimBoth",0,0,""
"21.3.17.3.altinitystable","trimRight",0,0,""
"21.3.17.3.altinitystable","ngramMinHashArgCaseInsensitiveUTF8",0,0,""
"21.3.17.3.altinitystable","endsWith",0,0,""
"21.3.17.3.altinitystable","startsWith",0,0,""
"21.3.17.3.altinitystable","logTrace",0,0,""
"21.3.17.3.altinitystable","substring",0,1,""
"21.3.17.3.altinitystable","formatRow",0,0,""
