"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.3.9.70","Kafka",1,0,0,0,0,0
"20.3.9.70","MySQL",0,0,0,0,0,0
"20.3.9.70","HDFS",0,0,0,0,0,0
"20.3.9.70","S3",0,0,0,0,0,0
"20.3.9.70","MaterializedView",0,0,0,0,0,0
"20.3.9.70","View",0,0,0,0,0,0
"20.3.9.70","JDBC",0,0,0,0,0,0
"20.3.9.70","Join",1,0,0,0,0,0
"20.3.9.70","Set",0,0,0,0,0,0
"20.3.9.70","Dictionary",0,0,0,0,0,0
"20.3.9.70","GenerateRandom",0,0,0,0,0,0
"20.3.9.70","LiveView",0,0,0,0,0,0
"20.3.9.70","MergeTree",1,1,1,1,0,0
"20.3.9.70","Memory",0,0,0,0,0,0
"20.3.9.70","Buffer",0,0,0,0,0,0
"20.3.9.70","URL",0,0,0,0,0,0
"20.3.9.70","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.3.9.70","ReplacingMergeTree",1,1,1,1,0,0
"20.3.9.70","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.3.9.70","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.3.9.70","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.3.9.70","File",0,0,0,0,0,0
"20.3.9.70","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.3.9.70","ReplicatedMergeTree",1,1,1,1,1,1
"20.3.9.70","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.3.9.70","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.3.9.70","SummingMergeTree",1,1,1,1,0,0
"20.3.9.70","Distributed",0,0,0,0,0,0
"20.3.9.70","TinyLog",1,0,0,0,0,0
"20.3.9.70","GraphiteMergeTree",1,1,1,1,0,0
"20.3.9.70","CollapsingMergeTree",1,1,1,1,0,0
"20.3.9.70","Merge",0,0,0,0,0,0
"20.3.9.70","AggregatingMergeTree",1,1,1,1,0,0
"20.3.9.70","ODBC",0,0,0,0,0,0
"20.3.9.70","Null",0,0,0,0,0,0
"20.3.9.70","StripeLog",1,0,0,0,0,0
"20.3.9.70","Log",1,0,0,0,0,0
