"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.5.9.14","One",1,0,0,0,1
"25.5.9.14","ParquetMetadata",1,0,1,0,1
"25.5.9.14","MySQLDump",1,0,0,0,1
"25.5.9.14","CapnProto",1,1,0,0,0
"25.5.9.14","PostgreSQLWire",0,1,0,0,0
"25.5.9.14","TSV",1,1,1,1,1
"25.5.9.14","PrettyCompactMonoBlock",0,1,0,0,1
"25.5.9.14","JSONEachRowWithProgress",0,1,0,0,1
"25.5.9.14","JSONCompactStrings",0,1,0,1,1
"25.5.9.14","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.5.9.14","Vertical",0,1,0,1,1
"25.5.9.14","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.5.9.14","Null",0,1,0,0,1
"25.5.9.14","PrettySpaceNoEscapes",0,1,0,0,1
"25.5.9.14","Markdown",0,1,0,1,1
"25.5.9.14","Form",1,0,0,0,1
"25.5.9.14","ODBCDriver2",0,1,0,0,0
"25.5.9.14","PrettySpaceMonoBlock",0,1,0,0,1
"25.5.9.14","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.5.9.14","PrettyCompactNoEscapes",0,1,0,0,1
"25.5.9.14","JSONStringsEachRow",1,1,1,1,1
"25.5.9.14","PrettyCompact",0,1,0,0,1
"25.5.9.14","DWARF",1,0,1,0,1
"25.5.9.14","Values",1,1,0,1,1
"25.5.9.14","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.5.9.14","PrettyNoEscapes",0,1,0,0,1
"25.5.9.14","PrettyMonoBlock",0,1,0,0,1
"25.5.9.14","AvroConfluent",1,0,0,0,1
"25.5.9.14","RawBLOB",1,1,0,0,1
"25.5.9.14","Parquet",1,1,1,0,0
"25.5.9.14","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.5.9.14","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.5.9.14","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.5.9.14","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.5.9.14","PrettySpace",0,1,0,0,1
"25.5.9.14","Arrow",1,1,0,0,0
