"ch_version","name"
"20.1.6.30","Kafka"
"20.1.6.30","MySQL"
"20.1.6.30","HDFS"
"20.1.6.30","S3"
"20.1.6.30","MaterializedView"
"20.1.6.30","View"
"20.1.6.30","JDBC"
"20.1.6.30","Join"
"20.1.6.30","Set"
"20.1.6.30","Dictionary"
"20.1.6.30","LiveView"
"20.1.6.30","MergeTree"
"20.1.6.30","Memory"
"20.1.6.30","Buffer"
"20.1.6.30","URL"
"20.1.6.30","ReplicatedVersionedCollapsingMergeTree"
"20.1.6.30","ReplacingMergeTree"
"20.1.6.30","ReplicatedSummingMergeTree"
"20.1.6.30","ReplicatedAggregatingMergeTree"
"20.1.6.30","ReplicatedCollapsingMergeTree"
"20.1.6.30","File"
"20.1.6.30","ReplicatedGraphiteMergeTree"
"20.1.6.30","ReplicatedMergeTree"
"20.1.6.30","ReplicatedReplacingMergeTree"
"20.1.6.30","VersionedCollapsingMergeTree"
"20.1.6.30","SummingMergeTree"
"20.1.6.30","Distributed"
"20.1.6.30","TinyLog"
"20.1.6.30","GraphiteMergeTree"
"20.1.6.30","CollapsingMergeTree"
"20.1.6.30","Merge"
"20.1.6.30","AggregatingMergeTree"
"20.1.6.30","ODBC"
"20.1.6.30","Null"
"20.1.6.30","StripeLog"
"20.1.6.30","Log"
