"ch_version","name","value"
"20.1.6.30","VERSION_FULL","ClickHouse 20.1.6.30"
"20.1.6.30","VERSION_DESCRIBE","v20.1.6.30-testing"
"20.1.6.30","VERSION_INTEGER","20001006"
"20.1.6.30","VERSION_GITHASH","6bdb693a634e5ca7cdcb30fad760321055b10503"
"20.1.6.30","VERSION_REVISION","54431"
"20.1.6.30","BUILD_DATE","2020-03-05"
"20.1.6.30","SYSTEM","Linux-4.9.151-35"
"20.1.6.30","BUILD_TYPE","RELWITHDEBINFO"
"20.1.6.30","SYSTEM_PROCESSOR","x86_64"
"20.1.6.30","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"20.1.6.30","CMAKE_VERSION","3.10.2"
"20.1.6.30","C_COMPILER","/usr/bin/gcc-9"
"20.1.6.30","C_COMPILER_VERSION","9.2.1"
"20.1.6.30","CXX_COMPILER","/usr/bin/g++-9"
"20.1.6.30","CXX_COMPILER_VERSION","9.2.1"
"20.1.6.30","C_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt  -Wall  -O2 -g -DNDEBUG -O3  -fno-pie"
"20.1.6.30","CXX_FLAGS"," -fdiagnostics-color=always -std=c++2a -fsized-deallocation  -pipe -msse4.1 -msse4.2 -mpopcnt   -Wall  -Wnon-virtual-dtor -Wno-array-bounds -O2 -g -DNDEBUG -O3  -fno-pie"
"20.1.6.30","LINK_FLAGS"," -fuse-ld=lld -rdynamic -Wl,--gdb-index -Wl,--no-undefined -Wl,-no-pie"
"20.1.6.30","BUILD_COMPILE_DEFINITIONS",""
"20.1.6.30","BUILD_INCLUDE_DIRECTORIES",""
"20.1.6.30","STATIC","ON"
"20.1.6.30","SPLIT_BINARY",""
"20.1.6.30","USE_EMBEDDED_COMPILER","1"
"20.1.6.30","USE_INTERNAL_MEMCPY","ON"
"20.1.6.30","USE_GLIBC_COMPATIBILITY","ON"
"20.1.6.30","USE_JEMALLOC","1"
"20.1.6.30","USE_TCMALLOC",""
"20.1.6.30","USE_MIMALLOC",""
"20.1.6.30","USE_UNWIND","ON"
"20.1.6.30","USE_ICU","1"
"20.1.6.30","USE_H3","1"
"20.1.6.30","USE_MYSQL","1"
"20.1.6.30","USE_RE2_ST","1"
"20.1.6.30","USE_VECTORCLASS",""
"20.1.6.30","USE_LIBGSASL","1"
"20.1.6.30","USE_RDKAFKA","1"
"20.1.6.30","USE_CAPNP","1"
"20.1.6.30","USE_POCO_SQLODBC",""
"20.1.6.30","USE_POCO_DATAODBC","1"
"20.1.6.30","USE_POCO_MONGODB","1"
"20.1.6.30","USE_POCO_NETSSL","1"
"20.1.6.30","USE_BASE64","1"
"20.1.6.30","USE_XXHASH","1"
"20.1.6.30","USE_HDFS","1"
"20.1.6.30","USE_SNAPPY","ON"
"20.1.6.30","USE_PARQUET","1"
"20.1.6.30","USE_PROTOBUF","1"
"20.1.6.30","USE_BROTLI","1"
"20.1.6.30","USE_SSL","1"
"20.1.6.30","USE_HYPERSCAN","1"
"20.1.6.30","USE_SIMDJSON","ON"
"20.1.6.30","USE_POCO_REDIS","1"
