"20.5.4.40","VERSION_FULL","ClickHouse 20.5.4.40"
"20.5.4.40","VERSION_DESCRIBE","v20.5.4.40-stable"
"20.5.4.40","VERSION_INTEGER","20005004"
"20.5.4.40","VERSION_GITHASH","009ddd5c8d46d1427c2775b67918e0165e50844f"
"20.5.4.40","VERSION_REVISION","54435"
"20.5.4.40","BUILD_DATE","2020-08-01"
"20.5.4.40","SYSTEM","Linux-4.9.151-35"
"20.5.4.40","BUILD_TYPE","RelWithDebInfo"
"20.5.4.40","SYSTEM_PROCESSOR","x86_64"
"20.5.4.40","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"20.5.4.40","CMAKE_VERSION","3.13.4"
"20.5.4.40","C_COMPILER","/usr/bin/gcc-9"
"20.5.4.40","C_COMPILER_VERSION","9.2.1"
"20.5.4.40","CXX_COMPILER","/usr/bin/g++-9"
"20.5.4.40","CXX_COMPILER_VERSION","9.2.1"
"20.5.4.40","C_FLAGS"," -fdiagnostics-color=always  -pipe -msse4.1 -msse4.2 -mpopcnt  -Wall  -Werror -O2 -g -DNDEBUG -O3  -fno-pie"
"20.5.4.40","CXX_FLAGS"," -fdiagnostics-color=always -std=c++2a -fsized-deallocation  -pipe -msse4.1 -msse4.2 -mpopcnt   -Wall  -Werror -O2 -g -DNDEBUG -O3  -fno-pie"
"20.5.4.40","LINK_FLAGS"," -fuse-ld=lld -rdynamic -Wl,--gdb-index -Wl,--no-undefined -Wl,-no-pie"
"20.5.4.40","BUILD_COMPILE_DEFINITIONS",""
"20.5.4.40","BUILD_INCLUDE_DIRECTORIES","/build/obj-x86_64-linux-gnu/includes/configs"
"20.5.4.40","STATIC","ON"
"20.5.4.40","SPLIT_BINARY",""
"20.5.4.40","USE_EMBEDDED_COMPILER","1"
"20.5.4.40","USE_GLIBC_COMPATIBILITY","ON"
"20.5.4.40","USE_JEMALLOC","ON"
"20.5.4.40","USE_UNWIND","ON"
"20.5.4.40","USE_ICU","1"
"20.5.4.40","USE_H3","1"
"20.5.4.40","USE_MYSQL","1"
"20.5.4.40","USE_RE2_ST","1"
"20.5.4.40","USE_LIBGSASL","1"
"20.5.4.40","USE_RDKAFKA","1"
"20.5.4.40","USE_CAPNP","1"
"20.5.4.40","USE_BASE64","1"
"20.5.4.40","USE_XXHASH","ON"
"20.5.4.40","USE_HDFS","1"
"20.5.4.40","USE_SNAPPY","ON"
"20.5.4.40","USE_PARQUET","1"
"20.5.4.40","USE_PROTOBUF","1"
"20.5.4.40","USE_BROTLI","1"
"20.5.4.40","USE_SSL","1"
"20.5.4.40","USE_HYPERSCAN","ON"
"20.5.4.40","USE_SIMDJSON","ON"
"20.5.4.40","USE_GRPC","ON"
