"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.5.4.40","Kafka",1,0,0,0,0,0
"20.5.4.40","MySQL",0,0,0,0,0,0
"20.5.4.40","HDFS",0,0,0,0,0,0
"20.5.4.40","S3",0,0,0,0,0,0
"20.5.4.40","MaterializedView",0,0,0,0,0,0
"20.5.4.40","View",0,0,0,0,0,0
"20.5.4.40","JDBC",0,0,0,0,0,0
"20.5.4.40","Join",1,0,0,0,0,0
"20.5.4.40","Set",0,0,0,0,0,0
"20.5.4.40","Dictionary",0,0,0,0,0,0
"20.5.4.40","GenerateRandom",0,0,0,0,0,0
"20.5.4.40","LiveView",0,0,0,0,0,0
"20.5.4.40","MergeTree",1,1,1,1,0,0
"20.5.4.40","Memory",0,0,0,0,0,0
"20.5.4.40","Buffer",0,0,0,0,0,0
"20.5.4.40","URL",0,0,0,0,0,0
"20.5.4.40","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.5.4.40","ReplacingMergeTree",1,1,1,1,0,0
"20.5.4.40","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.5.4.40","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.5.4.40","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.5.4.40","File",0,0,0,0,0,0
"20.5.4.40","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.5.4.40","ReplicatedMergeTree",1,1,1,1,1,1
"20.5.4.40","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.5.4.40","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.5.4.40","SummingMergeTree",1,1,1,1,0,0
"20.5.4.40","Distributed",0,0,0,0,0,0
"20.5.4.40","TinyLog",1,0,0,0,0,0
"20.5.4.40","GraphiteMergeTree",1,1,1,1,0,0
"20.5.4.40","CollapsingMergeTree",1,1,1,1,0,0
"20.5.4.40","Merge",0,0,0,0,0,0
"20.5.4.40","AggregatingMergeTree",1,1,1,1,0,0
"20.5.4.40","ODBC",0,0,0,0,0,0
"20.5.4.40","Null",0,0,0,0,0,0
"20.5.4.40","StripeLog",1,0,0,0,0,0
"20.5.4.40","Log",1,0,0,0,0,0
