"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.3.7.62","PostgreSQL",0,0,0,0,0,0,0
"21.3.7.62","RabbitMQ",1,0,0,0,0,0,0
"21.3.7.62","Kafka",1,0,0,0,0,0,0
"21.3.7.62","MySQL",0,0,0,0,0,0,0
"21.3.7.62","HDFS",0,0,0,0,0,0,0
"21.3.7.62","S3",0,0,0,0,0,0,0
"21.3.7.62","MaterializedView",0,0,0,0,0,0,0
"21.3.7.62","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.3.7.62","View",0,0,0,0,0,0,0
"21.3.7.62","JDBC",0,0,0,0,0,0,0
"21.3.7.62","Join",1,0,0,0,0,0,0
"21.3.7.62","Set",1,0,0,0,0,0,0
"21.3.7.62","Dictionary",0,0,0,0,0,0,0
"21.3.7.62","GenerateRandom",0,0,0,0,0,0,0
"21.3.7.62","LiveView",0,0,0,0,0,0,0
"21.3.7.62","MergeTree",1,1,1,1,0,0,1
"21.3.7.62","Memory",1,0,0,0,0,0,1
"21.3.7.62","Buffer",0,0,0,0,0,0,1
"21.3.7.62","MongoDB",0,0,0,0,0,0,0
"21.3.7.62","URL",1,0,0,0,0,0,0
"21.3.7.62","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.7.62","ReplacingMergeTree",1,1,1,1,0,0,1
"21.3.7.62","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.3.7.62","COSN",0,0,0,0,0,0,0
"21.3.7.62","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.3.7.62","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.7.62","File",1,0,0,0,0,0,0
"21.3.7.62","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.3.7.62","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.3.7.62","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.3.7.62","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.3.7.62","SummingMergeTree",1,1,1,1,0,0,1
"21.3.7.62","Distributed",1,0,0,0,0,0,1
"21.3.7.62","TinyLog",1,0,0,0,0,0,0
"21.3.7.62","GraphiteMergeTree",1,1,1,1,0,0,1
"21.3.7.62","CollapsingMergeTree",1,1,1,1,0,0,1
"21.3.7.62","Merge",0,0,0,0,0,0,0
"21.3.7.62","AggregatingMergeTree",1,1,1,1,0,0,1
"21.3.7.62","ODBC",0,0,0,0,0,0,0
"21.3.7.62","Null",0,0,0,0,0,0,1
"21.3.7.62","StripeLog",1,0,0,0,0,0,0
"21.3.7.62","Log",1,0,0,0,0,0,0
