"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"25.9.3.48","One",1,0,0,0,1,"",0,0,1,0,0,0
"25.9.3.48","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"25.9.3.48","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"25.9.3.48","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.9.3.48","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"25.9.3.48","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"25.9.3.48","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","Form",1,0,0,0,1,"",0,1,0,0,0,0
"25.9.3.48","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"25.9.3.48","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"25.9.3.48","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"25.9.3.48","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"25.9.3.48","PrettyNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","PrettyNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","PrettyMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","AvroConfluent",1,0,0,0,1,"",0,1,0,0,0,1
"25.9.3.48","RawBLOB",1,1,0,0,1,"text/plain; charset=UTF-8",0,0,1,0,0,0
"25.9.3.48","Parquet",1,1,1,0,0,"application/octet-stream",1,1,0,0,0,1
"25.9.3.48","JSONCompactEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1,"",0,1,0,0,0,1
"25.9.3.48","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1,"",0,1,0,0,0,1
"25.9.3.48","CustomSeparatedWithNamesAndTypes",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"25.9.3.48","PrettySpace",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","Arrow",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"25.9.3.48","JSONAsString",1,0,1,0,1,"",0,0,1,0,0,0
"25.9.3.48","CustomSeparatedWithNames",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"25.9.3.48","CustomSeparated",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,0
"25.9.3.48","BSONEachRow",1,1,1,1,0,"application/octet-stream",0,1,0,0,0,0
"25.9.3.48","Template",1,1,0,0,1,"text/plain; charset=UTF-8",0,1,0,0,1,0
"25.9.3.48","XML",0,1,0,1,1,"application/xml; charset=UTF-8",0,0,0,0,0,0
"25.9.3.48","ProtobufList",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.9.3.48","ProtobufSingle",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.9.3.48","JSONColumnsWithMetadata",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"25.9.3.48","TSVRawWithNamesAndTypes",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"25.9.3.48","Npy",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"25.9.3.48","TemplateIgnoreSpaces",1,0,0,0,1,"",0,1,0,0,0,0
"25.9.3.48","JSONCompactColumns",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,0
"25.9.3.48","JSONColumns",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,1
