"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"26.4.5.143","One",1,0,0,0,1,"",0,0,1,0,0,0
"26.4.5.143","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"26.4.5.143","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"26.4.5.143","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.4.5.143","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.4.5.143","MD",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.4.5.143","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","Form",1,0,0,0,1,"",0,1,0,0,0,0
"26.4.5.143","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.4.5.143","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.4.5.143","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"26.4.5.143","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"26.4.5.143","PrettyNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","PrettyNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","PrettyMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.5.143","AvroConfluent",1,0,0,0,1,"",0,1,0,0,0,1
