"ch_version","name"
"21.1.10.3.altinitystable","mysql"
"21.1.10.3.altinitystable","view"
"21.1.10.3.altinitystable","odbc"
"21.1.10.3.altinitystable","hdfs"
"21.1.10.3.altinitystable","cosn"
"21.1.10.3.altinitystable","generateRandom"
"21.1.10.3.altinitystable","input"
"21.1.10.3.altinitystable","values"
"21.1.10.3.altinitystable","s3"
"21.1.10.3.altinitystable","url"
"21.1.10.3.altinitystable","remoteSecure"
"21.1.10.3.altinitystable","zeros"
"21.1.10.3.altinitystable","zeros_mt"
"21.1.10.3.altinitystable","numbers_mt"
"21.1.10.3.altinitystable","clusterAllReplicas"
"21.1.10.3.altinitystable","jdbc"
"21.1.10.3.altinitystable","cluster"
"21.1.10.3.altinitystable","numbers"
"21.1.10.3.altinitystable","file"
"21.1.10.3.altinitystable","merge"
"21.1.10.3.altinitystable","remote"
"21.1.10.3.altinitystable","null"
