"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"24.8.14.10501.altinitystable","HDFS",1,0,0,1,0,0,0,0
"24.8.14.10501.altinitystable","OSS",1,0,0,1,0,0,0,0
"24.8.14.10501.altinitystable","AzureBlobStorage",1,0,0,1,0,0,0,0
"24.8.14.10501.altinitystable","KeeperMap",0,0,0,1,0,0,0,1
"24.8.14.10501.altinitystable","SQLite",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","ExternalDistributed",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","S3",1,0,0,1,0,0,0,0
"24.8.14.10501.altinitystable","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"24.8.14.10501.altinitystable","PostgreSQL",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","NATS",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","RabbitMQ",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","MongoDB",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","FileLog",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Dictionary",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","MySQL",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","S3Queue",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","FuzzJSON",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Kafka",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Loop",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","WindowView",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Distributed",1,0,0,0,0,0,0,1
"24.8.14.10501.altinitystable","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10501.altinitystable","ExecutablePool",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","COSN",1,0,0,1,0,0,0,0
"24.8.14.10501.altinitystable","Iceberg",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","MaterializedView",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","File",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","FuzzQuery",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","View",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","JDBC",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Join",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Executable",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Set",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Redis",0,0,0,1,0,0,0,1
"24.8.14.10501.altinitystable","GenerateRandom",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","LiveView",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","MergeTree",1,1,1,1,1,0,0,1
"24.8.14.10501.altinitystable","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10501.altinitystable","Memory",1,0,0,0,0,0,0,1
"24.8.14.10501.altinitystable","Buffer",0,0,0,0,0,0,0,1
"24.8.14.10501.altinitystable","URL",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10501.altinitystable","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10501.altinitystable","Hive",1,0,0,1,0,0,0,0
"24.8.14.10501.altinitystable","ReplacingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10501.altinitystable","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10501.altinitystable","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10501.altinitystable","DeltaLake",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","TimeSeries",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"24.8.14.10501.altinitystable","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10501.altinitystable","TinyLog",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10501.altinitystable","SummingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10501.altinitystable","Hudi",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","GraphiteMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10501.altinitystable","CollapsingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10501.altinitystable","Merge",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","AzureQueue",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","AggregatingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10501.altinitystable","ODBC",0,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Null",0,0,0,0,0,0,0,1
"24.8.14.10501.altinitystable","StripeLog",1,0,0,0,0,0,0,0
"24.8.14.10501.altinitystable","Log",1,0,0,0,0,0,0,0
