"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"24.8.14.10501.altinitystable","DWARF",1,0,1,0
"24.8.14.10501.altinitystable","ParquetMetadata",1,0,1,0
"24.8.14.10501.altinitystable","SQLInsert",0,1,0,0
"24.8.14.10501.altinitystable","Prometheus",0,1,0,0
"24.8.14.10501.altinitystable","JSONCompactStrings",0,1,0,1
"24.8.14.10501.altinitystable","JSONStringsEachRowWithProgress",0,1,0,0
"24.8.14.10501.altinitystable","TSV",1,1,1,1
"24.8.14.10501.altinitystable","PrettyCompactMonoBlock",0,1,0,0
"24.8.14.10501.altinitystable","JSONEachRowWithProgress",0,1,0,0
"24.8.14.10501.altinitystable","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"24.8.14.10501.altinitystable","MsgPack",1,1,0,1
"24.8.14.10501.altinitystable","ODBCDriver2",0,1,0,0
"24.8.14.10501.altinitystable","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"24.8.14.10501.altinitystable","PrettySpaceMonoBlock",0,1,0,0
"24.8.14.10501.altinitystable","RawBLOB",1,1,0,0
"24.8.14.10501.altinitystable","Markdown",0,1,0,1
"24.8.14.10501.altinitystable","PrettySpaceNoEscapes",0,1,0,1
"24.8.14.10501.altinitystable","PrettyCompactNoEscapes",0,1,0,1
"24.8.14.10501.altinitystable","JSONStringsEachRow",1,1,1,1
"24.8.14.10501.altinitystable","PrettyCompact",0,1,0,1
"24.8.14.10501.altinitystable","PrettyNoEscapesMonoBlock",0,1,0,0
"24.8.14.10501.altinitystable","PrettyNoEscapes",0,1,0,1
"24.8.14.10501.altinitystable","Pretty",0,1,0,1
"24.8.14.10501.altinitystable","AvroConfluent",1,0,0,0
"24.8.14.10501.altinitystable","Vertical",0,1,0,1
"24.8.14.10501.altinitystable","Avro",1,1,0,0
"24.8.14.10501.altinitystable","LineAsString",1,1,1,1
"24.8.14.10501.altinitystable","RowBinaryWithNames",1,1,0,1
"24.8.14.10501.altinitystable","Parquet",1,1,1,0
