"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.5.2.47","One",1,0,0,0,1
"25.5.2.47","ParquetMetadata",1,0,1,0,1
"25.5.2.47","MySQLDump",1,0,0,0,1
"25.5.2.47","CapnProto",1,1,0,0,0
"25.5.2.47","PostgreSQLWire",0,1,0,0,0
"25.5.2.47","TSV",1,1,1,1,1
"25.5.2.47","PrettyCompactMonoBlock",0,1,0,0,1
"25.5.2.47","JSONEachRowWithProgress",0,1,0,0,1
"25.5.2.47","JSONCompactStrings",0,1,0,1,1
"25.5.2.47","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.5.2.47","Vertical",0,1,0,1,1
"25.5.2.47","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.5.2.47","Null",0,1,0,0,1
"25.5.2.47","PrettySpaceNoEscapes",0,1,0,0,1
"25.5.2.47","Markdown",0,1,0,1,1
"25.5.2.47","Form",1,0,0,0,1
"25.5.2.47","ODBCDriver2",0,1,0,0,0
"25.5.2.47","PrettySpaceMonoBlock",0,1,0,0,1
"25.5.2.47","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.5.2.47","PrettyCompactNoEscapes",0,1,0,0,1
"25.5.2.47","JSONStringsEachRow",1,1,1,1,1
"25.5.2.47","PrettyCompact",0,1,0,0,1
"25.5.2.47","DWARF",1,0,1,0,1
"25.5.2.47","Values",1,1,0,1,1
"25.5.2.47","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.5.2.47","PrettyNoEscapes",0,1,0,0,1
"25.5.2.47","PrettyMonoBlock",0,1,0,0,1
"25.5.2.47","AvroConfluent",1,0,0,0,1
"25.5.2.47","RawBLOB",1,1,0,0,1
"25.5.2.47","Parquet",1,1,1,0,0
"25.5.2.47","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.5.2.47","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.5.2.47","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.5.2.47","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.5.2.47","PrettySpace",0,1,0,0,1
"25.5.2.47","Arrow",1,1,0,0,0
"25.5.2.47","JSONAsString",1,0,1,0,1
"25.5.2.47","CustomSeparatedWithNames",1,1,0,1,1
"25.5.2.47","CustomSeparated",1,1,0,1,1
"25.5.2.47","BSONEachRow",1,1,1,1,0
"25.5.2.47","Template",1,1,0,0,1
"25.5.2.47","XML",0,1,0,1,1
"25.5.2.47","ProtobufList",1,1,0,0,0
"25.5.2.47","ProtobufSingle",1,1,0,0,0
"25.5.2.47","JSONColumnsWithMetadata",1,1,0,0,1
"25.5.2.47","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.5.2.47","Npy",1,1,0,0,0
"25.5.2.47","TemplateIgnoreSpaces",1,0,0,0,1
"25.5.2.47","JSONCompactColumns",1,1,0,0,1
"25.5.2.47","JSONColumns",1,1,0,0,1
"25.5.2.47","ArrowStream",1,1,0,0,0
