"ch_version","name","is_aggregate","case_insensitive","alias_to"
"21.1.10.3.altinity+stable","aes_encrypt_mysql",0,0,""
"21.1.10.3.altinity+stable","decrypt",0,0,""
"21.1.10.3.altinity+stable","wordShingleMinHashArg",0,0,""
"21.1.10.3.altinity+stable","ngramMinHashArgUTF8",0,0,""
"21.1.10.3.altinity+stable","ngramMinHashArgCaseInsensitive",0,0,""
"21.1.10.3.altinity+stable","wordShingleMinHashCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","wordShingleMinHashUTF8",0,0,""
"21.1.10.3.altinity+stable","wordShingleMinHashCaseInsensitive",0,0,""
"21.1.10.3.altinity+stable","wordShingleMinHash",0,0,""
"21.1.10.3.altinity+stable","ngramMinHashCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","wordShingleSimHashCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","wordShingleSimHashUTF8",0,0,""
"21.1.10.3.altinity+stable","wordShingleSimHash",0,0,""
"21.1.10.3.altinity+stable","ngramSimHashCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","ngramSimHashCaseInsensitive",0,0,""
"21.1.10.3.altinity+stable","ngramSimHash",0,0,""
"21.1.10.3.altinity+stable","tupleHammingDistance",0,0,""
"21.1.10.3.altinity+stable","bitHammingDistance",0,0,""
"21.1.10.3.altinity+stable","fromUnixTimestamp64Nano",0,0,""
"21.1.10.3.altinity+stable","toUnixTimestamp64Nano",0,0,""
"21.1.10.3.altinity+stable","toUnixTimestamp64Micro",0,0,""
"21.1.10.3.altinity+stable","yandexConsistentHash",0,0,""
"21.1.10.3.altinity+stable","demangle",0,0,""
"21.1.10.3.altinity+stable","addressToLine",0,0,""
"21.1.10.3.altinity+stable","JSONExtractRaw",0,0,""
"21.1.10.3.altinity+stable","JSONExtractKeysAndValues",0,0,""
"21.1.10.3.altinity+stable","JSONExtractString",0,0,""
"21.1.10.3.altinity+stable","JSONExtractFloat",0,0,""
"21.1.10.3.altinity+stable","JSONExtractInt",0,0,""
"21.1.10.3.altinity+stable","JSONKey",0,0,""
"21.1.10.3.altinity+stable","isZeroOrNull",0,0,""
"21.1.10.3.altinity+stable","assumeNotNull",0,0,""
"21.1.10.3.altinity+stable","fromUnixTimestamp64Micro",0,0,""
"21.1.10.3.altinity+stable","isNotNull",0,0,""
"21.1.10.3.altinity+stable","stringToH3",0,0,""
"21.1.10.3.altinity+stable","h3IndexesAreNeighbors",0,0,""
"21.1.10.3.altinity+stable","h3ToParent",0,0,""
"21.1.10.3.altinity+stable","h3GetBaseCell",0,0,""
"21.1.10.3.altinity+stable","wordShingleMinHashArgCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","h3GetResolution",0,0,""
"21.1.10.3.altinity+stable","h3EdgeLengthM",0,0,""
"21.1.10.3.altinity+stable","geoToH3",0,0,""
"21.1.10.3.altinity+stable","geohashesInBox",0,0,""
"21.1.10.3.altinity+stable","pointInPolygon",0,0,""
"21.1.10.3.altinity+stable","greatCircleDistance",0,0,""
"21.1.10.3.altinity+stable","atanh",0,0,""
"21.1.10.3.altinity+stable","geohashEncode",0,0,""
"21.1.10.3.altinity+stable","atan2",0,1,""
"21.1.10.3.altinity+stable","acos",0,1,""
"21.1.10.3.altinity+stable","h3kRing",0,0,""
"21.1.10.3.altinity+stable","asin",0,1,""
"21.1.10.3.altinity+stable","sin",0,1,""
"21.1.10.3.altinity+stable","lgamma",0,0,""
"21.1.10.3.altinity+stable","log2",0,1,""
"21.1.10.3.altinity+stable","log",0,1,""
"21.1.10.3.altinity+stable","visitParamExtractFloat",0,0,""
"21.1.10.3.altinity+stable","visitParamExtractInt",0,0,""
"21.1.10.3.altinity+stable","visitParamHas",0,0,""
"21.1.10.3.altinity+stable","sigmoid",0,0,""
"21.1.10.3.altinity+stable","cutQueryStringAndFragment",0,0,""
"21.1.10.3.altinity+stable","cutToFirstSignificantSubdomainCustom",0,0,""
"21.1.10.3.altinity+stable","cutToFirstSignificantSubdomainWithWWW",0,0,""
"21.1.10.3.altinity+stable","URLHierarchy",0,0,""
"21.1.10.3.altinity+stable","extractURLParameterNames",0,0,""
"21.1.10.3.altinity+stable","JSONExtractArrayRaw",0,0,""
"21.1.10.3.altinity+stable","extractURLParameters",0,0,""
"21.1.10.3.altinity+stable","path",0,0,""
"21.1.10.3.altinity+stable","pathFull",0,0,""
"21.1.10.3.altinity+stable","port",0,0,""
"21.1.10.3.altinity+stable","firstSignificantSubdomainCustom",0,0,""
"21.1.10.3.altinity+stable","domain",0,0,""
"21.1.10.3.altinity+stable","ngramSearchCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","ngramDistanceCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","ngramDistance",0,0,""
"21.1.10.3.altinity+stable","extractAllGroupsHorizontal",0,0,""
"21.1.10.3.altinity+stable","extractAllGroupsVertical",0,0,""
"21.1.10.3.altinity+stable","multiFuzzyMatchAllIndices",0,0,""
"21.1.10.3.altinity+stable","multiFuzzyMatchAnyIndex",0,0,""
"21.1.10.3.altinity+stable","toUnixTimestamp64Milli",0,0,""
"21.1.10.3.altinity+stable","JSONExtractKeysAndValuesRaw",0,0,""
"21.1.10.3.altinity+stable","multiMatchAnyIndex",0,0,""
"21.1.10.3.altinity+stable","replaceRegexpAll",0,0,""
"21.1.10.3.altinity+stable","replaceOne",0,0,""
"21.1.10.3.altinity+stable","extract",0,0,""
"21.1.10.3.altinity+stable","notILike",0,0,""
"21.1.10.3.altinity+stable","geohashDecode",0,0,""
"21.1.10.3.altinity+stable","notLike",0,0,""
"21.1.10.3.altinity+stable","ilike",0,0,""
"21.1.10.3.altinity+stable","countSubstringsCaseInsensitive",0,0,""
"21.1.10.3.altinity+stable","hasToken",0,0,""
"21.1.10.3.altinity+stable","multiSearchAllPositions",0,0,""
"21.1.10.3.altinity+stable","multiSearchFirstPosition",0,0,""
"21.1.10.3.altinity+stable","multiSearchFirstIndexCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","atan",0,1,""
"21.1.10.3.altinity+stable","multiSearchFirstIndexCaseInsensitive",0,0,""
"21.1.10.3.altinity+stable","JSONHas",0,0,""
"21.1.10.3.altinity+stable","multiSearchAnyUTF8",0,0,""
"21.1.10.3.altinity+stable","cutURLParameter",0,0,""
"21.1.10.3.altinity+stable","multiSearchFirstPositionCaseInsensitive",0,0,""
"21.1.10.3.altinity+stable","positionCaseInsensitiveUTF8",0,0,""
"21.1.10.3.altinity+stable","positionCaseInsensitive",0,0,""
"21.1.10.3.altinity+stable","positionUTF8",0,0,""
