"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.3.12.8","One",1,0,0,0,1
"25.3.12.8","ParquetMetadata",1,0,1,0,1
"25.3.12.8","MySQLDump",1,0,0,0,1
"25.3.12.8","CapnProto",1,1,0,0,0
"25.3.12.8","PostgreSQLWire",0,1,0,0,0
"25.3.12.8","TSV",1,1,1,1,1
"25.3.12.8","PrettyCompactMonoBlock",0,1,0,0,1
"25.3.12.8","JSONEachRowWithProgress",0,1,0,0,1
"25.3.12.8","JSONCompactStrings",0,1,0,1,1
"25.3.12.8","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.3.12.8","Vertical",0,1,0,1,1
"25.3.12.8","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.3.12.8","Null",0,1,0,0,1
"25.3.12.8","PrettySpaceNoEscapes",0,1,0,0,1
"25.3.12.8","Markdown",0,1,0,1,1
"25.3.12.8","Form",1,0,0,0,1
"25.3.12.8","ODBCDriver2",0,1,0,0,0
"25.3.12.8","PrettySpaceMonoBlock",0,1,0,0,1
"25.3.12.8","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.3.12.8","PrettyCompactNoEscapes",0,1,0,0,1
"25.3.12.8","JSONStringsEachRow",1,1,1,1,1
"25.3.12.8","PrettyCompact",0,1,0,0,1
"25.3.12.8","DWARF",1,0,1,0,1
"25.3.12.8","Values",1,1,0,1,1
"25.3.12.8","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.3.12.8","PrettyNoEscapes",0,1,0,0,1
"25.3.12.8","PrettyMonoBlock",0,1,0,0,1
"25.3.12.8","AvroConfluent",1,0,0,0,1
"25.3.12.8","RawBLOB",1,1,0,0,1
"25.3.12.8","Parquet",1,1,1,0,0
"25.3.12.8","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.3.12.8","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.3.12.8","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.3.12.8","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.3.12.8","PrettySpace",0,1,0,0,1
"25.3.12.8","Arrow",1,1,0,0,0
"25.3.12.8","JSONAsString",1,0,1,0,1
"25.3.12.8","CustomSeparatedWithNames",1,1,0,1,1
"25.3.12.8","CustomSeparated",1,1,0,1,1
"25.3.12.8","BSONEachRow",1,1,1,1,0
"25.3.12.8","Template",1,1,0,0,1
"25.3.12.8","XML",0,1,0,1,1
"25.3.12.8","ProtobufList",1,1,0,0,0
"25.3.12.8","ProtobufSingle",1,1,0,0,0
