"ch_version","name","is_input","is_output"
"19.1.6","ODBCDriver2",0,1
"19.1.6","XML",0,1
"19.1.6","JSONCompact",0,1
"19.1.6","JSON",0,1
"19.1.6","Vertical",0,1
"19.1.6","PrettySpaceNoEscapes",0,1
"19.1.6","PrettyCompactMonoBlock",0,1
"19.1.6","PrettyNoEscapes",0,1
"19.1.6","PrettySpace",0,1
"19.1.6","PrettyCompact",0,1
"19.1.6","Pretty",0,1
"19.1.6","TSVWithNames",1,1
"19.1.6","TabSeparatedWithNames",1,1
"19.1.6","TSVRaw",0,1
"19.1.6","CapnProto",1,0
"19.1.6","TabSeparated",1,1
"19.1.6","Native",1,1
"19.1.6","Null",0,1
"19.1.6","CSV",1,1
"19.1.6","ODBCDriver",0,1
"19.1.6","RowBinary",1,1
"19.1.6","TabSeparatedWithNamesAndTypes",1,1
"19.1.6","PrettyCompactNoEscapes",0,1
"19.1.6","TSVWithNamesAndTypes",1,1
"19.1.6","TSKV",1,1
"19.1.6","TSV",1,1
"19.1.6","TabSeparatedRaw",0,1
"19.1.6","Values",1,1
"19.1.6","CSVWithNames",1,1
"19.1.6","JSONEachRow",1,1
