"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"22.6.3.35","SQLite",0,0,0,0,0,0,0,0
"22.6.3.35","ExternalDistributed",0,0,0,0,0,0,0,0
"22.6.3.35","PostgreSQL",0,0,0,0,0,0,0,0
"22.6.3.35","RabbitMQ",1,0,0,0,0,0,0,0
"22.6.3.35","Dictionary",0,0,0,0,0,0,0,0
"22.6.3.35","FileLog",1,0,0,0,0,0,0,0
"22.6.3.35","MySQL",1,0,0,0,0,0,0,0
"22.6.3.35","HDFS",0,0,0,1,0,0,0,0
"22.6.3.35","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"22.6.3.35","S3",1,0,0,1,0,0,0,0
"22.6.3.35","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"22.6.3.35","MeiliSearch",0,0,0,0,0,0,0,0
"22.6.3.35","Kafka",1,0,0,0,0,0,0,0
"22.6.3.35","WindowView",0,0,0,0,0,0,0,0
"22.6.3.35","Distributed",1,0,0,0,0,0,0,1
"22.6.3.35","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"22.6.3.35","ExecutablePool",1,0,0,0,0,0,0,0
"22.6.3.35","MaterializedView",0,0,0,0,0,0,0,0
"22.6.3.35","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"22.6.3.35","EmbeddedRocksDB",0,0,0,1,0,0,0,1
"22.6.3.35","View",0,0,0,0,0,0,0,0
"22.6.3.35","JDBC",0,0,0,0,0,0,0,0
"22.6.3.35","Join",1,0,0,0,0,0,0,0
"22.6.3.35","Executable",1,0,0,0,0,0,0,0
"22.6.3.35","Set",1,0,0,0,0,0,0,0
"22.6.3.35","GenerateRandom",0,0,0,0,0,0,0,0
"22.6.3.35","LiveView",0,0,0,0,0,0,0,0
"22.6.3.35","MergeTree",1,1,1,1,1,0,0,1
"22.6.3.35","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"22.6.3.35","Memory",1,0,0,0,0,0,0,1
"22.6.3.35","Buffer",0,0,0,0,0,0,0,1
"22.6.3.35","MongoDB",0,0,0,0,0,0,0,0
"22.6.3.35","URL",1,0,0,0,0,0,0,0
"22.6.3.35","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"22.6.3.35","Hive",1,0,0,1,0,0,0,0
"22.6.3.35","ReplacingMergeTree",1,1,1,1,1,0,0,1
"22.6.3.35","COSN",1,0,0,1,0,0,0,0
"22.6.3.35","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"22.6.3.35","File",1,0,0,0,0,0,0,0
"22.6.3.35","TinyLog",1,0,0,0,0,0,0,0
"22.6.3.35","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"22.6.3.35","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"22.6.3.35","SummingMergeTree",1,1,1,1,1,0,0,1
"22.6.3.35","GraphiteMergeTree",1,1,1,1,1,0,0,1
"22.6.3.35","CollapsingMergeTree",1,1,1,1,1,0,0,1
"22.6.3.35","Merge",0,0,0,0,0,0,0,0
"22.6.3.35","AggregatingMergeTree",1,1,1,1,1,0,0,1
"22.6.3.35","ODBC",0,0,0,0,0,0,0,0
"22.6.3.35","Null",0,0,0,0,0,0,0,1
"22.6.3.35","StripeLog",1,0,0,0,0,0,0,0
"22.6.3.35","Log",1,0,0,0,0,0,0,0
