"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"25.9.4.58","GCS",1,0,0,1,0,0,0,0
"25.9.4.58","OSS",1,0,0,1,0,0,0,0
"25.9.4.58","AzureBlobStorage",1,0,0,1,0,0,0,0
"25.9.4.58","KeeperMap",0,0,0,1,0,0,0,1
"25.9.4.58","S3",1,0,0,1,0,0,0,0
"25.9.4.58","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"25.9.4.58","PostgreSQL",0,0,0,0,0,0,0,0
"25.9.4.58","NATS",1,0,0,0,0,0,0,0
"25.9.4.58","COSN",1,0,0,1,0,0,0,0
"25.9.4.58","Redis",0,0,0,1,0,0,0,1
"25.9.4.58","YTsaurus",1,0,0,0,0,0,0,0
"25.9.4.58","MongoDB",0,0,0,0,0,0,0,0
"25.9.4.58","MySQL",1,0,0,0,0,0,0,0
"25.9.4.58","DeltaLakeAzure",1,0,0,0,0,0,0,0
"25.9.4.58","DeltaLakeS3",1,0,0,0,0,0,0,0
"25.9.4.58","S3Queue",1,0,0,0,0,0,0,0
"25.9.4.58","Hudi",0,0,0,0,0,0,0,0
"25.9.4.58","Distributed",1,0,0,0,0,0,0,1
"25.9.4.58","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"25.9.4.58","ExecutablePool",1,0,0,0,0,0,0,0
"25.9.4.58","IcebergLocal",1,0,0,1,0,0,0,0
"25.9.4.58","View",0,0,0,0,0,0,0,0
"25.9.4.58","FuzzQuery",0,0,0,0,0,0,0,0
"25.9.4.58","Loop",0,0,0,0,0,0,0,0
"25.9.4.58","MaterializedView",0,0,0,0,0,0,0,0
"25.9.4.58","Join",1,0,0,0,0,0,0,0
"25.9.4.58","Executable",1,0,0,0,0,0,0,0
"25.9.4.58","Kafka",1,0,0,0,0,0,0,0
"25.9.4.58","Set",1,0,0,0,0,0,0,0
"25.9.4.58","Dictionary",0,0,0,0,0,0,0,0
"25.9.4.58","IcebergS3",1,0,0,1,0,0,0,0
"25.9.4.58","Iceberg",1,0,0,1,0,0,0,0
"25.9.4.58","GenerateRandom",0,0,0,0,0,0,0,0
"25.9.4.58","LiveView",0,0,0,0,0,0,0,0
"25.9.4.58","Memory",1,0,0,0,0,0,0,1
"25.9.4.58","Merge",0,0,0,0,0,0,0,0
"25.9.4.58","ODBC",0,0,0,0,0,0,0,0
"25.9.4.58","Hive",1,0,0,1,0,0,0,0
"25.9.4.58","ArrowFlight",0,0,0,0,0,0,0,0
"25.9.4.58","URL",1,0,0,0,0,0,0,0
"25.9.4.58","File",1,0,0,0,0,0,0,0
"25.9.4.58","Log",1,0,0,0,0,0,0,0
"25.9.4.58","ReplicatedCoalescingMergeTree",1,1,1,1,1,1,1,1
"25.9.4.58","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.9.4.58","SQLite",0,0,0,0,0,0,0,0
"25.9.4.58","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"25.9.4.58","ReplacingMergeTree",1,1,1,1,1,0,0,1
"25.9.4.58","TimeSeries",1,0,0,0,0,0,0,0
"25.9.4.58","HDFS",1,0,0,1,0,0,0,0
"25.9.4.58","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"25.9.4.58","DeltaLakeLocal",1,0,0,0,0,0,0,0
"25.9.4.58","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.9.4.58","IcebergHDFS",1,0,0,1,0,0,0,0
"25.9.4.58","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"25.9.4.58","IcebergAzure",1,0,0,1,0,0,0,0
"25.9.4.58","DeltaLake",1,0,0,0,0,0,0,0
"25.9.4.58","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"25.9.4.58","JDBC",0,0,0,0,0,0,0,0
"25.9.4.58","SummingMergeTree",1,1,1,1,1,0,0,1
"25.9.4.58","TinyLog",1,0,0,0,0,0,0,0
"25.9.4.58","FuzzJSON",0,0,0,0,0,0,0,0
"25.9.4.58","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"25.9.4.58","WindowView",0,0,0,0,0,0,0,0
"25.9.4.58","Null",0,0,0,0,0,0,0,1
"25.9.4.58","CoalescingMergeTree",1,1,1,1,1,0,0,1
"25.9.4.58","MergeTree",1,1,1,1,1,0,0,1
"25.9.4.58","GraphiteMergeTree",1,1,1,1,1,0,0,1
"25.9.4.58","CollapsingMergeTree",1,1,1,1,1,0,0,1
"25.9.4.58","FileLog",1,0,0,0,0,0,0,0
"25.9.4.58","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"25.9.4.58","RabbitMQ",1,0,0,0,0,0,0,0
"25.9.4.58","Buffer",0,0,0,0,0,0,0,1
"25.9.4.58","AzureQueue",1,0,0,0,0,0,0,0
"25.9.4.58","AggregatingMergeTree",1,1,1,1,1,0,0,1
"25.9.4.58","StripeLog",1,0,0,0,0,0,0,0
