"20.4.8.99","Kafka",1,0,0,0,0,0
"20.4.8.99","MySQL",0,0,0,0,0,0
"20.4.8.99","HDFS",0,0,0,0,0,0
"20.4.8.99","S3",0,0,0,0,0,0
"20.4.8.99","MaterializedView",0,0,0,0,0,0
"20.4.8.99","View",0,0,0,0,0,0
"20.4.8.99","JDBC",0,0,0,0,0,0
"20.4.8.99","Join",1,0,0,0,0,0
"20.4.8.99","Set",0,0,0,0,0,0
"20.4.8.99","Dictionary",0,0,0,0,0,0
"20.4.8.99","GenerateRandom",0,0,0,0,0,0
"20.4.8.99","LiveView",0,0,0,0,0,0
"20.4.8.99","MergeTree",1,1,1,1,0,0
"20.4.8.99","Memory",0,0,0,0,0,0
"20.4.8.99","Buffer",0,0,0,0,0,0
"20.4.8.99","URL",0,0,0,0,0,0
"20.4.8.99","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.4.8.99","ReplacingMergeTree",1,1,1,1,0,0
"20.4.8.99","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.4.8.99","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.4.8.99","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.4.8.99","File",0,0,0,0,0,0
"20.4.8.99","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.4.8.99","ReplicatedMergeTree",1,1,1,1,1,1
"20.4.8.99","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.4.8.99","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.4.8.99","SummingMergeTree",1,1,1,1,0,0
"20.4.8.99","Distributed",0,0,0,0,0,0
"20.4.8.99","TinyLog",1,0,0,0,0,0
"20.4.8.99","GraphiteMergeTree",1,1,1,1,0,0
"20.4.8.99","CollapsingMergeTree",1,1,1,1,0,0
"20.4.8.99","Merge",0,0,0,0,0,0
"20.4.8.99","AggregatingMergeTree",1,1,1,1,0,0
"20.4.8.99","ODBC",0,0,0,0,0,0
"20.4.8.99","Null",0,0,0,0,0,0
"20.4.8.99","StripeLog",1,0,0,0,0,0
"20.4.8.99","Log",1,0,0,0,0,0
