"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.4.10.45","One",1,0,0,0,1
"25.4.10.45","ParquetMetadata",1,0,1,0,1
"25.4.10.45","MySQLDump",1,0,0,0,1
"25.4.10.45","CapnProto",1,1,0,0,0
"25.4.10.45","PostgreSQLWire",0,1,0,0,0
"25.4.10.45","TSV",1,1,1,1,1
"25.4.10.45","PrettyCompactMonoBlock",0,1,0,0,1
"25.4.10.45","JSONEachRowWithProgress",0,1,0,0,1
"25.4.10.45","JSONCompactStrings",0,1,0,1,1
"25.4.10.45","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.4.10.45","Vertical",0,1,0,1,1
"25.4.10.45","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.4.10.45","Null",0,1,0,0,1
"25.4.10.45","PrettySpaceNoEscapes",0,1,0,0,1
"25.4.10.45","Markdown",0,1,0,1,1
"25.4.10.45","Form",1,0,0,0,1
"25.4.10.45","ODBCDriver2",0,1,0,0,0
"25.4.10.45","PrettySpaceMonoBlock",0,1,0,0,1
"25.4.10.45","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.4.10.45","PrettyCompactNoEscapes",0,1,0,0,1
"25.4.10.45","JSONStringsEachRow",1,1,1,1,1
"25.4.10.45","PrettyCompact",0,1,0,0,1
"25.4.10.45","DWARF",1,0,1,0,1
"25.4.10.45","Values",1,1,0,1,1
"25.4.10.45","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.4.10.45","PrettyNoEscapes",0,1,0,0,1
"25.4.10.45","PrettyMonoBlock",0,1,0,0,1
"25.4.10.45","AvroConfluent",1,0,0,0,1
"25.4.10.45","RawBLOB",1,1,0,0,1
"25.4.10.45","Parquet",1,1,1,0,0
"25.4.10.45","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.4.10.45","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.4.10.45","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.4.10.45","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.4.10.45","PrettySpace",0,1,0,0,1
"25.4.10.45","Arrow",1,1,0,0,0
"25.4.10.45","JSONAsString",1,0,1,0,1
"25.4.10.45","CustomSeparatedWithNames",1,1,0,1,1
"25.4.10.45","CustomSeparated",1,1,0,1,1
"25.4.10.45","BSONEachRow",1,1,1,1,0
"25.4.10.45","Template",1,1,0,0,1
"25.4.10.45","XML",0,1,0,1,1
"25.4.10.45","ProtobufList",1,1,0,0,0
"25.4.10.45","ProtobufSingle",1,1,0,0,0
"25.4.10.45","JSONColumnsWithMetadata",1,1,0,0,1
"25.4.10.45","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.4.10.45","Npy",1,1,0,0,0
"25.4.10.45","TemplateIgnoreSpaces",1,0,0,0,1
"25.4.10.45","JSONCompactColumns",1,1,0,0,1
"25.4.10.45","JSONColumns",1,1,0,0,1
"25.4.10.45","ArrowStream",1,1,0,0,0
"25.4.10.45","JSONObjectEachRow",1,1,0,1,1
"25.4.10.45","NDJSON",1,1,1,1,1
"25.4.10.45","PrettyNDJSON",0,1,0,1,1
"25.4.10.45","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.4.10.45","PrettyJSONLines",0,1,0,1,1
"25.4.10.45","CSVWithNamesAndTypes",1,1,1,1,1
"25.4.10.45","ORC",1,1,1,0,0
"25.4.10.45","Protobuf",1,1,0,0,0
"25.4.10.45","PrettyJSONEachRow",0,1,0,1,1
"25.4.10.45","JSONStrings",0,1,0,1,1
"25.4.10.45","JSON",1,1,0,1,1
"25.4.10.45","RawWithNames",1,1,1,1,1
"25.4.10.45","MsgPack",1,1,0,1,0
"25.4.10.45","LineAsStringWithNames",0,1,0,1,1
"25.4.10.45","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.4.10.45","LineAsString",1,1,1,1,1
"25.4.10.45","RowBinaryWithNames",1,1,0,1,0
"25.4.10.45","RowBinary",1,1,0,1,0
"25.4.10.45","SQLInsert",0,1,0,0,1
"25.4.10.45","Native",1,1,0,0,0
"25.4.10.45","Prometheus",0,1,0,0,1
"25.4.10.45","TSVRaw",1,1,1,1,1
"25.4.10.45","JSONLines",1,1,1,1,1
"25.4.10.45","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.4.10.45","JSONAsObject",1,0,1,0,1
"25.4.10.45","HiveText",1,0,1,0,1
"25.4.10.45","RowBinaryWithDefaults",1,0,0,0,1
"25.4.10.45","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.4.10.45","RawWithNamesAndTypes",1,1,1,1,1
"25.4.10.45","JSONCompactStringsEachRow",1,1,1,1,1
"25.4.10.45","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.4.10.45","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.4.10.45","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.4.10.45","JSONCompactEachRow",1,1,1,1,1
"25.4.10.45","TSKV",1,1,1,1,1
"25.4.10.45","Avro",1,1,0,0,0
"25.4.10.45","JSONEachRow",1,1,1,1,1
"25.4.10.45","Pretty",0,1,0,0,1
"25.4.10.45","TSVRawWithNames",1,1,1,1,1
"25.4.10.45","TabSeparatedRaw",1,1,1,1,1
"25.4.10.45","Regexp",1,0,1,0,1
"25.4.10.45","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.4.10.45","MySQLWire",0,1,0,0,0
"25.4.10.45","CSVWithNames",1,1,1,1,1
"25.4.10.45","Raw",1,1,1,1,1
"25.4.10.45","TabSeparatedRawWithNames",1,1,1,1,1
"25.4.10.45","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.4.10.45","JSONCompact",1,1,0,1,1
"25.4.10.45","CSV",1,1,1,1,1
"25.4.10.45","JSONCompactEachRowWithNames",1,1,1,1,1
"25.4.10.45","TSVWithNamesAndTypes",1,1,1,1,1
"25.4.10.45","TabSeparatedWithNames",1,1,1,1,1
"25.4.10.45","TabSeparated",1,1,1,1,1
"25.4.10.45","TSVWithNames",1,1,1,1,1
