"20.3.14.130","ODBCDriver2",0,1
"20.3.14.130","JSONCompact",0,1
"20.3.14.130","PrettyNoEscapes",0,1
"20.3.14.130","Pretty",0,1
"20.3.14.130","CustomSeparated",1,1
"20.3.14.130","TemplateIgnoreSpaces",1,0
"20.3.14.130","MySQLWire",0,1
"20.3.14.130","Template",1,1
"20.3.14.130","TabSeparatedWithNames",1,1
"20.3.14.130","JSONCompactEachRowWithNamesAndTypes",1,1
"20.3.14.130","Parquet",1,1
"20.3.14.130","RowBinary",1,1
"20.3.14.130","Protobuf",1,1
"20.3.14.130","CustomSeparatedIgnoreSpaces",1,0
"20.3.14.130","CSVWithNames",1,1
"20.3.14.130","PrettySpace",0,1
"20.3.14.130","TSV",1,1
"20.3.14.130","CSV",1,1
"20.3.14.130","ODBCDriver",0,1
"20.3.14.130","JSONCompactEachRow",1,1
"20.3.14.130","Values",1,1
"20.3.14.130","PrettyCompact",0,1
"20.3.14.130","ORC",1,0
"20.3.14.130","TSVRaw",0,1
"20.3.14.130","PrettyCompactNoEscapes",0,1
"20.3.14.130","JSONEachRowWithProgress",0,1
"20.3.14.130","AvroConfluent",1,0
"20.3.14.130","TabSeparated",1,1
"20.3.14.130","TabSeparatedWithNamesAndTypes",1,1
"20.3.14.130","Null",0,1
"20.3.14.130","TabSeparatedRaw",0,1
"20.3.14.130","TSVWithNames",1,1
"20.3.14.130","Avro",1,1
"20.3.14.130","RowBinaryWithNamesAndTypes",1,1
"20.3.14.130","XML",0,1
"20.3.14.130","JSON",0,1
"20.3.14.130","TSVWithNamesAndTypes",1,1
"20.3.14.130","Vertical",0,1
"20.3.14.130","PrettySpaceNoEscapes",0,1
"20.3.14.130","CapnProto",1,0
"20.3.14.130","JSONEachRow",1,1
"20.3.14.130","Native",1,1
"20.3.14.130","TSKV",1,1
