"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.3.14.130","Kafka",1,0,0,0,0,0
"20.3.14.130","MySQL",0,0,0,0,0,0
"20.3.14.130","HDFS",0,0,0,0,0,0
"20.3.14.130","S3",0,0,0,0,0,0
"20.3.14.130","MaterializedView",0,0,0,0,0,0
"20.3.14.130","View",0,0,0,0,0,0
"20.3.14.130","JDBC",0,0,0,0,0,0
"20.3.14.130","Join",1,0,0,0,0,0
"20.3.14.130","Set",0,0,0,0,0,0
"20.3.14.130","Dictionary",0,0,0,0,0,0
"20.3.14.130","GenerateRandom",0,0,0,0,0,0
"20.3.14.130","LiveView",0,0,0,0,0,0
"20.3.14.130","MergeTree",1,1,1,1,0,0
"20.3.14.130","Memory",0,0,0,0,0,0
"20.3.14.130","Buffer",0,0,0,0,0,0
"20.3.14.130","URL",0,0,0,0,0,0
"20.3.14.130","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.3.14.130","ReplacingMergeTree",1,1,1,1,0,0
"20.3.14.130","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.3.14.130","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.3.14.130","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.3.14.130","File",0,0,0,0,0,0
"20.3.14.130","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.3.14.130","ReplicatedMergeTree",1,1,1,1,1,1
"20.3.14.130","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.3.14.130","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.3.14.130","SummingMergeTree",1,1,1,1,0,0
"20.3.14.130","Distributed",0,0,0,0,0,0
"20.3.14.130","TinyLog",1,0,0,0,0,0
"20.3.14.130","GraphiteMergeTree",1,1,1,1,0,0
"20.3.14.130","CollapsingMergeTree",1,1,1,1,0,0
"20.3.14.130","Merge",0,0,0,0,0,0
"20.3.14.130","AggregatingMergeTree",1,1,1,1,0,0
"20.3.14.130","ODBC",0,0,0,0,0,0
"20.3.14.130","Null",0,0,0,0,0,0
"20.3.14.130","StripeLog",1,0,0,0,0,0
"20.3.14.130","Log",1,0,0,0,0,0
