"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"25.12.2.54","One",1,0,0,0,1,"",0,0,1,0,0,0
"25.12.2.54","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"25.12.2.54","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"25.12.2.54","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.12.2.54","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"25.12.2.54","MD",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"25.12.2.54","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","Form",1,0,0,0,1,"",0,1,0,0,0,0
"25.12.2.54","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"25.12.2.54","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"25.12.2.54","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"25.12.2.54","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"25.12.2.54","PrettyNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","PrettyNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","PrettyMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","AvroConfluent",1,0,0,0,1,"",0,1,0,0,0,1
"25.12.2.54","RawBLOB",1,1,0,0,1,"text/plain; charset=UTF-8",0,0,1,0,0,0
"25.12.2.54","Parquet",1,1,1,0,0,"application/octet-stream",1,1,0,0,0,1
"25.12.2.54","JSONCompactEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1,"",0,1,0,0,0,1
"25.12.2.54","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1,"",0,1,0,0,0,1
"25.12.2.54","CustomSeparatedWithNamesAndTypes",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"25.12.2.54","PrettySpace",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","Arrow",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"25.12.2.54","JSONAsString",1,0,1,0,1,"",0,0,1,0,0,0
"25.12.2.54","CustomSeparatedWithNames",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"25.12.2.54","CustomSeparated",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,0
"25.12.2.54","BSONEachRow",1,1,1,1,0,"application/octet-stream",0,1,0,0,0,0
"25.12.2.54","Template",1,1,0,0,1,"text/plain; charset=UTF-8",0,1,0,0,1,0
"25.12.2.54","XML",0,1,0,1,1,"application/xml; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","ProtobufList",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.12.2.54","ProtobufSingle",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.12.2.54","JSONColumnsWithMetadata",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"25.12.2.54","TSVRawWithNamesAndTypes",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"25.12.2.54","Npy",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"25.12.2.54","TemplateIgnoreSpaces",1,0,0,0,1,"",0,1,0,0,0,0
"25.12.2.54","JSONCompactColumns",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,0
"25.12.2.54","JSONColumns",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"25.12.2.54","ArrowStream",1,1,0,0,0,"application/octet-stream",0,1,0,1,0,0
"25.12.2.54","JSONObjectEachRow",1,1,0,1,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"25.12.2.54","NDJSON",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"25.12.2.54","PrettyNDJSON",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","LineAsStringWithNamesAndTypes",0,1,0,1,1,"text/tab-separated-values; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","PrettyJSONLines",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","CSVWithNamesAndTypes",1,1,1,1,1,"text/csv; charset=UTF-8; header=present",0,1,0,0,0,1
"25.12.2.54","ORC",1,1,1,0,0,"application/octet-stream",1,1,0,1,0,1
"25.12.2.54","Protobuf",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"25.12.2.54","PrettyJSONEachRow",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
"25.12.2.54","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,1
"25.12.2.54","JSONL",1,0,0,0,1,"",0,0,0,0,0,0
"25.12.2.54","JSONStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
