"ch_version","name","description","allow_readonly"
"26.1.11.9","ytsaurus","Allows get data from YTsaurus.",0
"26.1.11.9","hudiCluster","The table function can be used to read the Hudi table stored on object store in parallel for many nodes in a specified cluster.",0
"26.1.11.9","deltaLakeCluster","The table function can be used to read the DeltaLake table stored on object store in parallel for many nodes in a specified cluster.",0
"26.1.11.9","paimonHDFSCluster","The table function can be used to read the Paimon table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"26.1.11.9","paimonAzureCluster","The table function can be used to read the Paimon table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.1.11.9","paimonS3Cluster","The table function can be used to read the Paimon table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.1.11.9","icebergAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.1.11.9","icebergS3Cluster","The table function can be used to read the Iceberg table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.1.11.9","deltaLakeS3Cluster","The table function can be used to read the DeltaLake table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.1.11.9","deltaLakeLocal","The table function can be used to read the DeltaLake table stored locally.",0
"26.1.11.9","deltaLakeAzure","The table function can be used to read the DeltaLake table stored on Azure object store.",0
"26.1.11.9","paimonHDFS","The table function can be used to read the Paimon table stored on HDFS virtual filesystem.",0
"26.1.11.9","paimon","The table function can be used to read the Paimon table stored on S3 object store. Alias to paimonS3",0
"26.1.11.9","icebergLocal","The table function can be used to read the Iceberg table stored locally.",0
"26.1.11.9","icebergHDFS","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem.",0
"26.1.11.9","icebergCluster","The table function can be used to read the Iceberg table stored on store from disk in parallel for many nodes in a specified cluster.",0
"26.1.11.9","icebergLocalCluster","The table function can be used to read the Iceberg table stored on shared storage in parallel for many nodes in a specified cluster.",0
"26.1.11.9","icebergAzure","The table function can be used to read the Iceberg table stored on Azure object store.",0
"26.1.11.9","deltaLakeAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.1.11.9","icebergS3","The table function can be used to read the Iceberg table stored on S3 object store.",0
"26.1.11.9","iceberg","The table function can be used to read the Iceberg table stored on S3 object store. Alias to icebergS3",0
"26.1.11.9","hdfsCluster","The table function can be used to read the data stored on HDFS in parallel for many nodes in a specified cluster.",0
"26.1.11.9","paimonLocal","The table function can be used to read the Paimon table stored locally.",0
"26.1.11.9","azureBlobStorageCluster","The table function can be used to read the data stored on Azure Blob Storage in parallel for many nodes in a specified cluster.",0
"26.1.11.9","icebergHDFSCluster","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"26.1.11.9","s3Cluster","The table function can be used to read the data stored on S3 in parallel for many nodes in a specified cluster.",0
"26.1.11.9","oss","The table function can be used to read the data stored on OSS.",0
"26.1.11.9","gcs","The table function can be used to read the data stored on GCS.",0
"26.1.11.9","hudi","The table function can be used to read the Hudi table stored on object store.",0
"26.1.11.9","cosn","The table function can be used to read the data stored on COSN.",0
