"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.3.20.2.altinitystable","PostgreSQL",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","RabbitMQ",1,0,0,0,0,0,0
"21.3.20.2.altinitystable","Kafka",1,0,0,0,0,0,0
"21.3.20.2.altinitystable","MySQL",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","HDFS",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","S3",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","MaterializedView",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.3.20.2.altinitystable","View",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","JDBC",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","Join",1,0,0,0,0,0,0
"21.3.20.2.altinitystable","Set",1,0,0,0,0,0,0
"21.3.20.2.altinitystable","Dictionary",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","GenerateRandom",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","LiveView",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","MergeTree",1,1,1,1,0,0,1
"21.3.20.2.altinitystable","Memory",1,0,0,0,0,0,1
"21.3.20.2.altinitystable","Buffer",0,0,0,0,0,0,1
"21.3.20.2.altinitystable","MongoDB",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","URL",1,0,0,0,0,0,0
"21.3.20.2.altinitystable","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.20.2.altinitystable","ReplacingMergeTree",1,1,1,1,0,0,1
"21.3.20.2.altinitystable","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.3.20.2.altinitystable","COSN",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.3.20.2.altinitystable","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.20.2.altinitystable","File",1,0,0,0,0,0,0
"21.3.20.2.altinitystable","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.3.20.2.altinitystable","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.3.20.2.altinitystable","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.3.20.2.altinitystable","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.3.20.2.altinitystable","SummingMergeTree",1,1,1,1,0,0,1
"21.3.20.2.altinitystable","Distributed",1,0,0,0,0,0,1
"21.3.20.2.altinitystable","TinyLog",1,0,0,0,0,0,0
"21.3.20.2.altinitystable","GraphiteMergeTree",1,1,1,1,0,0,1
"21.3.20.2.altinitystable","CollapsingMergeTree",1,1,1,1,0,0,1
"21.3.20.2.altinitystable","Merge",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","AggregatingMergeTree",1,1,1,1,0,0,1
"21.3.20.2.altinitystable","ODBC",0,0,0,0,0,0,0
"21.3.20.2.altinitystable","Null",0,0,0,0,0,0,1
"21.3.20.2.altinitystable","StripeLog",1,0,0,0,0,0,0
"21.3.20.2.altinitystable","Log",1,0,0,0,0,0,0
