"ch_version","name","is_aggregate","case_insensitive","alias_to"
"21.3.20.2.altinitystable","aes_encrypt_mysql",0,0,""
"21.3.20.2.altinitystable","decrypt",0,0,""
"21.3.20.2.altinitystable","wordShingleMinHashArg",0,0,""
"21.3.20.2.altinitystable","ngramMinHashArgUTF8",0,0,""
"21.3.20.2.altinitystable","ngramMinHashArgCaseInsensitive",0,0,""
"21.3.20.2.altinitystable","wordShingleMinHashCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","wordShingleMinHashCaseInsensitive",0,0,""
"21.3.20.2.altinitystable","wordShingleMinHash",0,0,""
"21.3.20.2.altinitystable","ngramMinHashCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","wordShingleSimHashCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","wordShingleSimHashUTF8",0,0,""
"21.3.20.2.altinitystable","wordShingleSimHash",0,0,""
"21.3.20.2.altinitystable","ngramSimHashCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","ngramSimHashCaseInsensitive",0,0,""
"21.3.20.2.altinitystable","ngramSimHash",0,0,""
"21.3.20.2.altinitystable","tupleHammingDistance",0,0,""
"21.3.20.2.altinitystable","fromUnixTimestamp64Nano",0,0,""
"21.3.20.2.altinitystable","toUnixTimestamp64Nano",0,0,""
"21.3.20.2.altinitystable","toUnixTimestamp64Micro",0,0,""
"21.3.20.2.altinitystable","yandexConsistentHash",0,0,""
"21.3.20.2.altinitystable","demangle",0,0,""
"21.3.20.2.altinitystable","addressToLine",0,0,""
"21.3.20.2.altinitystable","JSONExtractRaw",0,0,""
"21.3.20.2.altinitystable","JSONExtractKeysAndValues",0,0,""
"21.3.20.2.altinitystable","JSONExtractString",0,0,""
"21.3.20.2.altinitystable","JSONExtractFloat",0,0,""
"21.3.20.2.altinitystable","JSONExtractInt",0,0,""
"21.3.20.2.altinitystable","JSONKey",0,0,""
"21.3.20.2.altinitystable","isZeroOrNull",0,0,""
"21.3.20.2.altinitystable","assumeNotNull",0,0,""
"21.3.20.2.altinitystable","fromUnixTimestamp64Micro",0,0,""
"21.3.20.2.altinitystable","isNotNull",0,0,""
"21.3.20.2.altinitystable","stringToH3",0,0,""
"21.3.20.2.altinitystable","h3IndexesAreNeighbors",0,0,""
"21.3.20.2.altinitystable","h3ToParent",0,0,""
"21.3.20.2.altinitystable","h3GetBaseCell",0,0,""
"21.3.20.2.altinitystable","wordShingleMinHashArgCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","h3GetResolution",0,0,""
"21.3.20.2.altinitystable","h3EdgeLengthM",0,0,""
"21.3.20.2.altinitystable","geoToH3",0,0,""
"21.3.20.2.altinitystable","geohashesInBox",0,0,""
"21.3.20.2.altinitystable","pointInPolygon",0,0,""
"21.3.20.2.altinitystable","greatCircleDistance",0,0,""
"21.3.20.2.altinitystable","sign",0,1,""
"21.3.20.2.altinitystable","atanh",0,0,""
"21.3.20.2.altinitystable","geohashEncode",0,0,""
"21.3.20.2.altinitystable","atan2",0,1,""
"21.3.20.2.altinitystable","acos",0,1,""
"21.3.20.2.altinitystable","h3kRing",0,0,""
"21.3.20.2.altinitystable","asin",0,1,""
"21.3.20.2.altinitystable","sin",0,1,""
"21.3.20.2.altinitystable","lgamma",0,0,""
"21.3.20.2.altinitystable","log2",0,1,""
"21.3.20.2.altinitystable","visitParamExtractFloat",0,0,""
"21.3.20.2.altinitystable","visitParamExtractInt",0,0,""
"21.3.20.2.altinitystable","visitParamHas",0,0,""
"21.3.20.2.altinitystable","sigmoid",0,0,""
"21.3.20.2.altinitystable","cutQueryStringAndFragment",0,0,""
"21.3.20.2.altinitystable","cutToFirstSignificantSubdomainCustom",0,0,""
"21.3.20.2.altinitystable","cutToFirstSignificantSubdomainWithWWW",0,0,""
"21.3.20.2.altinitystable","URLHierarchy",0,0,""
"21.3.20.2.altinitystable","extractURLParameterNames",0,0,""
"21.3.20.2.altinitystable","JSONExtractArrayRaw",0,0,""
"21.3.20.2.altinitystable","extractURLParameters",0,0,""
"21.3.20.2.altinitystable","path",0,0,""
"21.3.20.2.altinitystable","pathFull",0,0,""
"21.3.20.2.altinitystable","port",0,0,""
"21.3.20.2.altinitystable","firstSignificantSubdomainCustom",0,0,""
"21.3.20.2.altinitystable","domain",0,0,""
"21.3.20.2.altinitystable","ngramSearchCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","ngramDistanceCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","ngramDistance",0,0,""
"21.3.20.2.altinitystable","extractAllGroupsHorizontal",0,0,""
"21.3.20.2.altinitystable","extractAllGroupsVertical",0,0,""
"21.3.20.2.altinitystable","multiFuzzyMatchAllIndices",0,0,""
"21.3.20.2.altinitystable","multiFuzzyMatchAnyIndex",0,0,""
"21.3.20.2.altinitystable","toUnixTimestamp64Milli",0,0,""
"21.3.20.2.altinitystable","JSONExtractKeysAndValuesRaw",0,0,""
"21.3.20.2.altinitystable","multiMatchAnyIndex",0,0,""
"21.3.20.2.altinitystable","replaceRegexpAll",0,0,""
"21.3.20.2.altinitystable","replaceOne",0,0,""
"21.3.20.2.altinitystable","extract",0,0,""
"21.3.20.2.altinitystable","notILike",0,0,""
"21.3.20.2.altinitystable","geohashDecode",0,0,""
"21.3.20.2.altinitystable","notLike",0,0,""
"21.3.20.2.altinitystable","countSubstringsCaseInsensitive",0,0,""
"21.3.20.2.altinitystable","hasToken",0,0,""
"21.3.20.2.altinitystable","multiSearchFirstPosition",0,0,""
"21.3.20.2.altinitystable","multiSearchFirstIndexCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","atan",0,1,""
"21.3.20.2.altinitystable","multiSearchFirstIndexCaseInsensitive",0,0,""
"21.3.20.2.altinitystable","JSONHas",0,0,""
"21.3.20.2.altinitystable","multiSearchAnyUTF8",0,0,""
"21.3.20.2.altinitystable","cutURLParameter",0,0,""
"21.3.20.2.altinitystable","multiSearchFirstPositionCaseInsensitive",0,0,""
"21.3.20.2.altinitystable","positionCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","positionCaseInsensitive",0,0,""
"21.3.20.2.altinitystable","positionUTF8",0,0,""
"21.3.20.2.altinitystable","tryBase64Decode",0,0,""
"21.3.20.2.altinitystable","multiSearchAllPositions",0,0,""
"21.3.20.2.altinitystable","FROM_BASE64",0,1,""
"21.3.20.2.altinitystable","replaceRegexpOne",0,0,""
"21.3.20.2.altinitystable","base64Decode",0,0,""
"21.3.20.2.altinitystable","ilike",0,0,""
"21.3.20.2.altinitystable","TO_BASE64",0,1,""
"21.3.20.2.altinitystable","base64Encode",0,0,""
"21.3.20.2.altinitystable","decodeXMLComponent",0,0,""
"21.3.20.2.altinitystable","countMatchesCaseInsensitive",0,0,""
"21.3.20.2.altinitystable","normalizeQuery",0,0,""
"21.3.20.2.altinitystable","erf",0,0,""
"21.3.20.2.altinitystable","trimBoth",0,0,""
"21.3.20.2.altinitystable","trimRight",0,0,""
"21.3.20.2.altinitystable","ngramMinHashArgCaseInsensitiveUTF8",0,0,""
"21.3.20.2.altinitystable","endsWith",0,0,""
"21.3.20.2.altinitystable","startsWith",0,0,""
"21.3.20.2.altinitystable","logTrace",0,0,""
"21.3.20.2.altinitystable","substring",0,1,""
"21.3.20.2.altinitystable","formatRow",0,0,""
"21.3.20.2.altinitystable","format",0,0,""
"21.3.20.2.altinitystable","reverseUTF8",0,0,""
"21.3.20.2.altinitystable","CRC64",0,1,""
"21.3.20.2.altinitystable","pow",0,1,""
