"ch_version","name"
"21.3.20.2.altinitystable","mysql"
"21.3.20.2.altinitystable","view"
"21.3.20.2.altinitystable","postgresql"
"21.3.20.2.altinitystable","odbc"
"21.3.20.2.altinitystable","hdfs"
"21.3.20.2.altinitystable","cosn"
"21.3.20.2.altinitystable","generateRandom"
"21.3.20.2.altinitystable","input"
"21.3.20.2.altinitystable","values"
"21.3.20.2.altinitystable","s3"
"21.3.20.2.altinitystable","url"
"21.3.20.2.altinitystable","remoteSecure"
"21.3.20.2.altinitystable","zeros"
"21.3.20.2.altinitystable","zeros_mt"
"21.3.20.2.altinitystable","numbers_mt"
"21.3.20.2.altinitystable","clusterAllReplicas"
"21.3.20.2.altinitystable","jdbc"
"21.3.20.2.altinitystable","cluster"
"21.3.20.2.altinitystable","numbers"
"21.3.20.2.altinitystable","file"
"21.3.20.2.altinitystable","merge"
"21.3.20.2.altinitystable","remote"
"21.3.20.2.altinitystable","null"
