"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"24.6.3.64","DWARF",1,0,1,0
"24.6.3.64","ParquetMetadata",1,0,1,0
"24.6.3.64","SQLInsert",0,1,0,0
"24.6.3.64","Prometheus",0,1,0,0
"24.6.3.64","JSONCompactStrings",0,1,0,1
"24.6.3.64","JSONStringsEachRowWithProgress",0,1,0,0
"24.6.3.64","TSV",1,1,1,1
"24.6.3.64","PrettyCompactMonoBlock",0,1,0,0
"24.6.3.64","JSONEachRowWithProgress",0,1,0,0
"24.6.3.64","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"24.6.3.64","MsgPack",1,1,0,1
"24.6.3.64","ODBCDriver2",0,1,0,0
"24.6.3.64","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"24.6.3.64","PrettySpaceMonoBlock",0,1,0,0
"24.6.3.64","RawBLOB",1,1,0,0
"24.6.3.64","Markdown",0,1,0,1
"24.6.3.64","PrettySpaceNoEscapes",0,1,0,1
"24.6.3.64","PrettyCompactNoEscapes",0,1,0,1
"24.6.3.64","JSONStringsEachRow",1,1,1,1
"24.6.3.64","PrettyCompact",0,1,0,1
"24.6.3.64","PrettyNoEscapesMonoBlock",0,1,0,0
"24.6.3.64","PrettyNoEscapes",0,1,0,1
"24.6.3.64","Pretty",0,1,0,1
"24.6.3.64","AvroConfluent",1,0,0,0
"24.6.3.64","Vertical",0,1,0,1
"24.6.3.64","Avro",1,1,0,0
"24.6.3.64","LineAsString",1,1,1,1
"24.6.3.64","RowBinaryWithNames",1,1,0,1
"24.6.3.64","Parquet",1,1,1,0
"24.6.3.64","JSONCompactEachRow",1,1,1,1
"24.6.3.64","Form",1,0,0,0
"24.6.3.64","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"24.6.3.64","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"24.6.3.64","CustomSeparatedWithNamesAndTypes",1,1,0,1
"24.6.3.64","PrettySpace",0,1,0,1
"24.6.3.64","JSONAsString",1,0,1,0
"24.6.3.64","CustomSeparatedWithNames",1,1,0,1
"24.6.3.64","CustomSeparated",1,1,0,1
"24.6.3.64","PrettyMonoBlock",0,1,0,0
"24.6.3.64","TSVRaw",1,1,1,1
"24.6.3.64","XML",0,1,0,1
"24.6.3.64","NDJSON",1,1,1,1
"24.6.3.64","ProtobufList",1,1,0,0
"24.6.3.64","Protobuf",1,1,0,0
"24.6.3.64","ProtobufSingle",1,1,0,0
"24.6.3.64","JSONColumnsWithMetadata",1,1,0,0
"24.6.3.64","TSVRawWithNamesAndTypes",1,1,1,1
"24.6.3.64","Npy",1,1,0,0
"24.6.3.64","TemplateIgnoreSpaces",1,0,0,0
"24.6.3.64","JSONCompactColumns",1,1,0,0
"24.6.3.64","JSONColumns",1,1,0,0
"24.6.3.64","ArrowStream",1,1,0,0
"24.6.3.64","JSONObjectEachRow",1,1,0,1
"24.6.3.64","PrettyNDJSON",0,1,0,1
"24.6.3.64","LineAsStringWithNamesAndTypes",0,1,0,1
"24.6.3.64","PrettyJSONLines",0,1,0,1
"24.6.3.64","CSVWithNamesAndTypes",1,1,1,1
"24.6.3.64","ORC",1,1,0,0
"24.6.3.64","PrettyJSONEachRow",0,1,0,1
"24.6.3.64","JSONLines",1,1,1,1
"24.6.3.64","JSONStrings",0,1,0,1
"24.6.3.64","LineAsStringWithNames",0,1,0,1
"24.6.3.64","JSON",1,1,0,1
"24.6.3.64","Arrow",1,1,0,0
"24.6.3.64","RowBinary",1,1,0,1
"24.6.3.64","HiveText",1,0,1,0
"24.6.3.64","RowBinaryWithDefaults",1,0,0,0
"24.6.3.64","Native",1,1,0,0
"24.6.3.64","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"24.6.3.64","RawWithNamesAndTypes",1,1,1,1
"24.6.3.64","JSONCompactStringsEachRow",1,1,1,1
"24.6.3.64","TabSeparatedWithNamesAndTypes",1,1,1,1
"24.6.3.64","JSONCompactStringsEachRowWithNames",1,1,1,1
"24.6.3.64","JSONCompactEachRowWithNamesAndTypes",1,1,1,1
"24.6.3.64","CustomSeparatedIgnoreSpaces",1,0,0,0
"24.6.3.64","JSONAsObject",1,0,1,0
