"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.11.5.18","RabbitMQ",1,0,0,0,0,0
"20.11.5.18","Kafka",1,0,0,0,0,0
"20.11.5.18","MySQL",0,0,0,0,0,0
"20.11.5.18","HDFS",0,0,0,0,0,0
"20.11.5.18","S3",0,0,0,0,0,0
"20.11.5.18","MaterializedView",0,0,0,0,0,0
"20.11.5.18","View",0,0,0,0,0,0
"20.11.5.18","JDBC",0,0,0,0,0,0
"20.11.5.18","Join",1,0,0,0,0,0
"20.11.5.18","Set",1,0,0,0,0,0
"20.11.5.18","Dictionary",0,0,0,0,0,0
"20.11.5.18","GenerateRandom",0,0,0,0,0,0
"20.11.5.18","LiveView",0,0,0,0,0,0
"20.11.5.18","MergeTree",1,1,1,1,0,0
"20.11.5.18","Memory",0,0,0,0,0,0
"20.11.5.18","Buffer",0,0,0,0,0,0
"20.11.5.18","MongoDB",0,0,0,0,0,0
"20.11.5.18","URL",0,0,0,0,0,0
"20.11.5.18","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.11.5.18","ReplacingMergeTree",1,1,1,1,0,0
"20.11.5.18","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.11.5.18","COSN",0,0,0,0,0,0
"20.11.5.18","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.11.5.18","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.11.5.18","File",0,0,0,0,0,0
"20.11.5.18","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.11.5.18","ReplicatedMergeTree",1,1,1,1,1,1
"20.11.5.18","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.11.5.18","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.11.5.18","SummingMergeTree",1,1,1,1,0,0
"20.11.5.18","Distributed",0,0,0,0,0,0
"20.11.5.18","TinyLog",1,0,0,0,0,0
"20.11.5.18","GraphiteMergeTree",1,1,1,1,0,0
"20.11.5.18","CollapsingMergeTree",1,1,1,1,0,0
"20.11.5.18","Merge",0,0,0,0,0,0
"20.11.5.18","AggregatingMergeTree",1,1,1,1,0,0
"20.11.5.18","ODBC",0,0,0,0,0,0
"20.11.5.18","Null",0,0,0,0,0,0
"20.11.5.18","StripeLog",1,0,0,0,0,0
"20.11.5.18","Log",1,0,0,0,0,0
