"ch_version","name","is_input","is_output"
"22.3.15.34.altinitystable","HiveText",1,0
"22.3.15.34.altinitystable","JSONAsObject",1,0
"22.3.15.34.altinitystable","CapnProto",1,1
"22.3.15.34.altinitystable","PostgreSQLWire",0,1
"22.3.15.34.altinitystable","MySQLWire",0,1
"22.3.15.34.altinitystable","JSONStringsEachRowWithProgress",0,1
"22.3.15.34.altinitystable","JSONEachRowWithProgress",0,1
"22.3.15.34.altinitystable","JSONCompact",0,1
"22.3.15.34.altinitystable","Null",0,1
"22.3.15.34.altinitystable","JSONStrings",0,1
"22.3.15.34.altinitystable","JSON",0,1
"22.3.15.34.altinitystable","ODBCDriver2",0,1
"22.3.15.34.altinitystable","PrettySpaceNoEscapes",0,1
"22.3.15.34.altinitystable","PrettySpace",0,1
"22.3.15.34.altinitystable","PrettyCompactNoEscapes",0,1
"22.3.15.34.altinitystable","PrettyCompactMonoBlock",0,1
"22.3.15.34.altinitystable","JSONCompactStrings",0,1
"22.3.15.34.altinitystable","PrettyNoEscapes",0,1
"22.3.15.34.altinitystable","ArrowStream",1,1
"22.3.15.34.altinitystable","Avro",1,1
"22.3.15.34.altinitystable","AvroConfluent",1,0
"22.3.15.34.altinitystable","ORC",1,1
"22.3.15.34.altinitystable","TabSeparatedRaw",1,1
"22.3.15.34.altinitystable","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0
"22.3.15.34.altinitystable","JSONCompactEachRow",1,1
"22.3.15.34.altinitystable","CustomSeparated",1,1
"22.3.15.34.altinitystable","RawBLOB",1,1
"22.3.15.34.altinitystable","Template",1,1
"22.3.15.34.altinitystable","MsgPack",1,1
"22.3.15.34.altinitystable","TemplateIgnoreSpaces",1,0
"22.3.15.34.altinitystable","Markdown",0,1
"22.3.15.34.altinitystable","XML",0,1
"22.3.15.34.altinitystable","ProtobufSingle",1,1
"22.3.15.34.altinitystable","LineAsStringWithNamesAndTypes",0,1
"22.3.15.34.altinitystable","LineAsStringWithNames",0,1
"22.3.15.34.altinitystable","Native",1,1
"22.3.15.34.altinitystable","LineAsString",1,1
"22.3.15.34.altinitystable","RowBinaryWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","Protobuf",1,1
"22.3.15.34.altinitystable","RowBinary",1,1
"22.3.15.34.altinitystable","CustomSeparatedWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","PrettyCompact",0,1
"22.3.15.34.altinitystable","RowBinaryWithNames",1,1
"22.3.15.34.altinitystable","Arrow",1,1
"22.3.15.34.altinitystable","Parquet",1,1
"22.3.15.34.altinitystable","TabSeparatedWithNames",1,1
"22.3.15.34.altinitystable","JSONCompactStringsEachRowWithNames",1,1
"22.3.15.34.altinitystable","TabSeparatedRawWithNames",1,1
"22.3.15.34.altinitystable","JSONCompactStringsEachRow",1,1
"22.3.15.34.altinitystable","TabSeparated",1,1
"22.3.15.34.altinitystable","JSONStringEachRow",0,0
"22.3.15.34.altinitystable","TabSeparatedRawWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","TSKV",1,1
"22.3.15.34.altinitystable","Pretty",0,1
"22.3.15.34.altinitystable","JSONCompactEachRowWithNames",1,1
"22.3.15.34.altinitystable","TSVRawWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","JSONAsString",1,0
"22.3.15.34.altinitystable","CustomSeparatedWithNames",1,1
"22.3.15.34.altinitystable","TSVWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","CSVWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","CustomSeparatedIgnoreSpaces",1,0
"22.3.15.34.altinitystable","CSVWithNames",1,1
"22.3.15.34.altinitystable","Regexp",1,0
"22.3.15.34.altinitystable","TSV",1,1
"22.3.15.34.altinitystable","Vertical",0,1
"22.3.15.34.altinitystable","CSV",1,1
"22.3.15.34.altinitystable","TSVRaw",1,1
"22.3.15.34.altinitystable","Values",1,1
"22.3.15.34.altinitystable","JSONStringsEachRow",1,1
"22.3.15.34.altinitystable","CustomSeparatedIgnoreSpacesWithNames",1,0
"22.3.15.34.altinitystable","TabSeparatedWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","TSVRawWithNames",1,1
"22.3.15.34.altinitystable","JSONCompactEachRowWithNamesAndTypes",1,1
"22.3.15.34.altinitystable","TSVWithNames",1,1
"22.3.15.34.altinitystable","JSONEachRow",1,1
