"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"22.3.15.34.altinitystable","SQLite",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","ExternalDistributed",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","RabbitMQ",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","PostgreSQL",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","Dictionary",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","FileLog",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","MySQL",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","HDFS",0,0,0,1,0,0,0,0
"22.3.15.34.altinitystable","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"22.3.15.34.altinitystable","S3",1,0,0,1,0,0,0,0
"22.3.15.34.altinitystable","Kafka",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","WindowView",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","Distributed",1,0,0,0,0,0,0,1
"22.3.15.34.altinitystable","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"22.3.15.34.altinitystable","ExecutablePool",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","MaterializedView",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"22.3.15.34.altinitystable","EmbeddedRocksDB",0,0,0,1,0,0,0,1
"22.3.15.34.altinitystable","View",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","JDBC",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","Join",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","Executable",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","Set",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","GenerateRandom",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","LiveView",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","MergeTree",1,1,1,1,1,0,0,1
"22.3.15.34.altinitystable","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"22.3.15.34.altinitystable","Memory",1,0,0,0,0,0,0,1
"22.3.15.34.altinitystable","Buffer",0,0,0,0,0,0,0,1
"22.3.15.34.altinitystable","MongoDB",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","URL",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"22.3.15.34.altinitystable","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"22.3.15.34.altinitystable","Hive",1,0,0,1,0,0,0,0
"22.3.15.34.altinitystable","ReplacingMergeTree",1,1,1,1,1,0,0,1
"22.3.15.34.altinitystable","COSN",1,0,0,1,0,0,0,0
"22.3.15.34.altinitystable","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"22.3.15.34.altinitystable","File",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","TinyLog",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"22.3.15.34.altinitystable","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"22.3.15.34.altinitystable","SummingMergeTree",1,1,1,1,1,0,0,1
"22.3.15.34.altinitystable","GraphiteMergeTree",1,1,1,1,1,0,0,1
"22.3.15.34.altinitystable","CollapsingMergeTree",1,1,1,1,1,0,0,1
"22.3.15.34.altinitystable","Merge",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","AggregatingMergeTree",1,1,1,1,1,0,0,1
"22.3.15.34.altinitystable","ODBC",0,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","Null",0,0,0,0,0,0,0,1
"22.3.15.34.altinitystable","StripeLog",1,0,0,0,0,0,0,0
"22.3.15.34.altinitystable","Log",1,0,0,0,0,0,0,0
