"ch_version","name","description","allow_readonly"
"26.1.12.23","ytsaurus","Allows get data from YTsaurus.",0
"26.1.12.23","hudiCluster","The table function can be used to read the Hudi table stored on object store in parallel for many nodes in a specified cluster.",0
"26.1.12.23","deltaLakeCluster","The table function can be used to read the DeltaLake table stored on object store in parallel for many nodes in a specified cluster.",0
"26.1.12.23","paimonHDFSCluster","The table function can be used to read the Paimon table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"26.1.12.23","paimonAzureCluster","The table function can be used to read the Paimon table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.1.12.23","paimonS3Cluster","The table function can be used to read the Paimon table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.1.12.23","icebergAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.1.12.23","icebergS3Cluster","The table function can be used to read the Iceberg table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.1.12.23","deltaLakeS3Cluster","The table function can be used to read the DeltaLake table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.1.12.23","deltaLakeLocal","The table function can be used to read the DeltaLake table stored locally.",0
"26.1.12.23","deltaLakeAzure","The table function can be used to read the DeltaLake table stored on Azure object store.",0
"26.1.12.23","paimonHDFS","The table function can be used to read the Paimon table stored on HDFS virtual filesystem.",0
"26.1.12.23","paimon","The table function can be used to read the Paimon table stored on S3 object store. Alias to paimonS3",0
"26.1.12.23","icebergLocal","The table function can be used to read the Iceberg table stored locally.",0
"26.1.12.23","icebergHDFS","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem.",0
"26.1.12.23","icebergCluster","The table function can be used to read the Iceberg table stored on store from disk in parallel for many nodes in a specified cluster.",0
"26.1.12.23","icebergLocalCluster","The table function can be used to read the Iceberg table stored on shared storage in parallel for many nodes in a specified cluster.",0
"26.1.12.23","icebergAzure","The table function can be used to read the Iceberg table stored on Azure object store.",0
"26.1.12.23","deltaLakeAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.1.12.23","icebergS3","The table function can be used to read the Iceberg table stored on S3 object store.",0
"26.1.12.23","iceberg","The table function can be used to read the Iceberg table stored on S3 object store. Alias to icebergS3",0
"26.1.12.23","hdfsCluster","The table function can be used to read the data stored on HDFS in parallel for many nodes in a specified cluster.",0
"26.1.12.23","paimonLocal","The table function can be used to read the Paimon table stored locally.",0
"26.1.12.23","azureBlobStorageCluster","The table function can be used to read the data stored on Azure Blob Storage in parallel for many nodes in a specified cluster.",0
"26.1.12.23","icebergHDFSCluster","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"26.1.12.23","s3Cluster","The table function can be used to read the data stored on S3 in parallel for many nodes in a specified cluster.",0
"26.1.12.23","oss","The table function can be used to read the data stored on OSS.",0
"26.1.12.23","gcs","The table function can be used to read the data stored on GCS.",0
"26.1.12.23","hudi","The table function can be used to read the Hudi table stored on object store.",0
"26.1.12.23","cosn","The table function can be used to read the data stored on COSN.",0
"26.1.12.23","s3","The table function can be used to read the data stored on AWS S3.",0
"26.1.12.23","timeSeriesMetrics","Provides direct access to the 'metrics' target table for a specified TimeSeries table.",0
"26.1.12.23","fuzzQuery","Perturbs a query string with random variations.",1
"26.1.12.23","timeSeriesData","Provides direct access to the 'data' target table for a specified TimeSeries table.",0
"26.1.12.23","mergeTreeProjection","Reading directly from MergeTree projection",1
"26.1.12.23","format","
Extracts table structure from data and parses it according to specified input format.
Syntax: `format(format_name, data)`.
Parameters:
    - `format_name` - the format of the data.
    - `data ` - String literal or constant expression that returns a string containing data in specified format.
Returned value: A table with data parsed from `data` argument according specified format and extracted schema.
",0
"26.1.12.23","paimonAzure","The table function can be used to read the Paimon table stored on Azure object store.",0
"26.1.12.23","loop","The table function can be used to continuously output query results in an infinite loop.",0
"26.1.12.23","postgresql","",0
"26.1.12.23","clusterAllReplicas","",1
"26.1.12.23","viewIfPermitted","",1
"26.1.12.23","view","",1
"26.1.12.23","jdbc","",0
"26.1.12.23","timeSeriesTags","Provides direct access to the 'tags' target table for a specified TimeSeries table.",0
"26.1.12.23","hdfs","The table function can be used to read the data stored on HDFS virtual filesystem.",0
"26.1.12.23","hive","",0
"26.1.12.23","dictionary","",0
