"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"26.4.2.10","One",1,0,0,0,1,"",0,0,1,0,0,0
"26.4.2.10","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"26.4.2.10","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"26.4.2.10","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.4.2.10","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.4.2.10","MD",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.4.2.10","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","Form",1,0,0,0,1,"",0,1,0,0,0,0
"26.4.2.10","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.4.2.10","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.4.2.10","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
