"ch_version","name","case_insensitive","alias_to"
"19.1.16.79","LowCardinality",0,""
"19.1.16.79","IntervalYear",0,""
"19.1.16.79","IntervalQuarter",0,""
"19.1.16.79","IntervalDay",0,""
"19.1.16.79","IntervalWeek",0,""
"19.1.16.79","IntervalHour",0,""
"19.1.16.79","IntervalMinute",0,""
"19.1.16.79","Nested",0,""
"19.1.16.79","IntervalMonth",0,""
"19.1.16.79","Tuple",0,""
"19.1.16.79","AggregateFunction",0,""
"19.1.16.79","Nullable",0,""
"19.1.16.79","FixedString",0,""
"19.1.16.79","IntervalSecond",0,""
"19.1.16.79","UInt64",0,""
"19.1.16.79","Enum8",0,""
"19.1.16.79","Int32",0,""
"19.1.16.79","Int16",0,""
"19.1.16.79","Int8",0,""
"19.1.16.79","Date",1,""
"19.1.16.79","UInt32",0,""
"19.1.16.79","UInt8",0,""
"19.1.16.79","Enum16",0,""
"19.1.16.79","DateTime",1,""
"19.1.16.79","UInt16",0,""
"19.1.16.79","Nothing",0,""
"19.1.16.79","Array",0,""
"19.1.16.79","Int64",0,""
"19.1.16.79","Float32",0,""
"19.1.16.79","Float64",0,""
"19.1.16.79","Decimal32",1,""
"19.1.16.79","Decimal64",1,""
"19.1.16.79","Decimal128",1,""
"19.1.16.79","UUID",0,""
"19.1.16.79","String",0,""
"19.1.16.79","Decimal",1,""
"19.1.16.79","LONGBLOB",1,"String"
"19.1.16.79","MEDIUMBLOB",1,"String"
"19.1.16.79","TINYBLOB",1,"String"
"19.1.16.79","BIGINT",1,"Int64"
"19.1.16.79","SMALLINT",1,"Int16"
"19.1.16.79","TIMESTAMP",1,"DateTime"
"19.1.16.79","INTEGER",1,"Int32"
"19.1.16.79","INT",1,"Int32"
"19.1.16.79","DOUBLE",1,"Float64"
"19.1.16.79","MEDIUMTEXT",1,"String"
"19.1.16.79","TINYINT",1,"Int8"
"19.1.16.79","DEC",1,"Decimal"
"19.1.16.79","BINARY",1,"FixedString"
"19.1.16.79","FLOAT",1,"Float32"
"19.1.16.79","CHAR",1,"String"
"19.1.16.79","VARCHAR",1,"String"
"19.1.16.79","TEXT",1,"String"
"19.1.16.79","TINYTEXT",1,"String"
"19.1.16.79","LONGTEXT",1,"String"
"19.1.16.79","BLOB",1,"String"
