"ch_version","name","value"
"23.3.19.34.altinityfips","VERSION_FULL","ClickHouse 23.3.19.34.altinityfips"
"23.3.19.34.altinityfips","VERSION_DESCRIBE","v23.3.19.34.altinityfips"
"23.3.19.34.altinityfips","VERSION_INTEGER","23003019"
"23.3.19.34.altinityfips","SYSTEM","Linux"
"23.3.19.34.altinityfips","VERSION_GITHASH","0a8ac3b092733da37e3e2a0079c486938a36790d"
"23.3.19.34.altinityfips","VERSION_REVISION","54472"
"23.3.19.34.altinityfips","VERSION_DATE",""
"23.3.19.34.altinityfips","BUILD_TYPE","RelWithDebInfo"
"23.3.19.34.altinityfips","SYSTEM_PROCESSOR","x86_64"
"23.3.19.34.altinityfips","CMAKE_VERSION","3.28.3"
"23.3.19.34.altinityfips","C_COMPILER","/usr/bin/clang-15"
"23.3.19.34.altinityfips","C_COMPILER_VERSION","15.0.7"
"23.3.19.34.altinityfips","CXX_COMPILER","/usr/bin/clang++-15"
"23.3.19.34.altinityfips","CXX_COMPILER_VERSION","15.0.7"
"23.3.19.34.altinityfips","C_FLAGS"," --gcc-toolchain=./cmake/linux/../../contrib/sysroot/linux-x86_64 -fdiagnostics-color=always -Xclang -fuse-ctor-homing  -gdwarf-aranges -pipe -mssse3 -msse4.1 -msse4.2 -mpclmul -mpopcnt -fasynchronous-unwind-tables -ffile-prefix-map=.=. -ftime-trace -falign-functions=32 -mbranches-within-32B-boundaries  -fdiagnostics-absolute-paths -fexperimental-new-pass-manager -Wframe-larger-than=65536 -Weverything -Wpedantic -Wno-zero-length-array -Wno-c++98-compat-pedantic -Wno-c++98-compat -Wno-c++20-compat -Wno-sign-conversion -Wno-implicit-int-conversion -Wno-implicit-int-float-conversion -Wno-ctad-maybe-unsupported -Wno-disabled-macro-expansion -Wno-documentation-unknown-command -Wno-double-promotion -Wno-exit-time-destructors -Wno-float-equal -Wno-global-constructors -Wno-missing-prototypes -Wno-missing-variable-declarations -Wno-padded -Wno-switch-enum -Wno-undefined-func-template -Wno-unused-template -Wno-vla -Wno-weak-template-vtables -Wno-weak-vtables -Wno-thread-safety-negative -O2 -g -DNDEBUG -O3 -g -gdwarf-4  -flto=thin -fwhole-program-vtables -fno-pie"
"23.3.19.34.altinityfips","CXX_FLAGS"," --gcc-toolchain=./cmake/linux/../../contrib/sysroot/linux-x86_64 -std=c++20 -fdiagnostics-color=always -Xclang -fuse-ctor-homing -fsized-deallocation  -gdwarf-aranges -pipe -mssse3 -msse4.1 -msse4.2 -mpclmul -mpopcnt -fasynchronous-unwind-tables -ffile-prefix-map=.=. -ftime-trace -falign-functions=32 -mbranches-within-32B-boundaries -fdiagnostics-absolute-paths -fstrict-vtable-pointers -fexperimental-new-pass-manager -Wall -Wextra -Wframe-larger-than=65536 -Weverything -Wpedantic -Wno-zero-length-array -Wno-c++98-compat-pedantic -Wno-c++98-compat -Wno-c++20-compat -Wno-sign-conversion -Wno-implicit-int-conversion -Wno-implicit-int-float-conversion -Wno-ctad-maybe-unsupported -Wno-disabled-macro-expansion -Wno-documentation-unknown-command -Wno-double-promotion -Wno-exit-time-destructors -Wno-float-equal -Wno-global-constructors -Wno-missing-prototypes -Wno-missing-variable-declarations -Wno-padded -Wno-switch-enum -Wno-undefined-func-template -Wno-unused-template -Wno-vla -Wno-weak-template-vtables -Wno-weak-vtables -Wno-thread-safety-negative -O2 -g -DNDEBUG -O3 -g -gdwarf-4  -flto=thin -fwhole-program-vtables -fno-pie"
"23.3.19.34.altinityfips","LINK_FLAGS"," --gcc-toolchain=./cmake/linux/../../contrib/sysroot/linux-x86_64 --ld-path=.._docker/ld.lld -rdynamic -Wl,--gdb-index -Wl,--build-id=sha1 -no-pie -Wl,-no-pie  -flto=thin -fwhole-program-vtables"
"23.3.19.34.altinityfips","BUILD_COMPILE_DEFINITIONS",""
"23.3.19.34.altinityfips","USE_EMBEDDED_COMPILER","1"
"23.3.19.34.altinityfips","USE_GLIBC_COMPATIBILITY","ON"
"23.3.19.34.altinityfips","USE_JEMALLOC","ON"
"23.3.19.34.altinityfips","USE_UNWIND","ON"
"23.3.19.34.altinityfips","USE_ICU","1"
"23.3.19.34.altinityfips","USE_H3","1"
"23.3.19.34.altinityfips","USE_MYSQL","1"
"23.3.19.34.altinityfips","USE_RDKAFKA","1"
"23.3.19.34.altinityfips","USE_CAPNP","1"
"23.3.19.34.altinityfips","USE_BASE64","1"
"23.3.19.34.altinityfips","USE_HDFS","1"
"23.3.19.34.altinityfips","USE_SNAPPY","1"
"23.3.19.34.altinityfips","USE_PARQUET","1"
"23.3.19.34.altinityfips","USE_PROTOBUF","1"
"23.3.19.34.altinityfips","USE_BROTLI","1"
"23.3.19.34.altinityfips","USE_SSL","1"
"23.3.19.34.altinityfips","OPENSSL_VERSION",""
"23.3.19.34.altinityfips","OPENSSL_IS_BORING_SSL",""
"23.3.19.34.altinityfips","USE_VECTORSCAN","ON"
"23.3.19.34.altinityfips","USE_SIMDJSON","1"
"23.3.19.34.altinityfips","USE_ODBC","1"
"23.3.19.34.altinityfips","USE_GRPC","1"
"23.3.19.34.altinityfips","USE_LDAP","1"
"23.3.19.34.altinityfips","TZDATA_VERSION","2023c"
"23.3.19.34.altinityfips","USE_KRB5","1"
"23.3.19.34.altinityfips","USE_FILELOG","1"
"23.3.19.34.altinityfips","USE_BZIP2","1"
"23.3.19.34.altinityfips","USE_AMQPCPP","1"
"23.3.19.34.altinityfips","USE_ROCKSDB","1"
"23.3.19.34.altinityfips","USE_NURAFT","1"
"23.3.19.34.altinityfips","USE_NLP","1"
"23.3.19.34.altinityfips","USE_LIBURING","1"
"23.3.19.34.altinityfips","USE_SQLITE","1"
"23.3.19.34.altinityfips","USE_LIBPQXX","1"
"23.3.19.34.altinityfips","USE_AZURE_BLOB_STORAGE","1"
"23.3.19.34.altinityfips","USE_AWS_S3","1"
"23.3.19.34.altinityfips","USE_CASSANDRA","1"
"23.3.19.34.altinityfips","USE_YAML_CPP","1"
"23.3.19.34.altinityfips","USE_SENTRY","1"
"23.3.19.34.altinityfips","USE_DATASKETCHES","1"
"23.3.19.34.altinityfips","USE_AVRO","1"
"23.3.19.34.altinityfips","USE_ARROW","1"
"23.3.19.34.altinityfips","USE_ORC","1"
"23.3.19.34.altinityfips","USE_MSGPACK","1"
"23.3.19.34.altinityfips","GIT_HASH","0a8ac3b092733da37e3e2a0079c486938a36790d"
"23.3.19.34.altinityfips","GIT_BRANCH","releases/23.3.19-fips"
"23.3.19.34.altinityfips","GIT_DATE","2024-03-12 11:10:14 +0000"
"23.3.19.34.altinityfips","GIT_COMMIT_SUBJECT","Merge pull request #373 from Altinity/customizations/23.3.19-fips"
"23.3.19.34.altinityfips","FIPS_CLICKHOUSE","ON"
