"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"23.3.19.34.altinityfips","SQLInsert",0,1,0,0
"23.3.19.34.altinityfips","Prometheus",0,1,0,0
"23.3.19.34.altinityfips","CapnProto",1,1,0,0
"23.3.19.34.altinityfips","PostgreSQLWire",0,1,0,0
"23.3.19.34.altinityfips","MySQLWire",0,1,0,0
"23.3.19.34.altinityfips","JSONEachRowWithProgress",0,1,0,0
"23.3.19.34.altinityfips","ODBCDriver2",0,1,0,0
"23.3.19.34.altinityfips","PrettySpaceNoEscapes",0,1,0,1
"23.3.19.34.altinityfips","PrettySpace",0,1,0,1
"23.3.19.34.altinityfips","PrettyCompactMonoBlock",0,1,0,0
"23.3.19.34.altinityfips","PrettyCompactNoEscapes",0,1,0,1
"23.3.19.34.altinityfips","JSONStringsEachRowWithProgress",0,1,0,0
"23.3.19.34.altinityfips","PrettyNoEscapesMonoBlock",0,1,0,0
"23.3.19.34.altinityfips","PrettyMonoBlock",0,1,0,0
"23.3.19.34.altinityfips","ArrowStream",1,1,0,0
"23.3.19.34.altinityfips","Avro",1,1,0,0
"23.3.19.34.altinityfips","AvroConfluent",1,0,0,0
"23.3.19.34.altinityfips","ORC",1,1,0,0
"23.3.19.34.altinityfips","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"23.3.19.34.altinityfips","CustomSeparatedIgnoreSpaces",1,0,0,0
"23.3.19.34.altinityfips","CustomSeparatedWithNamesAndTypes",1,1,0,1
"23.3.19.34.altinityfips","CustomSeparatedWithNames",1,1,0,1
"23.3.19.34.altinityfips","RawBLOB",1,1,0,0
"23.3.19.34.altinityfips","TemplateIgnoreSpaces",1,0,0,0
"23.3.19.34.altinityfips","MsgPack",1,1,0,1
"23.3.19.34.altinityfips","Template",1,1,0,0
"23.3.19.34.altinityfips","Protobuf",1,1,0,0
"23.3.19.34.altinityfips","Markdown",0,1,0,1
"23.3.19.34.altinityfips","XML",0,1,0,1
"23.3.19.34.altinityfips","ProtobufSingle",1,1,0,0
