"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"24.8.14.10547.altinitystable","DWARF",1,0,1,0
"24.8.14.10547.altinitystable","ParquetMetadata",1,0,1,0
"24.8.14.10547.altinitystable","SQLInsert",0,1,0,0
"24.8.14.10547.altinitystable","Prometheus",0,1,0,0
"24.8.14.10547.altinitystable","JSONCompactStrings",0,1,0,1
"24.8.14.10547.altinitystable","JSONStringsEachRowWithProgress",0,1,0,0
"24.8.14.10547.altinitystable","TSV",1,1,1,1
"24.8.14.10547.altinitystable","PrettyCompactMonoBlock",0,1,0,0
"24.8.14.10547.altinitystable","JSONEachRowWithProgress",0,1,0,0
"24.8.14.10547.altinitystable","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"24.8.14.10547.altinitystable","MsgPack",1,1,0,1
"24.8.14.10547.altinitystable","ODBCDriver2",0,1,0,0
"24.8.14.10547.altinitystable","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"24.8.14.10547.altinitystable","PrettySpaceMonoBlock",0,1,0,0
"24.8.14.10547.altinitystable","RawBLOB",1,1,0,0
"24.8.14.10547.altinitystable","Markdown",0,1,0,1
"24.8.14.10547.altinitystable","PrettySpaceNoEscapes",0,1,0,1
"24.8.14.10547.altinitystable","PrettyCompactNoEscapes",0,1,0,1
"24.8.14.10547.altinitystable","JSONStringsEachRow",1,1,1,1
"24.8.14.10547.altinitystable","PrettyCompact",0,1,0,1
"24.8.14.10547.altinitystable","PrettyNoEscapesMonoBlock",0,1,0,0
"24.8.14.10547.altinitystable","PrettyNoEscapes",0,1,0,1
"24.8.14.10547.altinitystable","Pretty",0,1,0,1
"24.8.14.10547.altinitystable","AvroConfluent",1,0,0,0
"24.8.14.10547.altinitystable","Vertical",0,1,0,1
"24.8.14.10547.altinitystable","Avro",1,1,0,0
"24.8.14.10547.altinitystable","LineAsString",1,1,1,1
"24.8.14.10547.altinitystable","RowBinaryWithNames",1,1,0,1
"24.8.14.10547.altinitystable","Parquet",1,1,1,0
"24.8.14.10547.altinitystable","JSONCompactEachRow",1,1,1,1
"24.8.14.10547.altinitystable","Form",1,0,0,0
"24.8.14.10547.altinitystable","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"24.8.14.10547.altinitystable","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"24.8.14.10547.altinitystable","CustomSeparatedWithNamesAndTypes",1,1,0,1
"24.8.14.10547.altinitystable","PrettySpace",0,1,0,1
"24.8.14.10547.altinitystable","JSONAsString",1,0,1,0
"24.8.14.10547.altinitystable","CustomSeparatedWithNames",1,1,0,1
"24.8.14.10547.altinitystable","CustomSeparated",1,1,0,1
"24.8.14.10547.altinitystable","PrettyMonoBlock",0,1,0,0
"24.8.14.10547.altinitystable","TSVRaw",1,1,1,1
"24.8.14.10547.altinitystable","XML",0,1,0,1
"24.8.14.10547.altinitystable","NDJSON",1,1,1,1
"24.8.14.10547.altinitystable","ProtobufList",1,1,0,0
"24.8.14.10547.altinitystable","Protobuf",1,1,0,0
"24.8.14.10547.altinitystable","ProtobufSingle",1,1,0,0
"24.8.14.10547.altinitystable","JSONColumnsWithMetadata",1,1,0,0
"24.8.14.10547.altinitystable","TSVRawWithNamesAndTypes",1,1,1,1
"24.8.14.10547.altinitystable","Npy",1,1,0,0
"24.8.14.10547.altinitystable","TemplateIgnoreSpaces",1,0,0,0
"24.8.14.10547.altinitystable","JSONCompactColumns",1,1,0,0
"24.8.14.10547.altinitystable","JSONColumns",1,1,0,0
"24.8.14.10547.altinitystable","ArrowStream",1,1,0,0
"24.8.14.10547.altinitystable","JSONObjectEachRow",1,1,0,1
"24.8.14.10547.altinitystable","PrettyNDJSON",0,1,0,1
"24.8.14.10547.altinitystable","LineAsStringWithNamesAndTypes",0,1,0,1
"24.8.14.10547.altinitystable","PrettyJSONLines",0,1,0,1
"24.8.14.10547.altinitystable","CSVWithNamesAndTypes",1,1,1,1
"24.8.14.10547.altinitystable","ORC",1,1,0,0
"24.8.14.10547.altinitystable","PrettyJSONEachRow",0,1,0,1
"24.8.14.10547.altinitystable","JSONLines",1,1,1,1
"24.8.14.10547.altinitystable","JSONStrings",0,1,0,1
"24.8.14.10547.altinitystable","LineAsStringWithNames",0,1,0,1
"24.8.14.10547.altinitystable","JSON",1,1,0,1
"24.8.14.10547.altinitystable","Arrow",1,1,0,0
"24.8.14.10547.altinitystable","RowBinary",1,1,0,1
"24.8.14.10547.altinitystable","HiveText",1,0,1,0
"24.8.14.10547.altinitystable","RowBinaryWithDefaults",1,0,0,0
"24.8.14.10547.altinitystable","Native",1,1,0,0
"24.8.14.10547.altinitystable","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"24.8.14.10547.altinitystable","RawWithNamesAndTypes",1,1,1,1
"24.8.14.10547.altinitystable","JSONCompactStringsEachRow",1,1,1,1
"24.8.14.10547.altinitystable","TabSeparatedWithNamesAndTypes",1,1,1,1
"24.8.14.10547.altinitystable","JSONCompactStringsEachRowWithNames",1,1,1,1
"24.8.14.10547.altinitystable","JSONCompactEachRowWithNamesAndTypes",1,1,1,1
"24.8.14.10547.altinitystable","CustomSeparatedIgnoreSpaces",1,0,0,0
"24.8.14.10547.altinitystable","JSONAsObject",1,0,1,0
"24.8.14.10547.altinitystable","JSONEachRow",1,1,1,1
"24.8.14.10547.altinitystable","TSKV",1,1,1,1
"24.8.14.10547.altinitystable","Values",1,1,0,1
"24.8.14.10547.altinitystable","TabSeparatedRawWithNamesAndTypes",1,1,1,1
