"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.3.5.42","PostgreSQL",0,0,0,0,0,0,0
"21.3.5.42","RabbitMQ",1,0,0,0,0,0,0
"21.3.5.42","Kafka",1,0,0,0,0,0,0
"21.3.5.42","MySQL",0,0,0,0,0,0,0
"21.3.5.42","HDFS",0,0,0,0,0,0,0
"21.3.5.42","S3",0,0,0,0,0,0,0
"21.3.5.42","MaterializedView",0,0,0,0,0,0,0
"21.3.5.42","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.3.5.42","View",0,0,0,0,0,0,0
"21.3.5.42","JDBC",0,0,0,0,0,0,0
"21.3.5.42","Join",1,0,0,0,0,0,0
"21.3.5.42","Set",1,0,0,0,0,0,0
"21.3.5.42","Dictionary",0,0,0,0,0,0,0
"21.3.5.42","GenerateRandom",0,0,0,0,0,0,0
"21.3.5.42","LiveView",0,0,0,0,0,0,0
"21.3.5.42","MergeTree",1,1,1,1,0,0,1
"21.3.5.42","Memory",1,0,0,0,0,0,1
"21.3.5.42","Buffer",0,0,0,0,0,0,1
"21.3.5.42","MongoDB",0,0,0,0,0,0,0
"21.3.5.42","URL",1,0,0,0,0,0,0
"21.3.5.42","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.5.42","ReplacingMergeTree",1,1,1,1,0,0,1
"21.3.5.42","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.3.5.42","COSN",0,0,0,0,0,0,0
"21.3.5.42","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.3.5.42","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.5.42","File",1,0,0,0,0,0,0
"21.3.5.42","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.3.5.42","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.3.5.42","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.3.5.42","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.3.5.42","SummingMergeTree",1,1,1,1,0,0,1
"21.3.5.42","Distributed",1,0,0,0,0,0,1
"21.3.5.42","TinyLog",1,0,0,0,0,0,0
"21.3.5.42","GraphiteMergeTree",1,1,1,1,0,0,1
"21.3.5.42","CollapsingMergeTree",1,1,1,1,0,0,1
"21.3.5.42","Merge",0,0,0,0,0,0,0
"21.3.5.42","AggregatingMergeTree",1,1,1,1,0,0,1
"21.3.5.42","ODBC",0,0,0,0,0,0,0
"21.3.5.42","Null",0,0,0,0,0,0,1
"21.3.5.42","StripeLog",1,0,0,0,0,0,0
"21.3.5.42","Log",1,0,0,0,0,0,0
