"ch_version","name","value"
"25.3.8.30001.altinityfips","USE_ARROW","1"
"25.3.8.30001.altinityfips","USE_ORC","1"
"25.3.8.30001.altinityfips","USE_MSGPACK","1"
"25.3.8.30001.altinityfips","USE_QPL","1"
"25.3.8.30001.altinityfips","USE_QATLIB","1"
"25.3.8.30001.altinityfips","USE_DELTA_KERNEL_RS",""
"25.3.8.30001.altinityfips","CLICKHOUSE_CLOUD","0"
"25.3.8.30001.altinityfips","GIT_HASH","0ec342e4405683c138a412d0191897013d6867cd"
"25.3.8.30001.altinityfips","GIT_BRANCH","HEAD"
"25.3.8.30001.altinityfips","GIT_DATE","2026-04-10 17:02:24 +0000"
"25.3.8.30001.altinityfips","GIT_COMMIT_SUBJECT","Merge pull request #1636 from Altinity/DimensionWieldr/fips/regression-hash"
