"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"25.3.8.30001.altinityfips","OSS",1,0,0,1,0,0,0,0
"25.3.8.30001.altinityfips","AzureBlobStorage",1,0,0,1,0,0,0,0
"25.3.8.30001.altinityfips","KeeperMap",0,0,0,1,0,0,0,1
"25.3.8.30001.altinityfips","S3",1,0,0,1,0,0,0,0
"25.3.8.30001.altinityfips","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"25.3.8.30001.altinityfips","PostgreSQL",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","NATS",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","COSN",1,0,0,1,0,0,0,0
"25.3.8.30001.altinityfips","Redis",0,0,0,1,0,0,0,1
"25.3.8.30001.altinityfips","MongoDB",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","MySQL",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","S3Queue",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Distributed",1,0,0,0,0,0,0,1
"25.3.8.30001.altinityfips","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"25.3.8.30001.altinityfips","ExecutablePool",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","IcebergLocal",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","ODBC",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Hive",1,0,0,1,0,0,0,0
"25.3.8.30001.altinityfips","View",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","FuzzQuery",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Loop",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","MaterializedView",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Join",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Executable",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Kafka",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Set",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Dictionary",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","URL",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.3.8.30001.altinityfips","File",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","IcebergS3",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Iceberg",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","GenerateRandom",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","LiveView",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Memory",1,0,0,0,0,0,0,1
"25.3.8.30001.altinityfips","Merge",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","WindowView",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Null",0,0,0,0,0,0,0,1
"25.3.8.30001.altinityfips","SQLite",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"25.3.8.30001.altinityfips","ReplacingMergeTree",1,1,1,1,1,0,0,1
"25.3.8.30001.altinityfips","TimeSeries",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","HDFS",1,0,0,1,0,0,0,0
"25.3.8.30001.altinityfips","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"25.3.8.30001.altinityfips","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.3.8.30001.altinityfips","IcebergHDFS",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"25.3.8.30001.altinityfips","IcebergAzure",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"25.3.8.30001.altinityfips","Hudi",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","TinyLog",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","FuzzJSON",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"25.3.8.30001.altinityfips","JDBC",0,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","SummingMergeTree",1,1,1,1,1,0,0,1
"25.3.8.30001.altinityfips","MergeTree",1,1,1,1,1,0,0,1
"25.3.8.30001.altinityfips","GraphiteMergeTree",1,1,1,1,1,0,0,1
"25.3.8.30001.altinityfips","CollapsingMergeTree",1,1,1,1,1,0,0,1
"25.3.8.30001.altinityfips","FileLog",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"25.3.8.30001.altinityfips","RabbitMQ",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Buffer",0,0,0,0,0,0,0,1
"25.3.8.30001.altinityfips","AzureQueue",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","AggregatingMergeTree",1,1,1,1,1,0,0,1
"25.3.8.30001.altinityfips","StripeLog",1,0,0,0,0,0,0,0
"25.3.8.30001.altinityfips","Log",1,0,0,0,0,0,0,0
