"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.3.15.133","Kafka",1,0,0,0,0,0
"20.3.15.133","MySQL",0,0,0,0,0,0
"20.3.15.133","HDFS",0,0,0,0,0,0
"20.3.15.133","S3",0,0,0,0,0,0
"20.3.15.133","MaterializedView",0,0,0,0,0,0
"20.3.15.133","View",0,0,0,0,0,0
"20.3.15.133","JDBC",0,0,0,0,0,0
"20.3.15.133","Join",1,0,0,0,0,0
"20.3.15.133","Set",0,0,0,0,0,0
"20.3.15.133","Dictionary",0,0,0,0,0,0
"20.3.15.133","GenerateRandom",0,0,0,0,0,0
"20.3.15.133","LiveView",0,0,0,0,0,0
"20.3.15.133","MergeTree",1,1,1,1,0,0
"20.3.15.133","Memory",0,0,0,0,0,0
"20.3.15.133","Buffer",0,0,0,0,0,0
"20.3.15.133","URL",0,0,0,0,0,0
"20.3.15.133","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.3.15.133","ReplacingMergeTree",1,1,1,1,0,0
"20.3.15.133","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.3.15.133","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.3.15.133","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.3.15.133","File",0,0,0,0,0,0
"20.3.15.133","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.3.15.133","ReplicatedMergeTree",1,1,1,1,1,1
"20.3.15.133","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.3.15.133","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.3.15.133","SummingMergeTree",1,1,1,1,0,0
"20.3.15.133","Distributed",0,0,0,0,0,0
"20.3.15.133","TinyLog",1,0,0,0,0,0
"20.3.15.133","GraphiteMergeTree",1,1,1,1,0,0
"20.3.15.133","CollapsingMergeTree",1,1,1,1,0,0
"20.3.15.133","Merge",0,0,0,0,0,0
"20.3.15.133","AggregatingMergeTree",1,1,1,1,0,0
"20.3.15.133","ODBC",0,0,0,0,0,0
"20.3.15.133","Null",0,0,0,0,0,0
"20.3.15.133","StripeLog",1,0,0,0,0,0
"20.3.15.133","Log",1,0,0,0,0,0
