"20.3.15.133","IPv6",0,""
"20.3.15.133","IPv4",0,""
"20.3.15.133","IntervalYear",0,""
"20.3.15.133","IntervalQuarter",0,""
"20.3.15.133","IntervalMonth",0,""
"20.3.15.133","IntervalDay",0,""
"20.3.15.133","IntervalHour",0,""
"20.3.15.133","IntervalSecond",0,""
"20.3.15.133","AggregateFunction",0,""
"20.3.15.133","Nothing",0,""
"20.3.15.133","Tuple",0,""
"20.3.15.133","Array",0,""
"20.3.15.133","Nullable",0,""
"20.3.15.133","Int32",0,""
"20.3.15.133","Date",1,""
"20.3.15.133","Enum",0,""
"20.3.15.133","Enum8",0,""
"20.3.15.133","IntervalMinute",0,""
"20.3.15.133","FixedString",0,""
"20.3.15.133","LowCardinality",0,""
"20.3.15.133","String",0,""
"20.3.15.133","DateTime",1,""
"20.3.15.133","UUID",0,""
"20.3.15.133","Decimal64",1,""
"20.3.15.133","Decimal32",1,""
"20.3.15.133","Float64",0,""
"20.3.15.133","Int16",0,""
"20.3.15.133","DateTime64",1,""
"20.3.15.133","Decimal128",1,""
"20.3.15.133","Int8",0,""
"20.3.15.133","SimpleAggregateFunction",0,""
"20.3.15.133","Nested",0,""
"20.3.15.133","Int64",0,""
"20.3.15.133","Decimal",1,""
"20.3.15.133","IntervalWeek",0,""
"20.3.15.133","UInt64",0,""
"20.3.15.133","Enum16",0,""
"20.3.15.133","UInt32",0,""
"20.3.15.133","UInt16",0,""
"20.3.15.133","Float32",0,""
"20.3.15.133","UInt8",0,""
"20.3.15.133","BINARY",1,"FixedString"
"20.3.15.133","LONGBLOB",1,"String"
"20.3.15.133","LONGTEXT",1,"String"
"20.3.15.133","TINYTEXT",1,"String"
"20.3.15.133","TEXT",1,"String"
"20.3.15.133","TINYINT",1,"Int8"
"20.3.15.133","DEC",1,"Decimal"
"20.3.15.133","VARCHAR",1,"String"
"20.3.15.133","MEDIUMBLOB",1,"String"
"20.3.15.133","TIMESTAMP",1,"DateTime"
"20.3.15.133","BLOB",1,"String"
"20.3.15.133","FLOAT",1,"Float32"
"20.3.15.133","INTEGER",1,"Int32"
"20.3.15.133","DOUBLE",1,"Float64"
"20.3.15.133","BIGINT",1,"Int64"
"20.3.15.133","TINYBLOB",1,"String"
"20.3.15.133","CHAR",1,"String"
"20.3.15.133","MEDIUMTEXT",1,"String"
"20.3.15.133","INT",1,"Int32"
"20.3.15.133","SMALLINT",1,"Int16"
