"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.11.4.13","RabbitMQ",1,0,0,0,0,0
"20.11.4.13","Kafka",1,0,0,0,0,0
"20.11.4.13","MySQL",0,0,0,0,0,0
"20.11.4.13","HDFS",0,0,0,0,0,0
"20.11.4.13","S3",0,0,0,0,0,0
"20.11.4.13","MaterializedView",0,0,0,0,0,0
"20.11.4.13","View",0,0,0,0,0,0
"20.11.4.13","JDBC",0,0,0,0,0,0
"20.11.4.13","Join",1,0,0,0,0,0
"20.11.4.13","Set",1,0,0,0,0,0
"20.11.4.13","Dictionary",0,0,0,0,0,0
"20.11.4.13","GenerateRandom",0,0,0,0,0,0
"20.11.4.13","LiveView",0,0,0,0,0,0
"20.11.4.13","MergeTree",1,1,1,1,0,0
"20.11.4.13","Memory",0,0,0,0,0,0
"20.11.4.13","Buffer",0,0,0,0,0,0
"20.11.4.13","MongoDB",0,0,0,0,0,0
"20.11.4.13","URL",0,0,0,0,0,0
"20.11.4.13","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.11.4.13","ReplacingMergeTree",1,1,1,1,0,0
"20.11.4.13","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.11.4.13","COSN",0,0,0,0,0,0
"20.11.4.13","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.11.4.13","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.11.4.13","File",0,0,0,0,0,0
"20.11.4.13","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.11.4.13","ReplicatedMergeTree",1,1,1,1,1,1
"20.11.4.13","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.11.4.13","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.11.4.13","SummingMergeTree",1,1,1,1,0,0
"20.11.4.13","Distributed",0,0,0,0,0,0
"20.11.4.13","TinyLog",1,0,0,0,0,0
"20.11.4.13","GraphiteMergeTree",1,1,1,1,0,0
"20.11.4.13","CollapsingMergeTree",1,1,1,1,0,0
"20.11.4.13","Merge",0,0,0,0,0,0
"20.11.4.13","AggregatingMergeTree",1,1,1,1,0,0
"20.11.4.13","ODBC",0,0,0,0,0,0
"20.11.4.13","Null",0,0,0,0,0,0
"20.11.4.13","StripeLog",1,0,0,0,0,0
"20.11.4.13","Log",1,0,0,0,0,0
