"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.5.3.75","One",1,0,0,0,1
"25.5.3.75","ParquetMetadata",1,0,1,0,1
"25.5.3.75","MySQLDump",1,0,0,0,1
"25.5.3.75","CapnProto",1,1,0,0,0
"25.5.3.75","PostgreSQLWire",0,1,0,0,0
"25.5.3.75","TSV",1,1,1,1,1
"25.5.3.75","PrettyCompactMonoBlock",0,1,0,0,1
"25.5.3.75","JSONEachRowWithProgress",0,1,0,0,1
"25.5.3.75","JSONCompactStrings",0,1,0,1,1
"25.5.3.75","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.5.3.75","Vertical",0,1,0,1,1
"25.5.3.75","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.5.3.75","Null",0,1,0,0,1
"25.5.3.75","PrettySpaceNoEscapes",0,1,0,0,1
"25.5.3.75","Markdown",0,1,0,1,1
"25.5.3.75","Form",1,0,0,0,1
"25.5.3.75","ODBCDriver2",0,1,0,0,0
"25.5.3.75","PrettySpaceMonoBlock",0,1,0,0,1
"25.5.3.75","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.5.3.75","PrettyCompactNoEscapes",0,1,0,0,1
"25.5.3.75","JSONStringsEachRow",1,1,1,1,1
"25.5.3.75","PrettyCompact",0,1,0,0,1
"25.5.3.75","DWARF",1,0,1,0,1
"25.5.3.75","Values",1,1,0,1,1
"25.5.3.75","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.5.3.75","PrettyNoEscapes",0,1,0,0,1
"25.5.3.75","PrettyMonoBlock",0,1,0,0,1
"25.5.3.75","AvroConfluent",1,0,0,0,1
"25.5.3.75","RawBLOB",1,1,0,0,1
"25.5.3.75","Parquet",1,1,1,0,0
"25.5.3.75","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.5.3.75","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.5.3.75","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.5.3.75","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.5.3.75","PrettySpace",0,1,0,0,1
"25.5.3.75","Arrow",1,1,0,0,0
"25.5.3.75","JSONAsString",1,0,1,0,1
"25.5.3.75","CustomSeparatedWithNames",1,1,0,1,1
"25.5.3.75","CustomSeparated",1,1,0,1,1
"25.5.3.75","BSONEachRow",1,1,1,1,0
"25.5.3.75","Template",1,1,0,0,1
"25.5.3.75","XML",0,1,0,1,1
"25.5.3.75","ProtobufList",1,1,0,0,0
"25.5.3.75","ProtobufSingle",1,1,0,0,0
"25.5.3.75","JSONColumnsWithMetadata",1,1,0,0,1
"25.5.3.75","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.5.3.75","Npy",1,1,0,0,0
"25.5.3.75","TemplateIgnoreSpaces",1,0,0,0,1
"25.5.3.75","JSONCompactColumns",1,1,0,0,1
"25.5.3.75","JSONColumns",1,1,0,0,1
"25.5.3.75","ArrowStream",1,1,0,0,0
"25.5.3.75","JSONObjectEachRow",1,1,0,1,1
"25.5.3.75","NDJSON",1,1,1,1,1
"25.5.3.75","PrettyNDJSON",0,1,0,1,1
"25.5.3.75","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.5.3.75","PrettyJSONLines",0,1,0,1,1
"25.5.3.75","CSVWithNamesAndTypes",1,1,1,1,1
"25.5.3.75","ORC",1,1,1,0,0
"25.5.3.75","Protobuf",1,1,0,0,0
"25.5.3.75","PrettyJSONEachRow",0,1,0,1,1
"25.5.3.75","JSONStrings",0,1,0,1,1
"25.5.3.75","JSON",1,1,0,1,1
"25.5.3.75","RawWithNames",1,1,1,1,1
"25.5.3.75","MsgPack",1,1,0,1,0
"25.5.3.75","LineAsStringWithNames",0,1,0,1,1
"25.5.3.75","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.5.3.75","LineAsString",1,1,1,1,1
"25.5.3.75","RowBinaryWithNames",1,1,0,1,0
"25.5.3.75","RowBinary",1,1,0,1,0
"25.5.3.75","SQLInsert",0,1,0,0,1
"25.5.3.75","Native",1,1,0,0,0
"25.5.3.75","Prometheus",0,1,0,0,1
"25.5.3.75","TSVRaw",1,1,1,1,1
"25.5.3.75","JSONLines",1,1,1,1,1
"25.5.3.75","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.5.3.75","JSONAsObject",1,0,1,0,1
"25.5.3.75","HiveText",1,0,1,0,1
"25.5.3.75","RowBinaryWithDefaults",1,0,0,0,1
"25.5.3.75","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.5.3.75","RawWithNamesAndTypes",1,1,1,1,1
"25.5.3.75","JSONCompactStringsEachRow",1,1,1,1,1
"25.5.3.75","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.5.3.75","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.5.3.75","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.5.3.75","JSONCompactEachRow",1,1,1,1,1
"25.5.3.75","TSKV",1,1,1,1,1
"25.5.3.75","Avro",1,1,0,0,0
"25.5.3.75","JSONEachRow",1,1,1,1,1
"25.5.3.75","Pretty",0,1,0,0,1
"25.5.3.75","TSVRawWithNames",1,1,1,1,1
"25.5.3.75","TabSeparatedRaw",1,1,1,1,1
"25.5.3.75","Regexp",1,0,1,0,1
"25.5.3.75","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.5.3.75","MySQLWire",0,1,0,0,0
"25.5.3.75","CSVWithNames",1,1,1,1,1
"25.5.3.75","Raw",1,1,1,1,1
"25.5.3.75","TabSeparatedRawWithNames",1,1,1,1,1
"25.5.3.75","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.5.3.75","JSONCompact",1,1,0,1,1
"25.5.3.75","CSV",1,1,1,1,1
"25.5.3.75","JSONCompactEachRowWithNames",1,1,1,1,1
"25.5.3.75","TSVWithNamesAndTypes",1,1,1,1,1
"25.5.3.75","TabSeparatedWithNames",1,1,1,1,1
"25.5.3.75","TabSeparated",1,1,1,1,1
"25.5.3.75","TSVWithNames",1,1,1,1,1
