"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"24.8.14.10459.altinitystable","HDFS",1,0,0,1,0,0,0,0
"24.8.14.10459.altinitystable","OSS",1,0,0,1,0,0,0,0
"24.8.14.10459.altinitystable","AzureBlobStorage",1,0,0,1,0,0,0,0
"24.8.14.10459.altinitystable","KeeperMap",0,0,0,1,0,0,0,1
"24.8.14.10459.altinitystable","SQLite",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","ExternalDistributed",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","S3",1,0,0,1,0,0,0,0
"24.8.14.10459.altinitystable","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"24.8.14.10459.altinitystable","PostgreSQL",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","NATS",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","RabbitMQ",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","MongoDB",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","FileLog",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Dictionary",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","MySQL",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","S3Queue",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","FuzzJSON",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Kafka",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Loop",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","WindowView",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Distributed",1,0,0,0,0,0,0,1
"24.8.14.10459.altinitystable","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10459.altinitystable","ExecutablePool",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","COSN",1,0,0,1,0,0,0,0
"24.8.14.10459.altinitystable","Iceberg",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","MaterializedView",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","File",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","FuzzQuery",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","View",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","JDBC",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Join",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Executable",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Set",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Redis",0,0,0,1,0,0,0,1
"24.8.14.10459.altinitystable","GenerateRandom",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","LiveView",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","MergeTree",1,1,1,1,1,0,0,1
"24.8.14.10459.altinitystable","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10459.altinitystable","Memory",1,0,0,0,0,0,0,1
"24.8.14.10459.altinitystable","Buffer",0,0,0,0,0,0,0,1
"24.8.14.10459.altinitystable","URL",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10459.altinitystable","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10459.altinitystable","Hive",1,0,0,1,0,0,0,0
"24.8.14.10459.altinitystable","ReplacingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10459.altinitystable","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10459.altinitystable","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10459.altinitystable","DeltaLake",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","TimeSeries",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"24.8.14.10459.altinitystable","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10459.altinitystable","TinyLog",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"24.8.14.10459.altinitystable","SummingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10459.altinitystable","Hudi",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","GraphiteMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10459.altinitystable","CollapsingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10459.altinitystable","Merge",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","AzureQueue",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","AggregatingMergeTree",1,1,1,1,1,0,0,1
"24.8.14.10459.altinitystable","ODBC",0,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Null",0,0,0,0,0,0,0,1
"24.8.14.10459.altinitystable","StripeLog",1,0,0,0,0,0,0,0
"24.8.14.10459.altinitystable","Log",1,0,0,0,0,0,0,0
