"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"26.5.6.64","One",1,0,0,0,1,"",0,0,1,0,0,0
"26.5.6.64","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"26.5.6.64","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"26.5.6.64","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.5.6.64","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.5.6.64","MD",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","Form",1,0,0,0,1,"",0,1,0,0,0,0
"26.5.6.64","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.5.6.64","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"26.5.6.64","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","PrettyNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","PrettyNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","PrettyMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","AvroConfluent",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"26.5.6.64","RawBLOB",1,1,0,0,1,"text/plain; charset=UTF-8",0,0,1,0,0,0
"26.5.6.64","Parquet",1,1,1,0,0,"application/octet-stream",1,1,0,0,0,1
"26.5.6.64","JSONCompactEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1,"",0,1,0,0,0,1
"26.5.6.64","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1,"",0,1,0,0,0,1
"26.5.6.64","CustomSeparatedWithNamesAndTypes",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"26.5.6.64","PrettySpace",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","Arrow",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"26.5.6.64","JSONAsString",1,0,1,0,1,"",0,0,1,0,0,0
"26.5.6.64","CustomSeparatedWithNames",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"26.5.6.64","CustomSeparated",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,0
"26.5.6.64","BSONEachRow",1,1,1,1,0,"application/octet-stream",0,1,0,0,0,0
"26.5.6.64","Template",1,1,0,0,1,"text/plain; charset=UTF-8",0,1,0,0,1,0
"26.5.6.64","XML",0,1,0,1,1,"application/xml; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","ProtobufList",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.5.6.64","ProtobufSingle",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.5.6.64","JSONColumnsWithMetadata",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","TSVRawWithNamesAndTypes",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","Npy",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"26.5.6.64","TemplateIgnoreSpaces",1,0,0,0,1,"",0,1,0,0,0,0
"26.5.6.64","JSONCompactColumns",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","JSONColumns",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","ArrowStream",1,1,0,0,0,"application/octet-stream",0,1,0,1,0,0
"26.5.6.64","JSONObjectEachRow",1,1,0,1,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","NDJSON",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","PrettyNDJSON",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","LineAsStringWithNamesAndTypes",0,1,0,1,1,"text/tab-separated-values; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","PrettyJSONLines",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","CSVWithNamesAndTypes",1,1,1,1,1,"text/csv; charset=UTF-8; header=present",0,1,0,0,0,1
"26.5.6.64","ORC",1,1,1,0,0,"application/octet-stream",1,1,0,1,0,1
"26.5.6.64","Protobuf",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.5.6.64","PrettyJSONEachRow",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","JSONL",1,0,0,0,1,"",0,0,0,0,0,0
"26.5.6.64","JSONStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","JSON",1,1,0,1,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","RawWithNames",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","MsgPack",1,1,0,1,0,"application/octet-stream",0,1,0,0,0,0
"26.5.6.64","LineAsStringWithNames",0,1,0,1,1,"text/tab-separated-values; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","JSONCompactStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","LineAsString",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,0,1,0,0,0
"26.5.6.64","RowBinaryWithNames",1,1,0,1,0,"application/octet-stream",0,0,0,0,0,0
"26.5.6.64","RowBinary",1,1,0,1,0,"application/octet-stream",0,0,0,0,0,0
"26.5.6.64","SQLInsert",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","Native",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"26.5.6.64","Prometheus",0,1,0,0,1,"text/plain; version=0.0.4; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","TSVRaw",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","JSONLines",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","Buffers",1,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.5.6.64","CustomSeparatedIgnoreSpaces",1,0,0,0,1,"",0,1,0,0,0,0
"26.5.6.64","JSONAsObject",1,0,1,0,1,"",0,0,1,0,0,0
"26.5.6.64","HiveText",1,0,1,0,1,"",0,0,0,0,0,0
"26.5.6.64","RowBinaryWithDefaults",1,0,0,0,1,"",0,0,0,0,0,0
"26.5.6.64","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","RawWithNamesAndTypes",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","JSONCompactStringsEachRow",1,1,1,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","TabSeparatedWithNamesAndTypes",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","JSONCompactStringsEachRowWithNames",1,1,1,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","JSONCompactEachRow",1,1,1,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","TSKV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","Avro",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"26.5.6.64","JSONEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","Pretty",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.5.6.64","TSVRawWithNames",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","TabSeparatedRaw",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","Regexp",1,0,1,0,1,"",0,1,0,0,0,0
"26.5.6.64","CSVWithNames",1,1,1,1,1,"text/csv; charset=UTF-8; header=present",0,1,0,0,0,1
"26.5.6.64","Raw",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","MySQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.5.6.64","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","TabSeparatedRawWithNames",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","RowBinaryWithNamesAndTypes",1,1,0,1,0,"application/octet-stream",0,1,0,0,0,0
"26.5.6.64","JSONCompact",1,1,0,1,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","CSV",1,1,1,1,1,"text/csv; charset=UTF-8; header=absent",0,1,0,0,0,0
"26.5.6.64","JSONCompactEachRowWithNames",1,1,1,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","TSVWithNamesAndTypes",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","TabSeparatedWithNames",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.5.6.64","TabSeparated",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.5.6.64","TSVWithNames",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
