"ch_version","name"
"18.12.17","af"
"18.12.17","am"
"18.12.17","ar"
"18.12.17","as"
"18.12.17","az"
"18.12.17","be"
"18.12.17","bg"
"18.12.17","bn"
"18.12.17","bo"
"18.12.17","bs"
"18.12.17","bs_Cyrl"
"18.12.17","ca"
"18.12.17","chr"
"18.12.17","cs"
"18.12.17","cy"
"18.12.17","da"
"18.12.17","de"
"18.12.17","de_AT"
"18.12.17","dsb"
"18.12.17","dz"
"18.12.17","ee"
"18.12.17","el"
"18.12.17","en"
"18.12.17","en_US"
"18.12.17","en_US_POSIX"
"18.12.17","eo"
"18.12.17","es"
"18.12.17","et"
"18.12.17","fa"
"18.12.17","fa_AF"
"18.12.17","fi"
"18.12.17","fil"
"18.12.17","fo"
"18.12.17","fr"
"18.12.17","fr_CA"
"18.12.17","ga"
"18.12.17","gl"
"18.12.17","gu"
"18.12.17","ha"
"18.12.17","haw"
"18.12.17","he"
"18.12.17","hi"
"18.12.17","hr"
"18.12.17","hsb"
"18.12.17","hu"
"18.12.17","hy"
"18.12.17","id"
"18.12.17","ig"
"18.12.17","is"
"18.12.17","it"
"18.12.17","ja"
"18.12.17","ka"
"18.12.17","kk"
"18.12.17","kl"
"18.12.17","km"
"18.12.17","kn"
"18.12.17","ko"
"18.12.17","kok"
"18.12.17","ky"
"18.12.17","lb"
"18.12.17","lkt"
"18.12.17","ln"
"18.12.17","lo"
"18.12.17","lt"
"18.12.17","lv"
"18.12.17","mk"
"18.12.17","ml"
"18.12.17","mn"
"18.12.17","mr"
"18.12.17","ms"
"18.12.17","mt"
"18.12.17","my"
"18.12.17","nb"
"18.12.17","ne"
"18.12.17","nl"
"18.12.17","nn"
"18.12.17","om"
"18.12.17","or"
"18.12.17","pa"
"18.12.17","pl"
"18.12.17","ps"
"18.12.17","pt"
"18.12.17","ro"
"18.12.17","ru"
"18.12.17","se"
"18.12.17","si"
"18.12.17","sk"
"18.12.17","sl"
"18.12.17","smn"
"18.12.17","sq"
"18.12.17","sr"
"18.12.17","sr_Latn"
"18.12.17","sv"
"18.12.17","sw"
"18.12.17","ta"
"18.12.17","te"
"18.12.17","th"
"18.12.17","to"
"18.12.17","tr"
"18.12.17","ug"
"18.12.17","uk"
"18.12.17","ur"
"18.12.17","uz"
"18.12.17","vi"
"18.12.17","wae"
"18.12.17","wo"
"18.12.17","yi"
"18.12.17","yo"
"18.12.17","zh"
"18.12.17","zh_Hant"
"18.12.17","zu"
