"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly","content_type","supports_random_access","has_schema_inference","has_external_schema","prefers_large_blocks","supports_append","supports_subsets_of_columns"
"26.2.17.31","One",1,0,0,0,1,"",0,0,1,0,0,0
"26.2.17.31","ParquetMetadata",1,0,1,0,1,"",1,1,0,0,0,1
"26.2.17.31","MySQLDump",1,0,0,0,1,"",0,1,0,0,0,0
"26.2.17.31","Hash",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","CapnProto",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.2.17.31","PostgreSQLWire",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.2.17.31","MD",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","TSV",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,0
"26.2.17.31","PrettyCompactMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","JSONEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","JSONCompactStrings",0,1,0,1,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","JSONStringsEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","Vertical",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","Null",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","PrettySpaceNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","Markdown",0,1,0,1,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","Form",1,0,0,0,1,"",0,1,0,0,0,0
"26.2.17.31","ODBCDriver2",0,1,0,0,0,"application/octet-stream",0,0,0,0,0,0
"26.2.17.31","PrettySpaceMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","PrettyCompactNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","JSONStringsEachRow",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.2.17.31","PrettyCompact",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","DWARF",1,0,1,0,1,"",1,1,0,0,0,1
"26.2.17.31","Values",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,0,0
"26.2.17.31","PrettyNoEscapesMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","PrettyNoEscapes",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","PrettyMonoBlock",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","AvroConfluent",1,0,0,0,1,"",0,1,0,0,0,1
"26.2.17.31","RawBLOB",1,1,0,0,1,"text/plain; charset=UTF-8",0,0,1,0,0,0
"26.2.17.31","Parquet",1,1,1,0,0,"application/octet-stream",1,1,0,0,0,1
"26.2.17.31","JSONCompactEachRowWithProgress",0,1,0,0,1,"application/json; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1,"",0,1,0,0,0,1
"26.2.17.31","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1,"",0,1,0,0,0,1
"26.2.17.31","CustomSeparatedWithNamesAndTypes",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"26.2.17.31","PrettySpace",0,1,0,0,1,"text/plain; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","Arrow",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"26.2.17.31","JSONAsString",1,0,1,0,1,"",0,0,1,0,0,0
"26.2.17.31","CustomSeparatedWithNames",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,1
"26.2.17.31","CustomSeparated",1,1,0,1,1,"text/plain; charset=UTF-8",0,1,0,0,1,0
"26.2.17.31","BSONEachRow",1,1,1,1,0,"application/octet-stream",0,1,0,0,0,0
"26.2.17.31","Template",1,1,0,0,1,"text/plain; charset=UTF-8",0,1,0,0,1,0
"26.2.17.31","XML",0,1,0,1,1,"application/xml; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","ProtobufList",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.2.17.31","ProtobufSingle",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.2.17.31","JSONColumnsWithMetadata",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"26.2.17.31","TSVRawWithNamesAndTypes",1,1,1,1,1,"text/tab-separated-values; charset=UTF-8",0,1,0,0,0,1
"26.2.17.31","Npy",1,1,0,0,0,"application/octet-stream",0,1,0,0,0,1
"26.2.17.31","TemplateIgnoreSpaces",1,0,0,0,1,"",0,1,0,0,0,0
"26.2.17.31","JSONCompactColumns",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,0
"26.2.17.31","JSONColumns",1,1,0,0,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"26.2.17.31","ArrowStream",1,1,0,0,0,"application/octet-stream",0,1,0,1,0,0
"26.2.17.31","JSONObjectEachRow",1,1,0,1,1,"application/json; charset=UTF-8",0,1,0,0,0,1
"26.2.17.31","NDJSON",1,1,1,1,1,"application/x-ndjson; charset=UTF-8",0,1,0,0,0,1
"26.2.17.31","PrettyNDJSON",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","LineAsStringWithNamesAndTypes",0,1,0,1,1,"text/tab-separated-values; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","PrettyJSONLines",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
"26.2.17.31","CSVWithNamesAndTypes",1,1,1,1,1,"text/csv; charset=UTF-8; header=present",0,1,0,0,0,1
"26.2.17.31","ORC",1,1,1,0,0,"application/octet-stream",1,1,0,1,0,1
"26.2.17.31","Protobuf",1,1,0,0,0,"application/octet-stream",0,0,1,0,0,1
"26.2.17.31","PrettyJSONEachRow",0,1,0,1,1,"application/x-ndjson; charset=UTF-8",0,0,0,0,0,0
