"ch_version","name","description","allow_readonly"
"26.6.2.81","ytsaurus","Allows get data from YTsaurus.",0
"26.6.2.81","hudiCluster","The table function can be used to read the Hudi table stored on object store in parallel for many nodes in a specified cluster.",0
"26.6.2.81","deltaLakeCluster","The table function can be used to read the DeltaLake table stored on object store in parallel for many nodes in a specified cluster.",0
"26.6.2.81","paimonHDFSCluster","The table function can be used to read the Paimon table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"26.6.2.81","paimonAzureCluster","The table function can be used to read the Paimon table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.6.2.81","paimonS3Cluster","The table function can be used to read the Paimon table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.6.2.81","icebergAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.6.2.81","icebergS3Cluster","The table function can be used to read the Iceberg table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.6.2.81","deltaLakeS3Cluster","The table function can be used to read the DeltaLake table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.6.2.81","deltaLakeLocal","The table function can be used to read the DeltaLake table stored locally.",0
"26.6.2.81","deltaLakeAzure","The table function can be used to read the DeltaLake table stored on Azure object store.",0
"26.6.2.81","paimonHDFS","The table function can be used to read the Paimon table stored on HDFS virtual filesystem.",0
"26.6.2.81","paimon","The table function can be used to read the Paimon table stored on S3 object store. Alias to paimonS3",0
"26.6.2.81","icebergLocal","The table function can be used to read the Iceberg table stored locally.",0
"26.6.2.81","icebergCluster","The table function can be used to read the Iceberg table stored on store from disk in parallel for many nodes in a specified cluster.",0
"26.6.2.81","icebergLocalCluster","The table function can be used to read the Iceberg table stored on shared storage in parallel for many nodes in a specified cluster.",0
"26.6.2.81","icebergAzure","The table function can be used to read the Iceberg table stored on Azure object store.",0
"26.6.2.81","deltaLakeAzureCluster","The table function can be used to read the DeltaLake table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.6.2.81","icebergS3","The table function can be used to read the Iceberg table stored on S3 object store.",0
"26.6.2.81","iceberg","The table function can be used to read the Iceberg table stored on S3 object store. Alias to icebergS3",0
"26.6.2.81","hdfsCluster","The table function can be used to read the data stored on HDFS in parallel for many nodes in a specified cluster.",0
"26.6.2.81","paimonLocal","The table function can be used to read the Paimon table stored locally.",0
"26.6.2.81","azureBlobStorageCluster","The table function can be used to read the data stored on Azure Blob Storage in parallel for many nodes in a specified cluster.",0
"26.6.2.81","icebergHDFSCluster","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"26.6.2.81","s3Cluster","The table function can be used to read the data stored on S3 in parallel for many nodes in a specified cluster.",0
"26.6.2.81","oss","The table function can be used to read the data stored on OSS.",0
"26.6.2.81","gcs","The table function can be used to read the data stored on GCS.",0
"26.6.2.81","hudi","The table function can be used to read the Hudi table stored on object store.",0
"26.6.2.81","cosn","The table function can be used to read the data stored on COSN.",0
"26.6.2.81","s3","The table function can be used to read the data stored on AWS S3.",0
"26.6.2.81","azureBlobStorage","The table function can be used to read the data stored on Azure Blob Storage.",0
"26.6.2.81","prometheusQueryRange","Evaluates a prometheus query using data from a specified TimeSeries table over a range of timestamps.",0
"26.6.2.81","prometheusQuery","Evaluates a prometheus query using data from a specified TimeSeries table.",0
"26.6.2.81","timeSeriesSelector","Reads time series from a specified TimeSeries table.",0
"26.6.2.81","timeSeriesMetrics","Provides direct access to the 'metrics' target table for a specified TimeSeries table.",0
"26.6.2.81","timeSeriesSamples","Provides direct access to the 'samples' target table for a specified TimeSeries table.",0
"26.6.2.81","mergeTreeProjection","Reading directly from MergeTree projection",1
"26.6.2.81","format","
Extracts table structure from data and parses it according to specified input format.
Syntax: `format(format_name, data)`.
Parameters:
    - `format_name` - the format of the data.
    - `data ` - String literal or constant expression that returns a string containing data in specified format.
Returned value: A table with data parsed from `data` argument according specified format and extracted schema.
",0
"26.6.2.81","paimonAzure","The table function can be used to read the Paimon table stored on Azure object store.",0
"26.6.2.81","loop","The table function can be used to continuously output query results in an infinite loop.",0
"26.6.2.81","postgresql","",0
"26.6.2.81","clusterAllReplicas","",1
"26.6.2.81","viewIfPermitted","",1
"26.6.2.81","view","",1
"26.6.2.81","jdbc","",0
"26.6.2.81","timeSeriesTags","Provides direct access to the 'tags' target table for a specified TimeSeries table.",0
"26.6.2.81","hdfs","The table function can be used to read the data stored on HDFS virtual filesystem.",0
"26.6.2.81","hive","",0
"26.6.2.81","mergeTreeTextIndex","Reads the dictionary of a text index from a MergeTree table. Returns tokens with their posting list metadata.",1
"26.6.2.81","mergeTreeAnalyzeIndexesUUID","Internal function for index analysis",1
