"ch_version","name","is_input","is_output"
"21.6.7.57","CapnProto",1,0
"21.6.7.57","PostgreSQLWire",0,1
"21.6.7.57","MySQLWire",0,1
"21.6.7.57","JSONStringsEachRowWithProgress",0,1
"21.6.7.57","JSONEachRowWithProgress",0,1
"21.6.7.57","JSONCompact",0,1
"21.6.7.57","JSON",0,1
"21.6.7.57","CSV",1,1
"21.6.7.57","Vertical",0,1
"21.6.7.57","ODBCDriver2",0,1
"21.6.7.57","PrettySpaceNoEscapes",0,1
"21.6.7.57","Pretty",0,1
"21.6.7.57","JSONCompactStrings",0,1
"21.6.7.57","PrettyNoEscapes",0,1
"21.6.7.57","ArrowStream",1,1
"21.6.7.57","TabSeparatedWithNames",1,1
"21.6.7.57","Parquet",1,1
"21.6.7.57","Arrow",1,1
"21.6.7.57","PrettyCompact",0,1
"21.6.7.57","AvroConfluent",1,0
"21.6.7.57","ORC",1,1
"21.6.7.57","PrettyCompactNoEscapes",0,1
"21.6.7.57","RawBLOB",1,1
"21.6.7.57","Template",1,1
"21.6.7.57","MsgPack",1,1
"21.6.7.57","JSONCompactEachRow",1,1
"21.6.7.57","CustomSeparated",1,1
"21.6.7.57","TemplateIgnoreSpaces",1,0
"21.6.7.57","Markdown",0,1
"21.6.7.57","XML",0,1
"21.6.7.57","ProtobufSingle",1,1
"21.6.7.57","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"21.6.7.57","TSKV",1,1
"21.6.7.57","TabSeparated",1,1
"21.6.7.57","JSONStringEachRow",0,0
"21.6.7.57","JSONStringsEachRow",1,1
"21.6.7.57","TSVRaw",1,1
"21.6.7.57","Values",1,1
"21.6.7.57","TabSeparatedWithNamesAndTypes",1,1
"21.6.7.57","PrettyCompactMonoBlock",0,1
"21.6.7.57","TSVWithNamesAndTypes",1,1
"21.6.7.57","Avro",1,1
"21.6.7.57","RowBinaryWithNamesAndTypes",1,1
"21.6.7.57","LineAsString",1,0
"21.6.7.57","Native",1,1
"21.6.7.57","JSONCompactEachRowWithNamesAndTypes",1,1
"21.6.7.57","PrettySpace",0,1
"21.6.7.57","Regexp",1,0
"21.6.7.57","TSV",1,1
"21.6.7.57","JSONEachRow",1,1
"21.6.7.57","CustomSeparatedIgnoreSpaces",1,0
"21.6.7.57","CSVWithNames",1,1
"21.6.7.57","JSONStrings",0,1
"21.6.7.57","Null",0,1
"21.6.7.57","TabSeparatedRaw",1,1
"21.6.7.57","TSVWithNames",1,1
"21.6.7.57","Protobuf",1,1
"21.6.7.57","RowBinary",1,1
"21.6.7.57","JSONAsString",1,0
"21.6.7.57","JSONCompactStringsEachRow",1,1
