"ch_version","name"
"19.11.6.31","MySQL"
"19.11.6.31","JDBC"
"19.11.6.31","HDFS"
"19.11.6.31","MaterializedView"
"19.11.6.31","View"
"19.11.6.31","Set"
"19.11.6.31","Dictionary"
"19.11.6.31","AggregatingMergeTree"
"19.11.6.31","ReplacingMergeTree"
"19.11.6.31","ReplicatedSummingMergeTree"
"19.11.6.31","ODBC"
"19.11.6.31","TinyLog"
"19.11.6.31","SummingMergeTree"
"19.11.6.31","VersionedCollapsingMergeTree"
"19.11.6.31","Log"
"19.11.6.31","MergeTree"
"19.11.6.31","GraphiteMergeTree"
"19.11.6.31","CollapsingMergeTree"
"19.11.6.31","ReplicatedGraphiteMergeTree"
"19.11.6.31","Join"
"19.11.6.31","StripeLog"
"19.11.6.31","ReplicatedAggregatingMergeTree"
"19.11.6.31","ReplicatedVersionedCollapsingMergeTree"
"19.11.6.31","URL"
"19.11.6.31","Null"
"19.11.6.31","Merge"
"19.11.6.31","ReplicatedMergeTree"
"19.11.6.31","Distributed"
"19.11.6.31","Memory"
"19.11.6.31","Kafka"
"19.11.6.31","ReplicatedCollapsingMergeTree"
"19.11.6.31","Buffer"
"19.11.6.31","ReplicatedReplacingMergeTree"
"19.11.6.31","File"
