"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"23.8.4.69","ParquetMetadata",1,0,0,0
"23.8.4.69","Prometheus",0,1,0,0
"23.8.4.69","CapnProto",1,1,0,0
"23.8.4.69","PostgreSQLWire",0,1,0,0
"23.8.4.69","MySQLWire",0,1,0,0
"23.8.4.69","JSONEachRowWithProgress",0,1,0,0
"23.8.4.69","ODBCDriver2",0,1,0,0
"23.8.4.69","PrettySpaceNoEscapes",0,1,0,1
"23.8.4.69","PrettySpace",0,1,0,1
"23.8.4.69","One",1,0,0,0
"23.8.4.69","PrettyCompactMonoBlock",0,1,0,0
"23.8.4.69","PrettyCompactNoEscapes",0,1,0,1
"23.8.4.69","JSONStringsEachRowWithProgress",0,1,0,0
"23.8.4.69","PrettyNoEscapesMonoBlock",0,1,0,0
"23.8.4.69","PrettyMonoBlock",0,1,0,0
"23.8.4.69","ArrowStream",1,1,0,0
"23.8.4.69","Avro",1,1,0,0
"23.8.4.69","AvroConfluent",1,0,0,0
"23.8.4.69","ORC",1,1,0,0
"23.8.4.69","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"23.8.4.69","CustomSeparatedIgnoreSpaces",1,0,0,0
"23.8.4.69","CustomSeparatedWithNames",1,1,0,1
"23.8.4.69","RawBLOB",1,1,0,0
"23.8.4.69","TemplateIgnoreSpaces",1,0,0,0
"23.8.4.69","MsgPack",1,1,0,1
"23.8.4.69","Template",1,1,0,0
"23.8.4.69","Protobuf",1,1,0,0
"23.8.4.69","Markdown",0,1,0,1
"23.8.4.69","XML",0,1,0,1
"23.8.4.69","ProtobufSingle",1,1,0,0
"23.8.4.69","JSONColumnsWithMetadata",1,1,0,0
"23.8.4.69","JSONCompactColumns",1,1,0,0
"23.8.4.69","JSONColumns",1,1,0,0
"23.8.4.69","JSONObjectEachRow",1,1,0,1
"23.8.4.69","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"23.8.4.69","PrettyNoEscapes",0,1,0,1
"23.8.4.69","JSONCompactStrings",0,1,0,1
"23.8.4.69","JSONCompact",1,1,0,1
"23.8.4.69","Null",0,1,0,0
"23.8.4.69","JSONStrings",0,1,0,1
"23.8.4.69","LineAsStringWithNamesAndTypes",0,1,0,1
"23.8.4.69","RowBinaryWithNamesAndTypes",1,1,0,1
"23.8.4.69","RowBinary",1,1,0,1
"23.8.4.69","LineAsString",1,1,1,1
"23.8.4.69","Native",1,1,0,0
"23.8.4.69","LineAsStringWithNames",0,1,0,1
"23.8.4.69","BSONEachRow",1,1,1,1
"23.8.4.69","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"23.8.4.69","PrettySpaceMonoBlock",0,1,0,0
"23.8.4.69","PrettyCompact",0,1,0,1
"23.8.4.69","RowBinaryWithNames",1,1,0,1
"23.8.4.69","Arrow",1,1,0,0
"23.8.4.69","Parquet",1,1,1,0
"23.8.4.69","TabSeparatedWithNames",1,1,1,1
"23.8.4.69","JSONCompactStringsEachRowWithNames",1,1,1,1
"23.8.4.69","PrettyJSONLines",0,1,0,1
"23.8.4.69","HiveText",1,0,1,0
"23.8.4.69","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"23.8.4.69","TabSeparatedRawWithNames",1,1,1,1
"23.8.4.69","JSONCompactStringsEachRow",1,1,1,1
"23.8.4.69","CustomSeparated",1,1,0,1
"23.8.4.69","JSONCompactEachRow",1,1,1,1
"23.8.4.69","TSVRawWithNamesAndTypes",1,1,1,1
"23.8.4.69","JSONAsString",1,0,1,0
"23.8.4.69","NDJSON",1,1,1,1
"23.8.4.69","JSONAsObject",1,0,1,0
"23.8.4.69","SQLInsert",0,1,0,0
"23.8.4.69","PrettyJSONEachRow",0,1,0,1
"23.8.4.69","RowBinaryWithDefaults",1,0,0,0
"23.8.4.69","JSONLines",1,1,1,1
"23.8.4.69","CustomSeparatedWithNamesAndTypes",1,1,0,1
"23.8.4.69","PrettyNDJSON",0,1,0,1
"23.8.4.69","ProtobufList",1,1,0,0
"23.8.4.69","JSON",1,1,0,1
"23.8.4.69","MySQLDump",1,0,0,0
"23.8.4.69","TSVWithNamesAndTypes",1,1,1,1
"23.8.4.69","CSVWithNamesAndTypes",1,1,1,1
"23.8.4.69","CSVWithNames",1,1,1,1
"23.8.4.69","Regexp",1,0,1,0
"23.8.4.69","TSV",1,1,1,1
"23.8.4.69","Vertical",0,1,0,1
"23.8.4.69","CSV",1,1,1,1
"23.8.4.69","Pretty",0,1,0,1
"23.8.4.69","JSONCompactEachRowWithNames",1,1,1,1
"23.8.4.69","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"23.8.4.69","TSKV",1,1,1,1
"23.8.4.69","TSVRaw",1,1,1,1
"23.8.4.69","Values",1,1,0,1
"23.8.4.69","JSONStringsEachRow",1,1,1,1
"23.8.4.69","TabSeparated",1,1,1,1
"23.8.4.69","TabSeparatedWithNamesAndTypes",1,1,1,1
"23.8.4.69","TSVRawWithNames",1,1,1,1
"23.8.4.69","JSONCompactEachRowWithNamesAndTypes",1,1,1,1
"23.8.4.69","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"23.8.4.69","TabSeparatedRaw",1,1,1,1
"23.8.4.69","TSVWithNames",1,1,1,1
"23.8.4.69","JSONEachRow",1,1,1,1
