"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"24.7.5.37","DWARF",1,0,1,0
"24.7.5.37","ParquetMetadata",1,0,1,0
"24.7.5.37","SQLInsert",0,1,0,0
"24.7.5.37","Prometheus",0,1,0,0
"24.7.5.37","JSONCompactStrings",0,1,0,1
"24.7.5.37","JSONStringsEachRowWithProgress",0,1,0,0
"24.7.5.37","TSV",1,1,1,1
"24.7.5.37","PrettyCompactMonoBlock",0,1,0,0
"24.7.5.37","JSONEachRowWithProgress",0,1,0,0
"24.7.5.37","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"24.7.5.37","MsgPack",1,1,0,1
"24.7.5.37","ODBCDriver2",0,1,0,0
"24.7.5.37","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"24.7.5.37","PrettySpaceMonoBlock",0,1,0,0
"24.7.5.37","RawBLOB",1,1,0,0
"24.7.5.37","Markdown",0,1,0,1
"24.7.5.37","PrettySpaceNoEscapes",0,1,0,1
"24.7.5.37","PrettyCompactNoEscapes",0,1,0,1
"24.7.5.37","JSONStringsEachRow",1,1,1,1
"24.7.5.37","PrettyCompact",0,1,0,1
"24.7.5.37","PrettyNoEscapesMonoBlock",0,1,0,0
"24.7.5.37","PrettyNoEscapes",0,1,0,1
"24.7.5.37","Pretty",0,1,0,1
"24.7.5.37","AvroConfluent",1,0,0,0
"24.7.5.37","Vertical",0,1,0,1
"24.7.5.37","Avro",1,1,0,0
"24.7.5.37","LineAsString",1,1,1,1
"24.7.5.37","RowBinaryWithNames",1,1,0,1
"24.7.5.37","Parquet",1,1,1,0
"24.7.5.37","JSONCompactEachRow",1,1,1,1
"24.7.5.37","Form",1,0,0,0
"24.7.5.37","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"24.7.5.37","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"24.7.5.37","CustomSeparatedWithNamesAndTypes",1,1,0,1
"24.7.5.37","PrettySpace",0,1,0,1
"24.7.5.37","JSONAsString",1,0,1,0
"24.7.5.37","CustomSeparatedWithNames",1,1,0,1
"24.7.5.37","CustomSeparated",1,1,0,1
"24.7.5.37","PrettyMonoBlock",0,1,0,0
"24.7.5.37","TSVRaw",1,1,1,1
"24.7.5.37","XML",0,1,0,1
"24.7.5.37","NDJSON",1,1,1,1
"24.7.5.37","ProtobufList",1,1,0,0
"24.7.5.37","Protobuf",1,1,0,0
"24.7.5.37","ProtobufSingle",1,1,0,0
"24.7.5.37","JSONColumnsWithMetadata",1,1,0,0
"24.7.5.37","TSVRawWithNamesAndTypes",1,1,1,1
"24.7.5.37","Npy",1,1,0,0
"24.7.5.37","TemplateIgnoreSpaces",1,0,0,0
"24.7.5.37","JSONCompactColumns",1,1,0,0
"24.7.5.37","JSONColumns",1,1,0,0
"24.7.5.37","ArrowStream",1,1,0,0
"24.7.5.37","JSONObjectEachRow",1,1,0,1
"24.7.5.37","PrettyNDJSON",0,1,0,1
"24.7.5.37","LineAsStringWithNamesAndTypes",0,1,0,1
"24.7.5.37","PrettyJSONLines",0,1,0,1
"24.7.5.37","CSVWithNamesAndTypes",1,1,1,1
"24.7.5.37","ORC",1,1,0,0
"24.7.5.37","PrettyJSONEachRow",0,1,0,1
"24.7.5.37","JSONLines",1,1,1,1
"24.7.5.37","JSONStrings",0,1,0,1
"24.7.5.37","LineAsStringWithNames",0,1,0,1
"24.7.5.37","JSON",1,1,0,1
"24.7.5.37","Arrow",1,1,0,0
"24.7.5.37","RowBinary",1,1,0,1
"24.7.5.37","HiveText",1,0,1,0
"24.7.5.37","RowBinaryWithDefaults",1,0,0,0
"24.7.5.37","Native",1,1,0,0
"24.7.5.37","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"24.7.5.37","RawWithNamesAndTypes",1,1,1,1
"24.7.5.37","JSONCompactStringsEachRow",1,1,1,1
"24.7.5.37","TabSeparatedWithNamesAndTypes",1,1,1,1
"24.7.5.37","JSONCompactStringsEachRowWithNames",1,1,1,1
"24.7.5.37","JSONCompactEachRowWithNamesAndTypes",1,1,1,1
"24.7.5.37","CustomSeparatedIgnoreSpaces",1,0,0,0
"24.7.5.37","JSONAsObject",1,0,1,0
"24.7.5.37","JSONEachRow",1,1,1,1
"24.7.5.37","TSKV",1,1,1,1
"24.7.5.37","Values",1,1,0,1
"24.7.5.37","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"24.7.5.37","MySQLWire",0,1,0,0
"24.7.5.37","CSVWithNames",1,1,1,1
"24.7.5.37","RawWithNames",1,1,1,1
"24.7.5.37","TSVRawWithNames",1,1,1,1
"24.7.5.37","TabSeparatedRaw",1,1,1,1
"24.7.5.37","Raw",1,1,1,1
"24.7.5.37","TabSeparatedRawWithNames",1,1,1,1
"24.7.5.37","RowBinaryWithNamesAndTypes",1,1,0,1
"24.7.5.37","JSONCompact",1,1,0,1
"24.7.5.37","CSV",1,1,1,1
"24.7.5.37","CapnProto",1,1,0,0
"24.7.5.37","JSONCompactEachRowWithNames",1,1,1,1
"24.7.5.37","One",1,0,0,0
"24.7.5.37","Regexp",1,0,1,0
"24.7.5.37","PostgreSQLWire",0,1,0,0
"24.7.5.37","TSVWithNamesAndTypes",1,1,1,1
"24.7.5.37","MySQLDump",1,0,0,0
"24.7.5.37","Template",1,1,0,0
"24.7.5.37","TabSeparatedWithNames",1,1,1,1
"24.7.5.37","BSONEachRow",1,1,1,1
"24.7.5.37","TabSeparated",1,1,1,1
"24.7.5.37","TSVWithNames",1,1,1,1
"24.7.5.37","Null",0,1,0,0
