"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.3.8.53","Kafka",1,0,0,0,0,0
"20.3.8.53","MySQL",0,0,0,0,0,0
"20.3.8.53","HDFS",0,0,0,0,0,0
"20.3.8.53","S3",0,0,0,0,0,0
"20.3.8.53","MaterializedView",0,0,0,0,0,0
"20.3.8.53","View",0,0,0,0,0,0
"20.3.8.53","JDBC",0,0,0,0,0,0
"20.3.8.53","Join",1,0,0,0,0,0
"20.3.8.53","Set",0,0,0,0,0,0
"20.3.8.53","Dictionary",0,0,0,0,0,0
"20.3.8.53","GenerateRandom",0,0,0,0,0,0
"20.3.8.53","LiveView",0,0,0,0,0,0
"20.3.8.53","MergeTree",1,1,1,1,0,0
"20.3.8.53","Memory",0,0,0,0,0,0
"20.3.8.53","Buffer",0,0,0,0,0,0
"20.3.8.53","URL",0,0,0,0,0,0
"20.3.8.53","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.3.8.53","ReplacingMergeTree",1,1,1,1,0,0
"20.3.8.53","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.3.8.53","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.3.8.53","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.3.8.53","File",0,0,0,0,0,0
"20.3.8.53","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.3.8.53","ReplicatedMergeTree",1,1,1,1,1,1
"20.3.8.53","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.3.8.53","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.3.8.53","SummingMergeTree",1,1,1,1,0,0
"20.3.8.53","Distributed",0,0,0,0,0,0
"20.3.8.53","TinyLog",1,0,0,0,0,0
"20.3.8.53","GraphiteMergeTree",1,1,1,1,0,0
"20.3.8.53","CollapsingMergeTree",1,1,1,1,0,0
"20.3.8.53","Merge",0,0,0,0,0,0
"20.3.8.53","AggregatingMergeTree",1,1,1,1,0,0
"20.3.8.53","ODBC",0,0,0,0,0,0
"20.3.8.53","Null",0,0,0,0,0,0
"20.3.8.53","StripeLog",1,0,0,0,0,0
"20.3.8.53","Log",1,0,0,0,0,0
