"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.6.10.16","One",1,0,0,0,1
"25.6.10.16","ParquetMetadata",1,0,1,0,1
"25.6.10.16","MySQLDump",1,0,0,0,1
"25.6.10.16","CapnProto",1,1,0,0,0
"25.6.10.16","PostgreSQLWire",0,1,0,0,0
"25.6.10.16","TSV",1,1,1,1,1
"25.6.10.16","PrettyCompactMonoBlock",0,1,0,0,1
"25.6.10.16","JSONEachRowWithProgress",0,1,0,0,1
"25.6.10.16","JSONCompactStrings",0,1,0,1,1
"25.6.10.16","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.6.10.16","Vertical",0,1,0,1,1
"25.6.10.16","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.6.10.16","Null",0,1,0,0,1
"25.6.10.16","PrettySpaceNoEscapes",0,1,0,0,1
"25.6.10.16","Markdown",0,1,0,1,1
"25.6.10.16","Form",1,0,0,0,1
"25.6.10.16","ODBCDriver2",0,1,0,0,0
"25.6.10.16","PrettySpaceMonoBlock",0,1,0,0,1
"25.6.10.16","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.6.10.16","PrettyCompactNoEscapes",0,1,0,0,1
"25.6.10.16","JSONStringsEachRow",1,1,1,1,1
"25.6.10.16","PrettyCompact",0,1,0,0,1
"25.6.10.16","DWARF",1,0,1,0,1
"25.6.10.16","Values",1,1,0,1,1
"25.6.10.16","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.6.10.16","PrettyNoEscapes",0,1,0,0,1
"25.6.10.16","PrettyMonoBlock",0,1,0,0,1
"25.6.10.16","AvroConfluent",1,0,0,0,1
"25.6.10.16","RawBLOB",1,1,0,0,1
"25.6.10.16","Parquet",1,1,1,0,0
"25.6.10.16","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.6.10.16","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.6.10.16","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.6.10.16","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.6.10.16","PrettySpace",0,1,0,0,1
"25.6.10.16","Arrow",1,1,0,0,0
"25.6.10.16","JSONAsString",1,0,1,0,1
"25.6.10.16","CustomSeparatedWithNames",1,1,0,1,1
"25.6.10.16","CustomSeparated",1,1,0,1,1
"25.6.10.16","BSONEachRow",1,1,1,1,0
"25.6.10.16","Template",1,1,0,0,1
"25.6.10.16","XML",0,1,0,1,1
"25.6.10.16","ProtobufList",1,1,0,0,0
"25.6.10.16","ProtobufSingle",1,1,0,0,0
"25.6.10.16","JSONColumnsWithMetadata",1,1,0,0,1
"25.6.10.16","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.6.10.16","Npy",1,1,0,0,0
"25.6.10.16","TemplateIgnoreSpaces",1,0,0,0,1
"25.6.10.16","JSONCompactColumns",1,1,0,0,1
"25.6.10.16","JSONColumns",1,1,0,0,1
"25.6.10.16","ArrowStream",1,1,0,0,0
"25.6.10.16","JSONObjectEachRow",1,1,0,1,1
"25.6.10.16","NDJSON",1,1,1,1,1
"25.6.10.16","PrettyNDJSON",0,1,0,1,1
"25.6.10.16","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.6.10.16","PrettyJSONLines",0,1,0,1,1
"25.6.10.16","CSVWithNamesAndTypes",1,1,1,1,1
"25.6.10.16","ORC",1,1,1,0,0
"25.6.10.16","Protobuf",1,1,0,0,0
"25.6.10.16","PrettyJSONEachRow",0,1,0,1,1
"25.6.10.16","JSONStrings",0,1,0,1,1
"25.6.10.16","JSON",1,1,0,1,1
"25.6.10.16","RawWithNames",1,1,1,1,1
"25.6.10.16","MsgPack",1,1,0,1,0
"25.6.10.16","LineAsStringWithNames",0,1,0,1,1
"25.6.10.16","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.6.10.16","LineAsString",1,1,1,1,1
"25.6.10.16","RowBinaryWithNames",1,1,0,1,0
"25.6.10.16","RowBinary",1,1,0,1,0
"25.6.10.16","SQLInsert",0,1,0,0,1
"25.6.10.16","Native",1,1,0,0,0
"25.6.10.16","Prometheus",0,1,0,0,1
"25.6.10.16","TSVRaw",1,1,1,1,1
"25.6.10.16","JSONLines",1,1,1,1,1
"25.6.10.16","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.6.10.16","JSONAsObject",1,0,1,0,1
"25.6.10.16","HiveText",1,0,1,0,1
"25.6.10.16","RowBinaryWithDefaults",1,0,0,0,1
"25.6.10.16","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.6.10.16","RawWithNamesAndTypes",1,1,1,1,1
"25.6.10.16","JSONCompactStringsEachRow",1,1,1,1,1
"25.6.10.16","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.6.10.16","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.6.10.16","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.6.10.16","JSONCompactEachRow",1,1,1,1,1
"25.6.10.16","TSKV",1,1,1,1,1
"25.6.10.16","Avro",1,1,0,0,0
"25.6.10.16","JSONEachRow",1,1,1,1,1
"25.6.10.16","Pretty",0,1,0,0,1
"25.6.10.16","TSVRawWithNames",1,1,1,1,1
"25.6.10.16","TabSeparatedRaw",1,1,1,1,1
"25.6.10.16","Regexp",1,0,1,0,1
"25.6.10.16","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.6.10.16","MySQLWire",0,1,0,0,0
"25.6.10.16","CSVWithNames",1,1,1,1,1
"25.6.10.16","Raw",1,1,1,1,1
"25.6.10.16","TabSeparatedRawWithNames",1,1,1,1,1
"25.6.10.16","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.6.10.16","JSONCompact",1,1,0,1,1
"25.6.10.16","CSV",1,1,1,1,1
"25.6.10.16","JSONCompactEachRowWithNames",1,1,1,1,1
"25.6.10.16","TSVWithNamesAndTypes",1,1,1,1,1
