"ch_version","name","description","allow_readonly"
"26.3.16.16","ytsaurus","Allows get data from YTsaurus.",0
"26.3.16.16","hudiCluster","The table function can be used to read the Hudi table stored on object store in parallel for many nodes in a specified cluster.",0
"26.3.16.16","deltaLakeCluster","The table function can be used to read the DeltaLake table stored on object store in parallel for many nodes in a specified cluster.",0
"26.3.16.16","paimonHDFSCluster","The table function can be used to read the Paimon table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"26.3.16.16","paimonAzureCluster","The table function can be used to read the Paimon table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.3.16.16","paimonS3Cluster","The table function can be used to read the Paimon table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.3.16.16","icebergAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.3.16.16","icebergS3Cluster","The table function can be used to read the Iceberg table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.3.16.16","deltaLakeS3Cluster","The table function can be used to read the DeltaLake table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"26.3.16.16","deltaLakeLocal","The table function can be used to read the DeltaLake table stored locally.",0
"26.3.16.16","deltaLakeAzure","The table function can be used to read the DeltaLake table stored on Azure object store.",0
"26.3.16.16","paimonHDFS","The table function can be used to read the Paimon table stored on HDFS virtual filesystem.",0
"26.3.16.16","paimon","The table function can be used to read the Paimon table stored on S3 object store. Alias to paimonS3",0
"26.3.16.16","icebergLocal","The table function can be used to read the Iceberg table stored locally.",0
"26.3.16.16","icebergHDFS","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem.",0
"26.3.16.16","icebergCluster","The table function can be used to read the Iceberg table stored on store from disk in parallel for many nodes in a specified cluster.",0
"26.3.16.16","icebergLocalCluster","The table function can be used to read the Iceberg table stored on shared storage in parallel for many nodes in a specified cluster.",0
"26.3.16.16","icebergAzure","The table function can be used to read the Iceberg table stored on Azure object store.",0
"26.3.16.16","deltaLakeAzureCluster","The table function can be used to read the DeltaLake table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"26.3.16.16","icebergS3","The table function can be used to read the Iceberg table stored on S3 object store.",0
"26.3.16.16","iceberg","The table function can be used to read the Iceberg table stored on S3 object store. Alias to icebergS3",0
"26.3.16.16","hdfsCluster","The table function can be used to read the data stored on HDFS in parallel for many nodes in a specified cluster.",0
"26.3.16.16","paimonLocal","The table function can be used to read the Paimon table stored locally.",0
"26.3.16.16","azureBlobStorageCluster","The table function can be used to read the data stored on Azure Blob Storage in parallel for many nodes in a specified cluster.",0
"26.3.16.16","icebergHDFSCluster","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"26.3.16.16","s3Cluster","The table function can be used to read the data stored on S3 in parallel for many nodes in a specified cluster.",0
"26.3.16.16","oss","The table function can be used to read the data stored on OSS.",0
"26.3.16.16","gcs","The table function can be used to read the data stored on GCS.",0
"26.3.16.16","hudi","The table function can be used to read the Hudi table stored on object store.",0
"26.3.16.16","cosn","The table function can be used to read the data stored on COSN.",0
"26.3.16.16","s3","The table function can be used to read the data stored on AWS S3.",0
"26.3.16.16","azureBlobStorage","The table function can be used to read the data stored on Azure Blob Storage.",0
"26.3.16.16","prometheusQueryRange","Evaluates a prometheus query using data from a specified TimeSeries table over a range of timestamps.",0
"26.3.16.16","prometheusQuery","Evaluates a prometheus query using data from a specified TimeSeries table.",0
