"ch_version","name","value"
"24.3.18.10426.altinitystable","VERSION_FULL","ClickHouse 24.3.18.10426.altinitystable"
"24.3.18.10426.altinitystable","VERSION_DESCRIBE","v24.3.18.10426.altinitystable"
"24.3.18.10426.altinitystable","VERSION_INTEGER","24003018"
"24.3.18.10426.altinitystable","SYSTEM","Linux"
"24.3.18.10426.altinitystable","VERSION_GITHASH","ef8a945bc84037671dd803577841a5e1563cec6e"
"24.3.18.10426.altinitystable","VERSION_REVISION","54496"
"24.3.18.10426.altinitystable","BUILD_TYPE","RelWithDebInfo"
"24.3.18.10426.altinitystable","SYSTEM_PROCESSOR","x86_64"
"24.3.18.10426.altinitystable","CMAKE_VERSION","3.30.2"
"24.3.18.10426.altinitystable","C_COMPILER","/usr/bin/clang-17"
"24.3.18.10426.altinitystable","C_COMPILER_VERSION","17.0.6"
"24.3.18.10426.altinitystable","CXX_COMPILER","/usr/bin/clang++-17"
"24.3.18.10426.altinitystable","CXX_COMPILER_VERSION","17.0.6"
