"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"24.6.3.54","DWARF",1,0,1,0
"24.6.3.54","ParquetMetadata",1,0,1,0
"24.6.3.54","SQLInsert",0,1,0,0
"24.6.3.54","Prometheus",0,1,0,0
"24.6.3.54","JSONCompactStrings",0,1,0,1
"24.6.3.54","JSONStringsEachRowWithProgress",0,1,0,0
"24.6.3.54","TSV",1,1,1,1
"24.6.3.54","PrettyCompactMonoBlock",0,1,0,0
"24.6.3.54","JSONEachRowWithProgress",0,1,0,0
"24.6.3.54","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"24.6.3.54","MsgPack",1,1,0,1
"24.6.3.54","ODBCDriver2",0,1,0,0
"24.6.3.54","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"24.6.3.54","PrettySpaceMonoBlock",0,1,0,0
"24.6.3.54","RawBLOB",1,1,0,0
"24.6.3.54","Markdown",0,1,0,1
"24.6.3.54","PrettySpaceNoEscapes",0,1,0,1
"24.6.3.54","PrettyCompactNoEscapes",0,1,0,1
"24.6.3.54","JSONStringsEachRow",1,1,1,1
"24.6.3.54","PrettyCompact",0,1,0,1
"24.6.3.54","PrettyNoEscapesMonoBlock",0,1,0,0
"24.6.3.54","PrettyNoEscapes",0,1,0,1
"24.6.3.54","Pretty",0,1,0,1
"24.6.3.54","AvroConfluent",1,0,0,0
"24.6.3.54","Vertical",0,1,0,1
"24.6.3.54","Avro",1,1,0,0
"24.6.3.54","LineAsString",1,1,1,1
"24.6.3.54","RowBinaryWithNames",1,1,0,1
"24.6.3.54","Parquet",1,1,1,0
"24.6.3.54","JSONCompactEachRow",1,1,1,1
"24.6.3.54","Form",1,0,0,0
"24.6.3.54","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"24.6.3.54","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"24.6.3.54","CustomSeparatedWithNamesAndTypes",1,1,0,1
"24.6.3.54","PrettySpace",0,1,0,1
"24.6.3.54","JSONAsString",1,0,1,0
"24.6.3.54","CustomSeparatedWithNames",1,1,0,1
"24.6.3.54","CustomSeparated",1,1,0,1
"24.6.3.54","PrettyMonoBlock",0,1,0,0
"24.6.3.54","TSVRaw",1,1,1,1
"24.6.3.54","XML",0,1,0,1
"24.6.3.54","NDJSON",1,1,1,1
"24.6.3.54","ProtobufList",1,1,0,0
"24.6.3.54","Protobuf",1,1,0,0
"24.6.3.54","ProtobufSingle",1,1,0,0
"24.6.3.54","JSONColumnsWithMetadata",1,1,0,0
"24.6.3.54","TSVRawWithNamesAndTypes",1,1,1,1
"24.6.3.54","Npy",1,1,0,0
"24.6.3.54","TemplateIgnoreSpaces",1,0,0,0
"24.6.3.54","JSONCompactColumns",1,1,0,0
"24.6.3.54","JSONColumns",1,1,0,0
"24.6.3.54","ArrowStream",1,1,0,0
"24.6.3.54","JSONObjectEachRow",1,1,0,1
"24.6.3.54","PrettyNDJSON",0,1,0,1
