"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.4.2.9","Kafka",1,0,0,0,0,0
"20.4.2.9","MySQL",0,0,0,0,0,0
"20.4.2.9","HDFS",0,0,0,0,0,0
"20.4.2.9","S3",0,0,0,0,0,0
"20.4.2.9","MaterializedView",0,0,0,0,0,0
"20.4.2.9","View",0,0,0,0,0,0
"20.4.2.9","JDBC",0,0,0,0,0,0
"20.4.2.9","Join",1,0,0,0,0,0
"20.4.2.9","Set",0,0,0,0,0,0
"20.4.2.9","Dictionary",0,0,0,0,0,0
"20.4.2.9","GenerateRandom",0,0,0,0,0,0
"20.4.2.9","LiveView",0,0,0,0,0,0
"20.4.2.9","MergeTree",1,1,1,1,0,0
"20.4.2.9","Memory",0,0,0,0,0,0
"20.4.2.9","Buffer",0,0,0,0,0,0
"20.4.2.9","URL",0,0,0,0,0,0
"20.4.2.9","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.4.2.9","ReplacingMergeTree",1,1,1,1,0,0
"20.4.2.9","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.4.2.9","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.4.2.9","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.4.2.9","File",0,0,0,0,0,0
"20.4.2.9","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.4.2.9","ReplicatedMergeTree",1,1,1,1,1,1
"20.4.2.9","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.4.2.9","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.4.2.9","SummingMergeTree",1,1,1,1,0,0
"20.4.2.9","Distributed",0,0,0,0,0,0
"20.4.2.9","TinyLog",1,0,0,0,0,0
"20.4.2.9","GraphiteMergeTree",1,1,1,1,0,0
"20.4.2.9","CollapsingMergeTree",1,1,1,1,0,0
"20.4.2.9","Merge",0,0,0,0,0,0
"20.4.2.9","AggregatingMergeTree",1,1,1,1,0,0
"20.4.2.9","ODBC",0,0,0,0,0,0
"20.4.2.9","Null",0,0,0,0,0,0
"20.4.2.9","StripeLog",1,0,0,0,0,0
"20.4.2.9","Log",1,0,0,0,0,0
